 Óbitos por causas evitáveis de 5 a 74 anos - Amazonas
Óbitos p/Residênc por Município
Período:2022
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - AM";27
"130002 ALVARAES";22
"130006 AMATURA";12
"130008 ANAMA";15
"130010 ANORI";31
"130014 APUI";65
"130020 ATALAIA DO NORTE";29
"130030 AUTAZES";98
"130040 BARCELOS";42
"130050 BARREIRINHA";67
"130060 BENJAMIN CONSTANT";92
"130063 BERURI";27
"130068 BOA VISTA DO RAMOS";38
"130070 BOCA DO ACRE";100
"130080 BORBA";95
"130083 CAAPIRANGA";31
"130090 CANUTAMA";21
"130100 CARAUARI";56
"130110 CAREIRO";114
"130115 CAREIRO DA VARZEA";32
"130120 COARI";225
"130130 CODAJAS";50
"130140 EIRUNEPE";99
"130150 ENVIRA";40
"130160 FONTE BOA";58
"130165 GUAJARA";32
"130170 HUMAITA";128
"130180 IPIXUNA";36
"130185 IRANDUBA";214
"130190 ITACOATIARA";275
"130195 ITAMARATI";20
"130200 ITAPIRANGA";21
"130210 JAPURA";17
"130220 JURUA";19
"130230 JUTAI";39
"130240 LABREA";85
"130250 MANACAPURU";265
"130255 MANAQUIRI";35
"130260 MANAUS";7879
"130270 MANICORE";113
"130280 MARAA";21
"130290 MAUES";158
"130300 NHAMUNDA";39
"130310 NOVA OLINDA DO NORTE";65
"130320 NOVO AIRAO";44
"130330 NOVO ARIPUANA";42
"130340 PARINTINS";278
"130350 PAUINI";39
"130353 PRESIDENTE FIGUEIREDO";90
"130356 RIO PRETO DA EVA";81
"130360 SANTA ISABEL DO RIO NEGRO";50
"130370 SANTO ANTONIO DO ICA";53
"130380 SAO GABRIEL DA CACHOEIRA";161
"130390 SAO PAULO DE OLIVENCA";72
"130395 SAO SEBASTIAO DO UATUMA";25
"130400 SILVES";21
"130406 TABATINGA";219
"130410 TAPAUA";45
"130420 TEFE";172
"130423 TONANTINS";12
"130426 UARINI";22
"130430 URUCARA";44
"130440 URUCURITUBA";45
"Total";12462
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
