 Óbitos por causas evitáveis de 5 a 74 anos - Brasil
Óbitos p/Residênc por Unidade da Federação e Capítulo CID-10
Causas evitáveis: 1.1. Reduzíveis pelas ações de imunoprevenção, 1.2. Reduz ações prom prev contr atenç doenç infec, 1.3. Reduz ações prom prev contr atenç doe ñ trans, 1.4. Reduz ações prev contr atenção causas matern, 1.5. Reduz ações prom prev atenç causas externas
Local ocorrência: Outros
Período:2022
"Unidade da Federação";"Cap I";"Cap II";"Cap IV";"Cap V";"Cap VI";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIV";"Cap XV";"Cap XX";"Total"
"11 Rondônia";1;4;5;1;-;18;1;-;-;-;-;306;336
"12 Acre";1;5;5;2;-;9;1;-;-;-;1;116;140
"13 Amazonas";7;9;9;1;7;40;7;2;-;1;2;479;564
"14 Roraima";9;1;4;-;-;23;7;2;-;2;2;212;262
"15 Pará";15;12;18;5;1;150;13;10;-;1;1;1402;1628
"16 Amapá";1;5;4;-;2;14;-;-;-;1;-;193;220
"17 Tocantins";-;3;7;8;3;43;1;-;-;-;1;274;340
"21 Maranhão";13;14;66;9;7;184;19;23;-;3;2;835;1175
"22 Piauí";4;7;21;10;3;99;2;6;-;1;1;372;526
"23 Ceará";25;42;13;20;1;156;33;10;-;1;-;1673;1974
"24 Rio Grande do Norte";3;9;13;-;2;104;4;3;-;-;1;288;427
"25 Paraíba";13;11;34;12;2;110;23;8;-;3;-;535;751
"26 Pernambuco";9;19;43;31;9;229;16;9;-;1;-;1237;1603
"27 Alagoas";15;9;20;5;-;89;12;4;1;3;-;516;674
"28 Sergipe";1;2;7;6;-;20;2;2;-;-;-;93;133
"29 Bahia";19;32;42;23;11;206;30;10;1;5;3;2752;3134
"31 Minas Gerais";35;103;93;59;16;426;61;15;2;11;-;1616;2437
"32 Espírito Santo";3;8;22;14;3;113;13;6;-;2;-;462;646
"33 Rio de Janeiro";31;41;53;14;5;345;47;7;-;6;2;1199;1750
"35 São Paulo";65;152;146;28;13;1126;220;42;3;14;2;1963;3774
"41 Paraná";15;47;58;34;13;272;36;18;-;4;-;1390;1887
"42 Santa Catarina";8;34;36;10;6;233;27;11;-;2;-;637;1004
"43 Rio Grande do Sul";33;123;118;28;15;396;70;17;1;8;1;1015;1825
"50 Mato Grosso do Sul";5;4;14;1;3;119;17;4;-;-;-;391;558
"51 Mato Grosso";7;11;18;8;3;82;5;1;1;1;-;522;659
"52 Goiás";18;34;26;15;5;206;27;20;1;2;-;753;1107
"53 Distrito Federal";5;1;9;13;1;41;2;7;-;-;-;125;204
"Total";361;742;904;357;131;4853;696;237;10;72;19;21356;29738
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
