"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"2411007";"Rodolfo Fernandes (RN)";"64939,5"
"2411056";"Tibau (RN)";"137774,1"
"2411106";"Ruy Barbosa (RN)";"203594,4"
"2411205";"Santa Cruz (RN)";"675849,6"
"2411403";"Santana do Matos (RN)";"179803,0"
"2411429";"Santana do Seridó (RN)";"44372,9"
"2411502";"Santo Antônio (RN)";"328015,3"
"2411601";"São Bento do Norte (RN)";"421480,9"
"2411700";"São Bento do Trairí (RN)";"55558,1"
"2411809";"São Fernando (RN)";"68978,9"
"2411908";"São Francisco do Oeste (RN)";"65016,1"
"2412005";"São Gonçalo do Amarante (RN)";"2307193,7"
"2412104";"São João do Sabugi (RN)";"94944,4"
"2412203";"São José de Mipibu (RN)";"1359847,7"
"2412302";"São José do Campestre (RN)";"141196,0"
"2412401";"São José do Seridó (RN)";"95605,5"
"2412500";"São Miguel (RN)";"386805,1"
"2412559";"São Miguel do Gostoso (RN)";"722955,1"
"2412609";"São Paulo do Potengi (RN)";"273441,6"
"2412708";"São Pedro (RN)";"68282,6"
"2412807";"São Rafael (RN)";"97419,4"
"2412906";"São Tomé (RN)";"120593,5"
"2413003";"São Vicente (RN)";"90507,3"
"2413102";"Senador Elói de Souza (RN)";"73626,9"
"2413201";"Senador Georgino Avelino (RN)";"105581,0"
"2413300";"Serra de São Bento (RN)";"73394,1"
"2413359";"Serra do Mel (RN)";"976555,1"
"2413409";"Serra Negra do Norte (RN)";"134899,8"
"2413508";"Serrinha (RN)";"81783,1"
"2413557";"Serrinha dos Pintos (RN)";"56137,6"
"2413607";"Severiano Melo (RN)";"92737,8"
"2413706";"Sítio Novo (RN)";"58723,2"
"2413805";"Taboleiro Grande (RN)";"37504,8"
"2413904";"Taipu (RN)";"174534,5"
"2414001";"Tangará (RN)";"213678,0"
"2414100";"Tenente Ananias (RN)";"128347,0"
"2414159";"Tenente Laurentino Cruz (RN)";"117559,8"
"2414209";"Tibau do Sul (RN)";"578303,6"
"2414308";"Timbaúba dos Batistas (RN)";"44946,8"
"2414407";"Touros (RN)";"979897,5"
"2414456";"Triunfo Potiguar (RN)";"52838,7"
"2414506";"Umarizal (RN)";"167033,6"
"2414605";"Upanema (RN)";"330522,9"
"2414704";"Várzea (RN)";"65328,0"
"2414753";"Venha-Ver (RN)";"42293,5"
"2414803";"Vera Cruz (RN)";"149591,1"
"2414902";"Viçosa (RN)";"25574,8"
"2415008";"Vila Flor (RN)";"47193,8"
"2500106";"Água Branca (PB)";"95193,0"
"2500205";"Aguiar (PB)";"61115,3"
"2500304";"Alagoa Grande (PB)";"320351,1"
"2500403";"Alagoa Nova (PB)";"377884,7"
"2500502";"Alagoinha (PB)";"152279,6"
"2500536";"Alcantil (PB)";"62649,2"
"2500577";"Algodão de Jandaíra (PB)";"33767,8"
"2500601";"Alhandra (PB)";"3639169,1"
"2500700";"São João do Rio do Peixe (PB)";"248471,6"
"2500734";"Amparo (PB)";"33047,8"
"2500775";"Aparecida (PB)";"125775,7"
"2500809";"Araçagi (PB)";"200370,3"
"2500908";"Arara (PB)";"119681,5"
"2501005";"Araruna (PB)";"210531,4"
"2501104";"Areia (PB)";"303548,9"
"2501153";"Areia de Baraúnas (PB)";"48609,1"
"2501203";"Areial (PB)";"71784,6"
"2501302";"Aroeiras (PB)";"314453,4"
"2501351";"Assunção (PB)";"53156,4"
"2501401";"Baía da Traição (PB)";"117262,0"
"2501500";"Bananeiras (PB)";"320676,6"
"2501534";"Baraúna (PB)";"54869,5"
"2501575";"Barra de Santana (PB)";"101341,5"
"2501609";"Barra de Santa Rosa (PB)";"156128,7"
"2501708";"Barra de São Miguel (PB)";"86302,8"
"2501807";"Bayeux (PB)";"1492127,1"
"2501906";"Belém (PB)";"241955,5"
"2502003";"Belém do Brejo do Cruz (PB)";"82367,0"
"2502052";"Bernardino Batista (PB)";"45715,7"
"2502102";"Boa Ventura (PB)";"56351,1"
"2502151";"Boa Vista (PB)";"305885,5"
"2502201";"Bom Jesus (PB)";"35756,0"
"2502300";"Bom Sucesso (PB)";"57235,1"
"2502409";"Bonito de Santa Fé (PB)";"98917,6"
"2502508";"Boqueirão (PB)";"265029,5"
"2502607";"Igaracy (PB)";"64888,8"
"2502706";"Borborema (PB)";"73308,0"
"2502805";"Brejo do Cruz (PB)";"169245,2"
"2502904";"Brejo dos Santos (PB)";"71212,5"
"2503001";"Caaporã (PB)";"456330,2"
"2503100";"Cabaceiras (PB)";"143538,3"
"2503209";"Cabedelo (PB)";"3605029,1"
"2503308";"Cachoeira dos Índios (PB)";"134515,3"
"2503407";"Cacimba de Areia (PB)";"41057,6"
"2503506";"Cacimba de Dentro (PB)";"160536,7"
"2503555";"Cacimbas (PB)";"76001,1"
"2503605";"Caiçara (PB)";"75521,0"
"2503704";"Cajazeiras (PB)";"1425034,5"
"2503753";"Cajazeirinhas (PB)";"44211,6"
"2503803";"Caldas Brandão (PB)";"81716,3"
"2503902";"Camalaú (PB)";"76257,3"
"2504009";"Campina Grande (PB)";"11505703,7"
"2504033";"Capim (PB)";"87593,1"
"2504074";"Caraúbas (PB)";"47319,9"
"2504108";"Carrapateira (PB)";"34001,0"
"2504157";"Casserengue (PB)";"75140,2"
"2504207";"Catingueira (PB)";"57035,8"
"2504306";"Catolé do Rocha (PB)";"568709,1"
"2504355";"Caturité (PB)";"75914,3"
"2504405";"Conceição (PB)";"234852,7"
"2504504";"Condado (PB)";"77145,9"
"2504603";"Conde (PB)";"1418528,8"
"2504702";"Congo (PB)";"68739,7"
"2504801";"Coremas (PB)";"229337,8"
"2504850";"Coxixola (PB)";"26736,0"
"2504900";"Cruz do Espírito Santo (PB)";"209447,0"
"2505006";"Cubati (PB)";"86843,1"
"2505105";"Cuité (PB)";"242714,7"
"2505204";"Cuitegi (PB)";"77090,7"
"2505238";"Cuité de Mamanguape (PB)";"78110,5"
"2505279";"Curral de Cima (PB)";"61995,2"
"2505303";"Curral Velho (PB)";"29807,3"
"2505352";"Damião (PB)";"54716,3"
"2505402";"Desterro (PB)";"82416,1"
"2505501";"Vista Serrana (PB)";"43723,2"
"2505600";"Diamante (PB)";"71581,4"
"2505709";"Dona Inês (PB)";"104756,7"
"2505808";"Duas Estradas (PB)";"52063,3"
"2505907";"Emas (PB)";"43294,7"
"2506004";"Esperança (PB)";"793127,1"
"2506103";"Fagundes (PB)";"120961,4"
"2506202";"Frei Martinho (PB)";"33079,0"
"2506251";"Gado Bravo (PB)";"85089,1"
"2506301";"Guarabira (PB)";"1325438,8"
"2506400";"Gurinhém (PB)";"170587,5"
"2506509";"Gurjão (PB)";"43684,3"
"2506608";"Ibiara (PB)";"60876,6"
"2506707";"Imaculada (PB)";"102541,8"
"2506806";"Ingá (PB)";"236604,4"
"2506905";"Itabaiana (PB)";"370500,3"
"2507002";"Itaporanga (PB)";"377082,4"
"2507101";"Itapororoca (PB)";"234764,2"
"2507200";"Itatuba (PB)";"180344,1"
"2507309";"Jacaraú (PB)";"192521,0"
"2507408";"Jericó (PB)";"86264,3"
"2507507";"João Pessoa (PB)";"24669918,6"
"2507606";"Juarez Távora (PB)";"84468,7"
"2507705";"Juazeirinho (PB)";"220993,2"
"2507804";"Junco do Seridó (PB)";"105293,8"
"2507903";"Juripiranga (PB)";"130971,5"
"2508000";"Juru (PB)";"96436,9"
"2508109";"Lagoa (PB)";"57360,5"
"2508208";"Lagoa de Dentro (PB)";"93702,7"
"2508307";"Lagoa Seca (PB)";"357094,2"
"2508406";"Lastro (PB)";"34151,0"
"2508505";"Livramento (PB)";"75589,0"
"2508554";"Logradouro (PB)";"54880,1"
"2508604";"Lucena (PB)";"249895,6"
"2508703";"Mãe d'Água (PB)";"41425,1"
"2508802";"Malta (PB)";"68216,1"
"2508901";"Mamanguape (PB)";"893543,8"
"2509008";"Manaíra (PB)";"105530,9"
"2509057";"Marcação (PB)";"109424,8"
"2509107";"Mari (PB)";"257312,1"
"2509156";"Marizópolis (PB)";"87286,2"
"2509206";"Massaranduba (PB)";"161375,9"
"2509305";"Mataraca (PB)";"196941,6"
"2509339";"Matinhas (PB)";"64161,5"
"2509370";"Mato Grosso (PB)";"34675,5"
"2509396";"Maturéia (PB)";"68505,0"
"2509404";"Mogeiro (PB)";"189354,6"
"2509503";"Montadas (PB)";"64384,5"
"2509602";"Monte Horebe (PB)";"53561,1"
"2509701";"Monteiro (PB)";"753021,0"
"2509800";"Mulungu (PB)";"100809,9"
"2509909";"Natuba (PB)";"110578,2"
"2510006";"Nazarezinho (PB)";"69768,5"
"2510105";"Nova Floresta (PB)";"102651,0"
"2510204";"Nova Olinda (PB)";"63671,7"
"2510303";"Nova Palmeira (PB)";"49123,8"
"2510402";"Olho d'Água (PB)";"67370,0"
"2510501";"Olivedos (PB)";"46787,0"
"2510600";"Ouro Velho (PB)";"42297,5"
"2510659";"Parari (PB)";"24668,9"
"2510709";"Passagem (PB)";"32130,2"
"2510808";"Patos (PB)";"2210177,4"
"2510907";"Paulista (PB)";"178361,7"
"2511004";"Pedra Branca (PB)";"42759,0"
"2511103";"Pedra Lavrada (PB)";"84890,3"
"2511202";"Pedras de Fogo (PB)";"695261,3"
"2511301";"Piancó (PB)";"224955,8"
"2511400";"Picuí (PB)";"245332,1"
"2511509";"Pilar (PB)";"139093,8"
"2511608";"Pilões (PB)";"108635,6"
"2511707";"Pilõezinhos (PB)";"58975,3"
"2511806";"Pirpirituba (PB)";"106136,2"
"2511905";"Pitimbu (PB)";"427279,6"
"2512002";"Pocinhos (PB)";"295224,4"
"2512036";"Poço Dantas (PB)";"46464,0"
"2512077";"Poço de José de Moura (PB)";"52955,1"
"2512101";"Pombal (PB)";"514593,8"
"2512200";"Prata (PB)";"65920,0"
"2512309";"Princesa Isabel (PB)";"299712,3"
"2512408";"Puxinanã (PB)";"168481,5"
"2512507";"Queimadas (PB)";"688425,9"
"2512606";"Quixaba (PB)";"29630,6"
"2512705";"Remígio (PB)";"194545,2"
"2512721";"Pedro Régis (PB)";"60802,5"
"2512747";"Riachão (PB)";"38501,5"
"2512754";"Riachão do Bacamarte (PB)";"57921,2"
"2512762";"Riachão do Poço (PB)";"62938,6"
"2512788";"Riacho de Santo Antônio (PB)";"32621,4"
"2512804";"Riacho dos Cavalos (PB)";"103303,5"
"2512903";"Rio Tinto (PB)";"357814,7"
"2513000";"Salgadinho (PB)";"34736,7"
"2513109";"Salgado de São Félix (PB)";"140789,6"
"2513158";"Santa Cecília (PB)";"81960,8"
"2513208";"Santa Cruz (PB)";"64858,6"
"2513307";"Santa Helena (PB)";"67436,0"
"2513356";"Santa Inês (PB)";"37776,3"
"2513406";"Santa Luzia (PB)";"794095,9"
"2513505";"Santana de Mangueira (PB)";"54851,2"
"2513604";"Santana dos Garrotes (PB)";"75269,2"
"2513653";"Joca Claudino (PB)";"35228,4"
"2513703";"Santa Rita (PB)";"2846355,2"
"2513802";"Santa Teresinha (PB)";"62606,9"
"2513851";"Santo André (PB)";"34481,9"
"2513901";"São Bento (PB)";"627757,0"
"2513927";"São Bentinho (PB)";"58645,7"
"2513943";"São Domingos do Cariri (PB)";"33208,1"
"2513968";"São Domingos (PB)";"39036,4"
"2513984";"São Francisco (PB)";"42733,0"
"2514008";"São João do Cariri (PB)";"61607,6"
"2514107";"São João do Tigre (PB)";"45782,1"
"2514206";"São José da Lagoa Tapada (PB)";"78660,7"
"2514305";"São José de Caiana (PB)";"55327,6"
"2514404";"São José de Espinharas (PB)";"58222,7"
"2514453";"São José dos Ramos (PB)";"69570,8"
"2514503";"São José de Piranhas (PB)";"255978,3"
"2514552";"São José de Princesa (PB)";"37035,9"
"2514602";"São José do Bonfim (PB)";"35043,3"
"2514651";"São José do Brejo do Cruz (PB)";"32475,6"
"2514701";"São José do Sabugi (PB)";"279771,8"
"2514800";"São José dos Cordeiros (PB)";"40204,1"
"2514909";"São Mamede (PB)";"130821,3"
"2515005";"São Miguel de Taipu (PB)";"98867,0"
"2515104";"São Sebastião de Lagoa de Roça (PB)";"114293,8"
"2515203";"São Sebastião do Umbuzeiro (PB)";"40190,9"
"2515302";"Sapé (PB)";"766290,4"
"2515401";"São Vicente do Seridó (PB)";"98023,7"
"2515500";"Serra Branca (PB)";"160559,5"
"2515609";"Serra da Raiz (PB)";"41753,0"
"2515708";"Serra Grande (PB)";"36499,8"
"2515807";"Serra Redonda (PB)";"65848,0"
"2515906";"Serraria (PB)";"70089,0"
"2515930";"Sertãozinho (PB)";"60561,5"
"2515971";"Sobrado (PB)";"121745,3"
"2516003";"Solânea (PB)";"381992,7"
"2516102";"Soledade (PB)";"299841,4"
"2516151";"Sossêgo (PB)";"42450,0"
"2516201";"Sousa (PB)";"1466568,2"
"2516300";"Sumé (PB)";"226700,1"
"2516409";"Tacima (PB)";"94201,5"
"2516508";"Taperoá (PB)";"150681,8"
"2516607";"Tavares (PB)";"154106,1"
"2516706";"Teixeira (PB)";"188082,2"
"2516755";"Tenório (PB)";"36698,7"
"2516805";"Triunfo (PB)";"102133,6"
"2516904";"Uiraúna (PB)";"219080,5"
"2517001";"Umbuzeiro (PB)";"95803,9"
"2517100";"Várzea (PB)";"41254,6"
"2517209";"Vieirópolis (PB)";"49371,0"
"2517407";"Zabelê (PB)";"30160,8"
"2600054";"Abreu e Lima (PE)";"1942161,2"
"2600104";"Afogados da Ingazeira (PE)";"601793,6"
"2600203";"Afrânio (PE)";"248783,9"
"2600302";"Agrestina (PE)";"339884,5"
"2600401";"Água Preta (PE)";"253239,9"
"2600500";"Águas Belas (PE)";"451412,1"
"2600609";"Alagoinha (PE)";"166384,2"
"2600708";"Aliança (PE)";"435530,8"
"2600807";"Altinho (PE)";"256376,2"
"2600906";"Amaraji (PE)";"248291,7"
"2601003";"Angelim (PE)";"151341,4"
"2601052";"Araçoiaba (PE)";"177209,1"
"2601102";"Araripina (PE)";"1539413,5"
"2601201";"Arcoverde (PE)";"1360081,8"
"2601300";"Barra de Guabiraba (PE)";"173697,8"
"2601409";"Barreiros (PE)";"563603,7"
"2601508";"Belém de Maria (PE)";"100935,1"
"2601607";"Belém do São Francisco (PE)";"612707,8"
"2601706";"Belo Jardim (PE)";"3276283,7"
"2601805";"Betânia (PE)";"113173,5"
"2601904";"Bezerros (PE)";"1200901,0"
"2602001";"Bodocó (PE)";"338010,3"
"2602100";"Bom Conselho (PE)";"728908,1"
"2602209";"Bom Jardim (PE)";"387052,8"
"2602308";"Bonito (PE)";"624055,4"
"2602407";"Brejão (PE)";"201664,7"
"2602506";"Brejinho (PE)";"93476,9"
"2602605";"Brejo da Madre de Deus (PE)";"490436,3"
"2602704";"Buenos Aires (PE)";"149124,1"
"2602803";"Buíque (PE)";"578158,7"
"2602902";"Cabo de Santo Agostinho (PE)";"14474713,8"
"2603009";"Cabrobó (PE)";"482236,9"
"2603108";"Cachoeirinha (PE)";"267051,5"
"2603207";"Caetés (PE)";"411350,0"
"2603306";"Calçado (PE)";"111556,1"
"2603405";"Calumbi (PE)";"56926,3"
"2603454";"Camaragibe (PE)";"2277081,4"
"2603504";"Camocim de São Félix (PE)";"188598,7"
"2603603";"Camutanga (PE)";"391183,6"
"2603702";"Canhotinho (PE)";"276707,0"
"2603801";"Capoeiras (PE)";"238706,7"
"2603900";"Carnaíba (PE)";"198851,7"
"2603926";"Carnaubeira da Penha (PE)";"102753,0"
"2604007";"Carpina (PE)";"1877611,9"
"2604106";"Caruaru (PE)";"9587869,5"
"2604155";"Casinhas (PE)";"111258,8"
"2604205";"Catende (PE)";"376204,7"
"2604304";"Cedro (PE)";"123537,5"
"2604403";"Chã de Alegria (PE)";"190073,9"
"2604502";"Chã Grande (PE)";"259385,6"
"2604601";"Condado (PE)";"289546,0"
"2604700";"Correntes (PE)";"200065,7"
"2604809";"Cortês (PE)";"131068,9"
"2604908";"Cumaru (PE)";"145927,7"
"2605004";"Cupira (PE)";"301381,0"
"2605103";"Custódia (PE)";"754985,2"
"2605152";"Dormentes (PE)";"285811,6"
"2605202";"Escada (PE)";"1604330,6"
"2605301";"Exu (PE)";"362060,4"
"2605400";"Feira Nova (PE)";"255594,9"
"2605459";"Fernando de Noronha (PE)";"301152,0"
"2605509";"Ferreiros (PE)";"152316,9"
"2605608";"Flores (PE)";"204658,6"
"2605707";"Floresta (PE)";"550801,6"
"2605806";"Frei Miguelinho (PE)";"136979,2"
"2605905";"Gameleira (PE)";"239836,9"
"2606002";"Garanhuns (PE)";"3537056,7"
"2606101";"Glória do Goitá (PE)";"601948,0"
"2606200";"Goiana (PE)";"12768634,7"
"2606309";"Granito (PE)";"83022,4"
"2606408";"Gravatá (PE)";"1398192,4"
"2606507";"Iati (PE)";"213964,7"
"2606606";"Ibimirim (PE)";"365085,2"
"2606705";"Ibirajuba (PE)";"90588,3"
"2606804";"Igarassu (PE)";"3582882,2"
"2606903";"Iguaracy (PE)";"117172,8"
"2607000";"Inajá (PE)";"241060,3"
"2607109";"Ingazeira (PE)";"59766,2"
"2607208";"Ipojuca (PE)";"17815112,4"
"2607307";"Ipubi (PE)";"364184,3"
"2607406";"Itacuruba (PE)";"81087,8"
"2607505";"Itaíba (PE)";"341185,5"
"2607604";"Ilha de Itamaracá (PE)";"297782,6"
"2607653";"Itambé (PE)";"529257,4"
"2607703";"Itapetim (PE)";"160416,1"
"2607752";"Itapissuma (PE)";"2732811,9"
"2607802";"Itaquitinga (PE)";"189703,8"
"2607901";"Jaboatão dos Guararapes (PE)";"18514597,8"
"2607950";"Jaqueira (PE)";"124767,4"
"2608008";"Jataúba (PE)";"166513,4"
"2608057";"Jatobá (PE)";"161439,4"
"2608107";"João Alfredo (PE)";"333326,0"
"2608206";"Joaquim Nabuco (PE)";"167790,4"
"2608255";"Jucati (PE)";"128676,6"
"2608305";"Jupi (PE)";"205887,7"
"2608404";"Jurema (PE)";"135761,8"
"2608453";"Lagoa do Carro (PE)";"296864,2"
"2608503";"Lagoa de Itaenga (PE)";"444479,9"
"2608602";"Lagoa do Ouro (PE)";"137606,4"
"2608701";"Lagoa dos Gatos (PE)";"150140,4"
"2608750";"Lagoa Grande (PE)";"514910,8"
"2608800";"Lajedo (PE)";"692122,3"
"2608909";"Limoeiro (PE)";"879346,8"
"2609006";"Macaparana (PE)";"316671,4"
"2609105";"Machados (PE)";"239370,9"
"2609154";"Manari (PE)";"162688,3"
"2609204";"Maraial (PE)";"98381,7"
"2609303";"Mirandiba (PE)";"202095,5"
"2609402";"Moreno (PE)";"973954,7"
"2609501";"Nazaré da Mata (PE)";"707307,8"
"2609600";"Olinda (PE)";"6430542,0"
"2609709";"Orobó (PE)";"470896,5"
"2609808";"Orocó (PE)";"186876,5"
"2609907";"Ouricuri (PE)";"856598,6"
"2610004";"Palmares (PE)";"1061834,8"
"2610103";"Palmeirina (PE)";"84019,6"
"2610202";"Panelas (PE)";"249257,6"
"2610301";"Paranatama (PE)";"264237,4"
"2610400";"Parnamirim (PE)";"249781,5"
"2610509";"Passira (PE)";"284208,4"
"2610608";"Paudalho (PE)";"1042984,9"
"2610707";"Paulista (PE)";"6393105,8"
"2610806";"Pedra (PE)";"353678,8"
"2610905";"Pesqueira (PE)";"967516,9"
"2611002";"Petrolândia (PE)";"1499748,5"
"2611101";"Petrolina (PE)";"8834261,3"
"2611200";"Poção (PE)";"121515,7"
"2611309";"Pombos (PE)";"583029,6"
"2611408";"Primavera (PE)";"275307,9"
"2611507";"Quipapá (PE)";"195626,4"
"2611533";"Quixaba (PE)";"72508,7"
"2611606";"Recife (PE)";"60078763,5"
"2611705";"Riacho das Almas (PE)";"286997,7"
"2611804";"Ribeirão (PE)";"562387,6"
"2611903";"Rio Formoso (PE)";"369563,5"
"2612000";"Sairé (PE)";"214022,4"
"2612109";"Salgadinho (PE)";"69834,2"
"2612208";"Salgueiro (PE)";"1380862,3"
"2612307";"Saloá (PE)";"195909,9"
"2612406";"Sanharó (PE)";"248472,4"
"2612455";"Santa Cruz (PE)";"155452,2"
"2612471";"Santa Cruz da Baixa Verde (PE)";"130227,0"
"2612505";"Santa Cruz do Capibaribe (PE)";"1924163,5"
"2612554";"Santa Filomena (PE)";"119282,6"
"2612604";"Santa Maria da Boa Vista (PE)";"610413,5"
"2612703";"Santa Maria do Cambucá (PE)";"137961,0"
"2612802";"Santa Terezinha (PE)";"114030,8"
"2612901";"São Benedito do Sul (PE)";"125362,3"
"2613008";"São Bento do Una (PE)";"1589736,1"
"2613107";"São Caitano (PE)";"542553,1"
"2613206";"São João (PE)";"293432,4"
"2613305";"São Joaquim do Monte (PE)";"193748,2"
"2613404";"São José da Coroa Grande (PE)";"358490,5"
"2613503";"São José do Belmonte (PE)";"397691,1"
"2613602";"São José do Egito (PE)";"457226,8"
"2613701";"São Lourenço da Mata (PE)";"1549069,7"
"2613800";"São Vicente Férrer (PE)";"302255,8"
"2613909";"Serra Talhada (PE)";"1903947,2"
"2614006";"Serrita (PE)";"175837,3"
"2614105";"Sertânia (PE)";"372221,8"
"2614204";"Sirinhaém (PE)";"732786,5"
"2614303";"Moreilândia (PE)";"93144,4"
"2614402";"Solidão (PE)";"61668,9"
"2614501";"Surubim (PE)";"968590,9"
"2614600";"Tabira (PE)";"319694,1"
"2614709";"Tacaimbó (PE)";"198366,5"
"2614808";"Tacaratu (PE)";"240651,7"
"2614857";"Tamandaré (PE)";"408347,9"
"2615003";"Taquaritinga do Norte (PE)";"366125,6"
"2615102";"Terezinha (PE)";"76191,3"
"2615201";"Terra Nova (PE)";"115451,2"
"2615300";"Timbaúba (PE)";"901619,6"
"2615409";"Toritama (PE)";"768526,6"
"2615508";"Tracunhaém (PE)";"184770,2"
"2615607";"Trindade (PE)";"640191,5"
"2615706";"Triunfo (PE)";"177202,7"
"2615805";"Tupanatinga (PE)";"272240,6"
"2615904";"Tuparetama (PE)";"91119,5"
"2616001";"Venturosa (PE)";"248461,3"
"2616100";"Verdejante (PE)";"89660,7"
"2616183";"Vertente do Lério (PE)";"92447,6"
"2616209";"Vertentes (PE)";"212447,9"
"2616308";"Vicência (PE)";"557087,2"
"2616407";"Vitória de Santo Antão (PE)";"5429995,1"
"2616506";"Xexéu (PE)";"193886,8"
"2700102";"Água Branca (AL)";"218171,8"
"2700201";"Anadia (AL)";"234236,9"
"2700300";"Arapiraca (AL)";"5859831,3"
"2700409";"Atalaia (AL)";"1135583,1"
"2700508";"Barra de Santo Antônio (AL)";"268712,3"
"2700607";"Barra de São Miguel (AL)";"259441,6"
"2700706";"Batalha (AL)";"247802,9"
"2700805";"Belém (AL)";"145721,2"
"2700904";"Belo Monte (AL)";"111702,3"
"2701001";"Boca da Mata (AL)";"425181,4"
"2701100";"Branquinha (AL)";"643725,1"
"2701209";"Cacimbinhas (AL)";"171398,8"
"2701308";"Cajueiro (AL)";"207396,6"
"2701357";"Campestre (AL)";"91713,2"
"2701407";"Campo Alegre (AL)";"669688,8"
"2701506";"Campo Grande (AL)";"105162,7"
"2701605";"Canapi (AL)";"204471,1"
"2701704";"Capela (AL)";"233253,7"
"2701803";"Carneiros (AL)";"87643,8"
"2701902";"Chã Preta (AL)";"255386,2"
"2702009";"Coité do Nóia (AL)";"199719,6"
"2702108";"Colônia Leopoldina (AL)";"342422,6"
"2702207";"Coqueiro Seco (AL)";"95555,6"
"2702306";"Coruripe (AL)";"1773231,5"
"2702355";"Craíbas (AL)";"496516,9"
"2702405";"Delmiro Gouveia (AL)";"783771,5"
"2702504";"Dois Riachos (AL)";"126223,5"
"2702553";"Estrela de Alagoas (AL)";"161951,8"
"2702603";"Feira Grande (AL)";"403888,0"
"2702702";"Feliz Deserto (AL)";"176508,5"
"2702801";"Flexeiras (AL)";"214146,0"
"2702900";"Girau do Ponciano (AL)";"489079,5"
"2703007";"Ibateguara (AL)";"195194,2"
"2703106";"Igaci (AL)";"282346,9"
"2703205";"Igreja Nova (AL)";"514258,7"
"2703304";"Inhapi (AL)";"183087,8"
"2703403";"Jacaré dos Homens (AL)";"78946,4"
"2703502";"Jacuípe (AL)";"155769,8"
"2703601";"Japaratinga (AL)";"312410,1"
"2703700";"Jaramataia (AL)";"69404,7"
"2703759";"Jequiá da Praia (AL)";"341153,6"
"2703809";"Joaquim Gomes (AL)";"393912,8"
"2703908";"Jundiá (AL)";"63236,6"
"2704005";"Junqueiro (AL)";"594025,7"
"2704104";"Lagoa da Canoa (AL)";"231718,8"
"2704203";"Limoeiro de Anadia (AL)";"577870,6"
"2704302";"Maceió (AL)";"29381840,4"
"2704401";"Major Isidoro (AL)";"283337,6"
"2704500";"Maragogi (AL)";"1141443,9"
"2704609";"Maravilha (AL)";"104088,2"
"2704708";"Marechal Deodoro (AL)";"2862078,4"
"2704807";"Maribondo (AL)";"194281,3"
"2704906";"Mar Vermelho (AL)";"49138,1"
"2705002";"Mata Grande (AL)";"303389,2"
"2705101";"Matriz de Camaragibe (AL)";"371511,1"
"2705200";"Messias (AL)";"274868,6"
"2705309";"Minador do Negrão (AL)";"77725,5"
"2705408";"Monteirópolis (AL)";"162517,5"
"2705507";"Murici (AL)";"666677,9"
"2705606";"Novo Lino (AL)";"199091,1"
"2705705";"Olho d'Água das Flores (AL)";"290123,0"
"2705804";"Olho d'Água do Casado (AL)";"93247,5"
"2705903";"Olho d'Água Grande (AL)";"67755,8"
"2706000";"Olivença (AL)";"121166,3"
"2706109";"Ouro Branco (AL)";"134314,7"
"2706208";"Palestina (AL)";"51599,9"
"2706307";"Palmeira dos Índios (AL)";"1240873,6"
"2706406";"Pão de Açúcar (AL)";"248373,8"
"2706422";"Pariconha (AL)";"126222,4"
"2706448";"Paripueira (AL)";"252605,7"
"2706505";"Passo de Camaragibe (AL)";"323343,6"
"2706604";"Paulo Jacinto (AL)";"89081,7"
"2706703";"Penedo (AL)";"992394,2"
"2706802";"Piaçabuçu (AL)";"401870,7"
"2706901";"Pilar (AL)";"889362,2"
"2707008";"Pindoba (AL)";"50767,0"
"2707107";"Piranhas (AL)";"333005,1"
"2707206";"Poço das Trincheiras (AL)";"121598,5"
"2707305";"Porto Calvo (AL)";"423604,5"
"2707404";"Porto de Pedras (AL)";"418368,4"
"2707503";"Porto Real do Colégio (AL)";"254627,3"
"2707602";"Quebrangulo (AL)";"172004,3"
"2707701";"Rio Largo (AL)";"1612079,9"
"2707800";"Roteiro (AL)";"175267,2"
"2707909";"Santa Luzia do Norte (AL)";"233337,2"
"2708006";"Santana do Ipanema (AL)";"718308,2"
"2708105";"Santana do Mundaú (AL)";"1540873,6"
"2708204";"São Brás (AL)";"104202,2"
"2708303";"São José da Laje (AL)";"462590,0"
"2708402";"São José da Tapera (AL)";"347514,3"
"2708501";"São Luís do Quitunde (AL)";"782973,7"
"2708600";"São Miguel dos Campos (AL)";"1272245,1"
"2708709";"São Miguel dos Milagres (AL)";"282989,1"
"2708808";"São Sebastião (AL)";"611062,1"
"2708907";"Satuba (AL)";"299423,7"
"2708956";"Senador Rui Palmeira (AL)";"121207,9"
"2709004";"Tanque d'Arca (AL)";"87853,1"
"2709103";"Taquarana (AL)";"392585,1"
"2709152";"Teotônio Vilela (AL)";"807896,8"
"2709202";"Traipu (AL)";"276306,1"
"2709301";"União dos Palmares (AL)";"1432363,2"
"2709400";"Viçosa (AL)";"503851,8"
"2800100";"Amparo do São Francisco (SE)";"39348,4"
"2800209";"Aquidabã (SE)";"293234,4"
"2800308";"Aracaju (SE)";"20604498,2"
"2800407";"Arauá (SE)";"153674,5"
"2800506";"Areia Branca (SE)";"282928,5"
"2800605";"Barra dos Coqueiros (SE)";"2283499,2"
"2800670";"Boquim (SE)";"365383,4"
