ANO,AGREGACAO,CODIGO,NOME,IDHM,IDHM_L,IDHM_E,IDHM_R,IDHMAD,IDHMAD_L,IDHMAD_E,IDHMAD_R,IDHMAD_PERDA,IDHMAD_L_PERDA,IDHMAD_E_PERDA,IDHMAD_R_PERDA,ESPVIDA,T_FREQ5A6,T_FUND11A13,T_FUND15A17,T_MED18A20,T_FUND18M,ANOSEST,RDPC,GINI,THEIL
2016,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.748,0.802,0.718,0.728,0.562,0.709,0.582,0.43,25.0,11.6,19.0,41.0,73.12,97.06,91.54,64.38,47.55,65.7,9.47,743.96,0.562,0.573
2016,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.766,0.813,0.758,0.73,0.577,0.733,0.625,0.42,24.6,9.8,17.5,42.4,73.75,99.32,90.89,67.92,51.02,72.78,9.8,752.06,0.598,0.633
2016,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.73,0.802,0.693,0.7,0.559,0.711,0.556,0.443,23.4,11.4,19.8,36.7,73.14,90.52,90.17,54.56,50.03,65.58,9.2,623.42,0.518,0.466
2016,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.753,0.805,0.712,0.746,0.556,0.716,0.595,0.403,26.2,11.0,16.4,46.0,73.3,92.71,81.76,61.88,47.65,71.65,10.14,827.94,0.582,0.617
2016,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.762,0.789,0.758,0.741,0.591,0.686,0.656,0.459,22.4,13.0,13.5,38.0,72.33,98.66,90.0,58.26,56.95,75.39,10.36,804.46,0.563,0.571
2016,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.804,0.868,0.784,0.765,0.649,0.797,0.695,0.494,19.3,8.2,11.3,35.4,77.05,94.64,96.45,72.94,61.76,72.68,10.14,932.59,0.52,0.469
2016,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.808,0.917,0.769,0.749,0.64,0.856,0.657,0.466,20.9,6.7,14.6,37.8,80.0,95.61,90.72,68.04,56.33,75.29,10.13,846.16,0.535,0.5
2016,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.815,0.905,0.773,0.773,0.656,0.844,0.68,0.492,19.4,6.7,12.0,36.3,79.28,96.62,89.67,66.66,56.94,76.81,10.5,982.54,0.536,0.498
2016,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.866,0.925,0.86,0.816,0.702,0.87,0.763,0.521,19.0,6.0,11.3,36.2,80.47,98.05,97.73,87.94,73.73,79.46,10.96,1282.91,0.558,0.552
2016,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.829,0.889,0.817,0.785,0.682,0.828,0.689,0.557,17.7,6.9,15.7,29.0,78.33,96.33,96.77,78.45,63.2,77.77,10.19,1058.91,0.482,0.393
2016,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.844,0.897,0.828,0.809,0.709,0.834,0.727,0.587,16.0,7.0,12.2,27.4,78.79,98.61,98.5,68.65,71.13,80.13,10.86,1226.85,0.454,0.354
2016,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.799,0.875,0.739,0.79,0.658,0.809,0.659,0.535,17.6,7.5,10.8,32.3,77.5,88.04,93.85,60.79,54.19,73.27,10.4,1091.71,0.51,0.448
2016,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.797,0.813,0.837,0.743,0.634,0.719,0.688,0.516,20.4,11.6,17.8,30.6,73.79,95.46,97.66,83.08,68.48,78.76,10.08,814.86,0.481,0.396
2016,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.783,0.815,0.784,0.751,0.62,0.726,0.649,0.506,20.8,10.9,17.2,32.6,73.88,93.03,95.66,74.1,61.9,73.0,9.84,856.0,0.492,0.417
2017,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.756,0.771,0.788,0.71,0.571,0.673,0.693,0.4,24.4,12.7,12.1,43.6,71.23,94.13,92.45,74.0,56.95,77.48,10.62,662.64,0.592,0.623
2017,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.752,0.822,0.73,0.708,0.602,0.74,0.644,0.457,20.0,10.0,11.8,35.4,74.32,94.44,87.98,58.54,46.7,75.09,10.32,653.74,0.529,0.492
2017,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.739,0.807,0.713,0.701,0.552,0.69,0.595,0.409,25.3,14.5,16.5,41.6,73.39,77.7,86.38,64.75,53.19,72.82,10.04,626.28,0.591,0.629
2017,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.744,0.752,0.825,0.664,0.577,0.65,0.711,0.415,22.5,13.5,13.8,37.5,70.09,98.06,92.18,77.01,66.67,80.62,10.34,496.86,0.499,0.429
2017,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.744,0.787,0.749,0.699,0.576,0.695,0.607,0.452,22.7,11.7,18.9,35.4,72.22,98.01,94.26,66.26,61.93,65.56,9.21,619.15,0.518,0.475
2017,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.754,0.79,0.754,0.72,0.583,0.697,0.634,0.449,22.6,11.8,15.9,37.6,72.42,98.04,94.31,65.31,54.88,70.15,9.72,706.45,0.55,0.537
2017,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.749,0.837,0.707,0.709,0.572,0.75,0.594,0.42,23.6,10.4,16.0,40.8,75.24,98.28,91.76,53.71,47.24,66.89,9.65,661.47,0.538,0.526
2017,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.768,0.807,0.751,0.746,0.586,0.717,0.604,0.464,23.7,11.2,19.6,37.8,73.44,96.44,93.74,67.82,58.66,67.35,9.63,827.98,0.564,0.563
2017,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.763,0.819,0.756,0.718,0.591,0.74,0.646,0.432,22.6,9.6,14.5,39.9,74.16,98.4,92.36,67.2,57.67,69.34,9.85,696.58,0.569,0.577
2017,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.726,0.808,0.691,0.686,0.556,0.718,0.553,0.433,23.4,11.1,20.0,36.9,73.5,90.44,86.68,63.92,48.41,62.88,9.0,572.6,0.521,0.473
2017,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.752,0.809,0.733,0.717,0.565,0.722,0.623,0.402,24.8,10.7,15.0,44.0,73.56,96.94,92.02,59.02,49.77,71.07,10.1,693.68,0.552,0.57
2017,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.767,0.793,0.734,0.775,0.579,0.691,0.644,0.437,24.4,12.8,12.3,43.6,72.58,96.01,89.86,55.59,49.6,74.46,10.52,996.72,0.634,0.751
2017,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.813,0.872,0.792,0.777,0.657,0.802,0.709,0.499,19.1,8.0,10.5,35.8,77.32,96.32,96.79,74.81,60.09,74.01,10.46,1006.19,0.54,0.513
2017,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.81,0.922,0.76,0.758,0.643,0.865,0.66,0.466,20.6,6.2,13.2,38.5,80.3,96.02,91.14,65.37,52.49,75.38,10.43,894.28,0.539,0.51
2017,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.816,0.909,0.779,0.768,0.658,0.849,0.692,0.485,19.4,6.6,11.2,36.9,79.55,93.84,91.1,69.85,58.43,77.09,10.65,951.89,0.53,0.483
2017,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.86,0.929,0.847,0.807,0.693,0.875,0.756,0.504,19.3,5.8,10.7,37.6,80.74,97.63,95.95,85.54,71.54,78.95,10.97,1214.69,0.564,0.565
2017,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.828,0.894,0.802,0.792,0.668,0.834,0.683,0.523,19.3,6.7,14.8,34.0,78.62,98.19,96.36,79.5,60.35,73.9,10.29,1107.78,0.515,0.458
2017,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.846,0.902,0.828,0.812,0.716,0.839,0.749,0.584,15.4,7.0,9.6,28.1,79.09,91.54,94.85,81.97,70.53,79.01,11.32,1250.56,0.442,0.326
2017,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.808,0.88,0.752,0.797,0.67,0.816,0.678,0.544,17.0,7.3,9.8,31.7,77.77,85.82,95.55,62.71,59.41,73.81,10.56,1143.27,0.512,0.454
2017,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.787,0.817,0.808,0.737,0.624,0.725,0.659,0.509,20.7,11.3,18.5,31.0,74.04,99.14,95.11,80.3,53.77,78.32,10.21,787.25,0.486,0.403
2017,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.79,0.818,0.781,0.772,0.641,0.733,0.678,0.531,18.8,10.4,13.2,31.2,74.05,92.51,96.21,73.83,64.39,71.25,10.27,977.44,0.497,0.428
2018,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.746,0.775,0.776,0.69,0.58,0.677,0.686,0.42,22.3,12.7,11.6,39.2,71.47,92.32,92.46,71.1,57.28,76.24,10.67,587.19,0.531,0.505
2018,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.783,0.825,0.781,0.745,0.603,0.743,0.698,0.423,22.9,9.9,10.6,43.2,74.51,93.12,93.75,71.2,59.4,75.73,10.65,826.2,0.597,0.638
2018,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.756,0.811,0.776,0.687,0.563,0.693,0.65,0.396,25.5,14.5,16.2,42.4,73.65,90.54,91.07,71.43,61.44,75.57,10.34,573.45,0.545,0.538
2018,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.752,0.756,0.824,0.682,0.578,0.656,0.729,0.404,23.1,13.2,11.5,40.8,70.38,99.37,92.45,73.95,67.44,80.67,10.75,558.65,0.526,0.48
2018,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.743,0.79,0.749,0.692,0.568,0.699,0.613,0.428,23.5,11.5,18.1,38.2,72.4,97.45,96.12,64.42,61.01,66.1,9.25,594.56,0.514,0.485
2018,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.763,0.794,0.775,0.722,0.589,0.703,0.646,0.449,22.9,11.5,16.6,37.8,72.65,99.22,94.94,73.18,58.13,70.22,9.72,714.66,0.55,0.539
2018,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.769,0.841,0.734,0.738,0.588,0.754,0.625,0.432,23.5,10.4,14.8,41.4,75.46,98.87,92.52,52.09,55.93,70.49,10.21,791.35,0.535,0.553
2018,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.759,0.813,0.73,0.738,0.556,0.725,0.588,0.404,26.7,10.8,19.4,45.3,73.75,92.78,89.02,58.62,62.68,67.63,9.7,788.3,0.591,0.659
2018,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.773,0.826,0.789,0.708,0.6,0.75,0.676,0.425,22.4,9.2,14.3,40.0,74.54,97.48,93.16,67.03,69.99,73.13,10.2,656.84,0.544,0.53
2018,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.734,0.814,0.704,0.691,0.551,0.726,0.56,0.412,24.9,10.8,20.4,40.4,73.85,90.06,90.1,62.58,54.68,63.06,9.17,589.13,0.525,0.477
2018,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.765,0.814,0.749,0.734,0.569,0.731,0.647,0.39,25.5,10.2,13.6,46.8,73.82,96.99,91.88,53.91,60.3,73.0,10.44,772.86,0.584,0.628
2018,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.77,0.797,0.77,0.745,0.596,0.697,0.685,0.443,22.7,12.5,11.0,40.6,72.82,99.02,91.5,60.29,57.23,77.02,10.86,824.78,0.55,0.54
2018,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.814,0.876,0.796,0.773,0.663,0.808,0.71,0.507,18.6,7.8,10.8,34.4,77.57,98.77,95.61,74.6,60.54,74.4,10.51,979.12,0.521,0.465
2018,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.821,0.926,0.776,0.769,0.659,0.869,0.686,0.481,19.7,6.2,11.6,37.5,80.58,98.38,92.65,66.87,56.15,75.7,10.55,955.18,0.541,0.517
2018,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.83,0.914,0.796,0.786,0.665,0.855,0.721,0.477,19.9,6.5,9.4,39.3,79.82,96.58,92.64,69.92,61.75,78.4,11.03,1066.31,0.555,0.537
2018,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.862,0.933,0.84,0.817,0.697,0.88,0.756,0.508,19.2,5.7,10.0,37.8,80.99,97.92,95.22,84.75,70.24,78.23,11.02,1289.93,0.579,0.602
2018,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.831,0.898,0.806,0.794,0.673,0.839,0.7,0.52,19.0,6.6,13.1,34.5,78.9,99.0,96.88,71.51,70.39,73.53,10.46,1116.05,0.512,0.464
2018,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.855,0.907,0.839,0.82,0.723,0.846,0.761,0.586,15.4,6.7,9.3,28.5,79.39,98.43,97.81,72.08,71.24,81.95,11.65,1312.95,0.451,0.338
2018,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.806,0.884,0.745,0.796,0.662,0.82,0.679,0.521,17.9,7.2,8.9,34.5,78.03,84.42,95.09,64.68,55.65,73.6,10.58,1129.83,0.525,0.482
2018,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.805,0.822,0.822,0.772,0.642,0.729,0.72,0.503,20.3,11.3,12.4,34.8,74.29,96.39,95.26,81.71,66.74,76.91,10.88,974.61,0.509,0.454
2018,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.798,0.82,0.802,0.772,0.651,0.735,0.706,0.532,18.4,10.4,12.0,31.1,74.22,93.97,98.01,74.57,64.57,75.31,10.52,975.95,0.464,0.36
2019,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.752,0.778,0.789,0.693,0.58,0.682,0.705,0.405,22.9,12.3,10.6,41.6,71.7,92.01,94.21,71.43,59.31,78.41,10.86,595.13,0.562,0.572
2019,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.769,0.828,0.768,0.716,0.599,0.747,0.682,0.422,22.1,9.8,11.2,41.0,74.69,92.97,93.24,66.9,56.63,75.62,10.51,690.56,0.549,0.54
2019,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.748,0.815,0.751,0.683,0.575,0.699,0.632,0.43,23.1,14.2,15.9,37.1,73.89,74.27,94.52,65.89,62.09,76.81,10.26,559.94,0.51,0.454
2019,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.755,0.761,0.839,0.675,0.592,0.663,0.741,0.422,21.7,12.9,11.7,37.5,70.67,97.32,91.93,81.1,72.23,80.53,10.65,534.52,0.505,0.458
2019,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.759,0.793,0.785,0.702,0.576,0.703,0.632,0.43,24.1,11.3,19.5,38.8,72.59,100.0,97.56,74.28,68.77,66.6,9.31,632.06,0.516,0.489
2019,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.772,0.798,0.788,0.732,0.594,0.708,0.663,0.447,23.1,11.3,15.9,39.0,72.88,99.14,94.56,75.99,62.29,71.03,9.89,761.47,0.57,0.591
2019,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.776,0.845,0.734,0.752,0.584,0.761,0.618,0.424,24.6,9.9,15.8,43.6,75.67,99.1,95.25,50.87,51.91,71.45,10.32,861.43,0.559,0.593
2019,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.753,0.817,0.713,0.734,0.548,0.731,0.574,0.393,27.2,10.5,19.5,46.5,74.04,92.37,94.08,56.56,53.03,66.33,9.64,769.36,0.595,0.666
2019,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.782,0.832,0.791,0.728,0.592,0.756,0.683,0.402,24.3,9.1,13.6,44.8,74.9,97.7,91.9,74.51,62.21,74.17,10.35,742.5,0.59,0.622
2019,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.734,0.82,0.699,0.689,0.571,0.736,0.573,0.441,22.2,10.2,18.0,36.0,74.2,93.46,93.21,64.15,44.88,62.49,9.18,583.84,0.504,0.435
2019,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.766,0.818,0.738,0.744,0.577,0.735,0.647,0.403,24.8,10.2,12.3,45.9,74.06,97.0,90.65,56.47,48.55,74.93,10.69,818.04,0.587,0.631
2019,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.782,0.801,0.786,0.76,0.603,0.702,0.7,0.446,22.9,12.3,10.9,41.3,73.04,100.0,97.19,61.51,55.75,78.51,11.05,908.22,0.577,0.608
2019,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.816,0.88,0.807,0.765,0.663,0.813,0.718,0.5,18.7,7.6,11.0,34.6,77.81,99.61,98.3,76.72,63.58,73.38,10.39,934.82,0.51,0.455
2019,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.822,0.931,0.767,0.778,0.661,0.876,0.683,0.482,19.6,5.9,10.9,38.1,80.85,98.13,94.54,59.53,59.8,74.29,10.7,1016.04,0.552,0.548
2019,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.835,0.918,0.793,0.799,0.664,0.861,0.714,0.476,20.5,6.2,10.0,40.4,80.08,94.91,91.3,71.58,60.42,78.82,11.11,1155.21,0.564,0.572
2019,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.869,0.937,0.862,0.813,0.707,0.885,0.778,0.514,18.6,5.5,9.8,36.8,81.22,98.86,96.98,83.36,80.03,79.28,11.02,1260.37,0.567,0.572
2019,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.842,0.903,0.82,0.806,0.7,0.845,0.734,0.553,16.9,6.4,10.5,31.4,79.17,96.26,97.22,73.65,70.81,77.28,10.91,1208.74,0.506,0.441
2019,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.865,0.911,0.853,0.834,0.738,0.854,0.785,0.6,14.7,6.3,8.0,28.1,79.67,94.3,97.05,81.74,72.42,83.21,11.71,1436.47,0.47,0.382
2019,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.814,0.888,0.752,0.807,0.674,0.825,0.685,0.541,17.2,7.1,8.9,33.0,78.29,92.82,91.6,65.04,50.78,75.29,10.81,1211.2,0.51,0.448
2019,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.802,0.826,0.818,0.763,0.649,0.735,0.721,0.517,19.0,11.0,11.9,32.3,74.53,93.0,97.59,77.55,67.86,77.47,10.7,924.43,0.518,0.473
2019,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.795,0.823,0.805,0.757,0.652,0.739,0.703,0.534,17.9,10.2,12.7,29.5,74.4,86.67,98.45,78.75,70.45,74.6,10.48,887.93,0.458,0.357
2020,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.748,0.751,0.808,0.691,0.591,0.654,0.732,0.431,21.0,12.9,9.4,37.6,70.05,86.55,95.62,72.5,68.02,80.96,11.08,590.1,0.524,0.47
2020,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.765,0.803,0.774,0.72,0.615,0.721,0.692,0.466,19.6,10.2,10.6,35.3,73.15,93.18,93.93,68.74,55.68,76.3,10.65,706.97,0.512,0.447
2020,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.733,0.788,0.737,0.678,0.569,0.671,0.635,0.433,22.3,14.8,13.9,36.1,72.26,71.08,93.63,69.42,56.32,75.95,10.5,543.0,0.499,0.446
2020,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.741,0.733,0.828,0.671,0.591,0.634,0.745,0.437,20.3,13.5,10.0,34.9,68.98,95.44,83.28,79.08,73.15,83.12,10.97,520.38,0.485,0.401
2020,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.749,0.765,0.804,0.682,0.586,0.673,0.659,0.453,21.7,12.0,18.0,33.6,70.92,100.0,93.96,80.85,70.64,69.68,9.68,556.49,0.471,0.403
2020,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.776,0.771,0.82,0.74,0.599,0.68,0.705,0.449,22.8,11.8,14.0,39.3,71.25,96.88,96.03,79.24,71.14,74.86,10.45,798.25,0.559,0.554
2020,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.78,0.819,0.771,0.751,0.607,0.729,0.668,0.46,22.2,11.0,13.4,38.8,74.15,93.02,95.99,69.94,55.64,74.16,10.78,858.5,0.532,0.508
2020,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.743,0.792,0.723,0.716,0.558,0.703,0.595,0.416,24.8,11.2,17.7,41.9,72.54,81.63,92.9,73.03,48.03,69.3,9.9,688.44,0.566,0.566
2020,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.775,0.809,0.811,0.709,0.609,0.731,0.725,0.427,21.4,9.7,10.6,39.8,73.52,95.17,95.37,73.04,69.21,77.04,10.73,660.3,0.549,0.512
2020,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.724,0.795,0.685,0.697,0.561,0.708,0.564,0.443,22.5,10.9,17.6,36.5,72.72,85.72,93.5,54.47,46.52,65.51,9.59,610.5,0.525,0.473
2020,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.765,0.792,0.769,0.736,0.6,0.708,0.678,0.451,21.5,10.6,11.8,38.7,72.54,92.17,95.62,67.63,51.48,77.15,10.95,781.38,0.538,0.515
2020,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.772,0.773,0.786,0.756,0.583,0.673,0.703,0.418,24.5,13.0,10.6,44.7,71.39,91.32,90.11,71.4,58.49,80.18,11.22,883.03,0.594,0.639
2020,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.809,0.858,0.811,0.76,0.667,0.789,0.731,0.515,17.5,8.1,9.9,32.3,76.46,93.86,97.89,79.0,66.32,75.1,10.59,903.88,0.494,0.415
2020,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.817,0.912,0.785,0.762,0.653,0.855,0.7,0.466,20.0,6.2,10.8,38.8,79.71,89.91,95.86,68.94,66.31,75.14,10.83,914.77,0.526,0.48
2020,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.826,0.898,0.799,0.786,0.658,0.839,0.729,0.465,20.4,6.6,8.8,40.9,78.89,85.4,95.54,76.4,61.11,80.49,11.31,1063.03,0.565,0.547
2020,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.859,0.918,0.86,0.803,0.689,0.863,0.779,0.487,19.8,6.0,9.4,39.4,80.09,92.67,98.1,82.82,81.12,80.89,11.25,1186.32,0.57,0.568
2020,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.835,0.883,0.84,0.784,0.689,0.824,0.749,0.53,17.4,6.7,10.8,32.4,77.96,91.36,96.07,85.15,75.52,78.17,10.99,1052.65,0.483,0.382
2020,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.85,0.891,0.843,0.818,0.727,0.83,0.778,0.594,14.5,6.8,7.7,27.4,78.48,96.17,95.03,75.78,67.61,85.77,11.97,1299.63,0.468,0.374
2020,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.802,0.867,0.746,0.797,0.665,0.8,0.681,0.54,17.1,7.7,8.7,32.3,76.99,80.46,92.55,66.5,55.55,76.34,10.91,1138.78,0.507,0.433
2020,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.776,0.8,0.77,0.759,0.627,0.708,0.688,0.505,19.3,11.5,10.6,33.5,73.0,88.87,94.48,72.01,50.55,78.01,11.06,897.57,0.548,0.524
2020,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.785,0.797,0.819,0.742,0.646,0.709,0.729,0.522,17.8,11.1,11.0,29.7,72.81,94.43,96.71,76.86,71.57,76.2,10.71,808.33,0.453,0.333
2021,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.711,0.709,0.758,0.67,0.551,0.61,0.688,0.398,22.6,14.0,9.3,40.6,67.53,71.89,93.56,71.12,56.9,80.9,11.05,517.88,0.535,0.51
2021,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.745,0.764,0.76,0.711,0.573,0.678,0.694,0.399,23.1,11.2,8.7,43.9,70.83,87.7,93.89,62.19,53.0,79.79,11.18,667.22,0.582,0.612
2021,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.695,0.749,0.668,0.671,0.527,0.629,0.569,0.409,24.1,16.0,14.8,39.0,69.93,56.52,93.14,56.05,44.66,76.03,10.68,521.29,0.516,0.45
2021,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.719,0.689,0.811,0.665,0.552,0.59,0.72,0.395,23.3,14.3,11.2,40.6,66.34,86.71,96.17,74.73,64.65,82.07,10.87,502.51,0.528,0.486
2021,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.721,0.724,0.765,0.676,0.559,0.629,0.627,0.442,22.5,13.1,18.1,34.6,68.41,97.87,93.21,63.88,66.05,69.31,9.63,536.33,0.479,0.421
2021,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.745,0.729,0.8,0.709,0.571,0.636,0.687,0.427,23.3,12.7,14.1,39.8,68.75,92.68,95.19,73.93,68.89,74.83,10.15,660.94,0.545,0.53
2021,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.743,0.781,0.699,0.752,0.552,0.69,0.592,0.411,25.7,11.6,15.3,45.3,71.85,77.62,93.95,58.64,42.82,73.16,10.51,862.56,0.588,0.655
2021,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.725,0.754,0.72,0.703,0.544,0.664,0.593,0.408,25.0,11.9,17.6,41.9,70.22,78.58,87.02,66.71,60.61,69.83,9.85,633.81,0.589,0.625
2021,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.746,0.773,0.782,0.688,0.56,0.693,0.675,0.375,25.0,10.4,13.7,45.5,71.36,85.24,95.18,71.51,65.19,76.11,10.34,578.34,0.581,0.615
2021,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.717,0.758,0.712,0.682,0.546,0.67,0.591,0.411,23.8,11.6,17.0,39.7,70.49,81.93,93.33,63.4,49.12,69.74,9.81,558.07,0.537,0.512
2021,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.739,0.753,0.746,0.719,0.555,0.666,0.659,0.389,24.9,11.5,11.6,45.9,70.16,78.25,95.53,56.58,63.91,76.53,10.62,700.58,0.605,0.663
2021,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.727,0.732,0.734,0.716,0.548,0.633,0.663,0.392,24.7,13.5,9.7,45.3,68.9,74.63,90.16,64.94,47.51,82.52,11.15,689.88,0.582,0.613
2021,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.797,0.824,0.801,0.767,0.644,0.752,0.727,0.489,19.2,8.7,9.3,36.3,74.41,92.17,98.99,66.38,67.21,77.87,11.0,948.38,0.525,0.494
2021,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.796,0.883,0.769,0.743,0.631,0.824,0.69,0.442,20.7,6.7,10.3,40.5,77.99,93.73,93.89,64.04,56.54,76.61,10.86,814.58,0.54,0.519
