ANO,AGREGACAO,CODIGO,NOME,IDHM,IDHM_L,IDHM_E,IDHM_R,IDHMAD,IDHMAD_L,IDHMAD_E,IDHMAD_R,IDHMAD_PERDA,IDHMAD_L_PERDA,IDHMAD_E_PERDA,IDHMAD_R_PERDA,ESPVIDA,T_FREQ5A6,T_FUND11A13,T_FUND15A17,T_MED18A20,T_FUND18M,ANOSEST,RDPC,GINI,THEIL
2021,UF,14.0,Roraima,0.699,0.745,0.673,0.68,0.519,0.653,0.568,0.376,25.8,12.4,15.6,44.7,69.71,64.24,81.28,57.02,51.6,75.49,10.47,549.54,0.596,0.609
2021,UF,15.0,Pará,0.69,0.744,0.686,0.645,0.527,0.655,0.569,0.392,23.7,12.0,17.0,39.2,69.62,87.08,89.93,56.61,49.06,64.68,9.15,442.82,0.529,0.503
2021,UF,16.0,Amapá,0.688,0.778,0.647,0.648,0.523,0.659,0.558,0.388,24.1,15.3,13.8,40.1,71.7,65.89,93.66,38.03,44.77,73.59,10.35,451.27,0.529,0.467
2021,UF,17.0,Tocantins,0.731,0.779,0.732,0.684,0.568,0.689,0.58,0.458,22.2,11.5,20.7,33.0,71.74,81.91,91.77,75.71,57.33,66.68,9.32,564.61,0.513,0.463
2021,UF,21.0,Maranhão,0.676,0.715,0.716,0.603,0.493,0.619,0.546,0.354,27.1,13.4,23.7,41.3,67.9,91.56,95.11,67.08,54.17,61.82,8.32,341.32,0.53,0.503
2021,UF,22.0,Piauí,0.69,0.726,0.698,0.649,0.509,0.633,0.527,0.395,26.3,12.8,24.5,39.1,68.57,96.79,91.05,62.4,57.19,57.44,8.09,452.75,0.516,0.499
2021,UF,23.0,Ceará,0.734,0.784,0.766,0.658,0.543,0.702,0.597,0.383,26.0,10.5,22.1,41.8,72.02,95.26,95.99,75.89,67.14,64.41,8.73,480.55,0.549,0.558
2021,UF,24.0,Rio Grande do Norte,0.728,0.819,0.68,0.692,0.537,0.736,0.55,0.383,26.2,10.1,19.1,44.7,74.16,88.07,93.57,56.43,43.08,63.64,9.19,593.46,0.587,0.639
2021,UF,25.0,Paraíba,0.698,0.779,0.669,0.653,0.514,0.694,0.506,0.386,26.4,10.9,24.4,40.9,71.72,87.1,91.54,60.64,50.08,57.26,8.16,465.74,0.562,0.563
2021,UF,26.0,Pernambuco,0.719,0.797,0.721,0.647,0.53,0.72,0.571,0.362,26.3,9.6,20.8,44.0,72.83,85.84,93.23,68.11,59.16,64.02,8.92,447.97,0.579,0.609
2021,UF,27.0,Alagoas,0.684,0.748,0.679,0.63,0.505,0.657,0.517,0.38,26.1,12.2,23.9,39.7,69.87,86.52,94.51,62.01,46.15,59.88,8.44,404.28,0.526,0.492
2021,UF,28.0,Sergipe,0.702,0.764,0.684,0.662,0.522,0.68,0.551,0.38,25.6,11.0,19.5,42.6,70.85,88.2,92.63,56.31,49.05,62.46,8.79,492.78,0.568,0.591
2021,UF,29.0,Bahia,0.691,0.772,0.659,0.648,0.507,0.68,0.502,0.382,26.6,11.9,23.8,41.1,71.34,85.01,86.0,56.4,44.82,61.7,8.53,451.59,0.546,0.536
2021,UF,31.0,Minas Gerais,0.774,0.846,0.762,0.718,0.625,0.777,0.656,0.478,19.2,8.1,13.9,33.4,75.75,89.94,98.06,73.63,64.43,66.47,9.57,699.24,0.487,0.423
2021,UF,32.0,Espírito Santo,0.771,0.864,0.742,0.715,0.611,0.798,0.634,0.45,20.8,7.6,14.6,37.1,76.86,93.98,95.12,65.69,53.64,68.68,9.85,684.63,0.508,0.452
2021,UF,33.0,Rio de Janeiro,0.762,0.769,0.758,0.759,0.592,0.696,0.681,0.438,22.3,9.5,10.2,42.3,71.12,82.37,90.65,68.81,57.6,77.62,11.04,901.42,0.565,0.549
2021,UF,35.0,São Paulo,0.806,0.81,0.839,0.771,0.654,0.744,0.752,0.5,18.9,8.2,10.4,35.2,73.61,90.78,97.37,82.19,77.13,78.28,10.92,971.82,0.533,0.495
2021,UF,41.0,Paraná,0.769,0.785,0.78,0.744,0.628,0.718,0.676,0.51,18.4,8.5,13.3,31.4,72.11,91.56,96.05,75.09,65.52,70.37,10.12,817.79,0.475,0.382
2021,UF,42.0,Santa Catarina,0.792,0.827,0.79,0.759,0.67,0.762,0.698,0.565,15.4,7.8,11.6,25.6,74.6,91.16,93.3,78.58,63.51,73.96,10.27,901.2,0.424,0.302
2021,UF,43.0,Rio Grande do Sul,0.771,0.797,0.75,0.767,0.642,0.731,0.674,0.536,16.8,8.3,10.1,30.1,72.84,89.48,94.92,68.96,55.33,70.79,10.35,944.53,0.468,0.38
2021,UF,50.0,Mato Grosso do Sul,0.742,0.751,0.741,0.733,0.595,0.666,0.635,0.497,19.8,11.3,14.3,32.2,70.03,89.76,95.26,65.92,58.01,68.35,9.94,767.68,0.496,0.429
2021,UF,51.0,Mato Grosso,0.736,0.73,0.758,0.72,0.588,0.635,0.638,0.503,20.0,13.0,15.8,30.2,68.77,85.54,96.1,74.27,58.18,70.58,9.83,707.48,0.461,0.363
2021,UF,52.0,Goiás,0.737,0.721,0.778,0.714,0.591,0.634,0.658,0.496,19.8,12.1,15.4,30.6,68.28,86.44,95.82,78.63,66.11,70.38,9.85,679.62,0.467,0.367
2021,UF,53.0,Distrito Federal,0.814,0.803,0.817,0.821,0.637,0.729,0.745,0.475,21.7,9.2,8.8,42.1,73.16,83.26,93.21,76.76,66.01,85.65,12.2,1326.87,0.566,0.589
2012,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.722,0.749,0.695,0.722,0.549,0.64,0.598,0.433,23.9,14.5,14.0,40.0,69.91,88.38,88.11,56.88,43.62,70.0,9.76,715.3,0.581,0.587
2012,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.732,0.806,0.695,0.7,0.579,0.717,0.603,0.448,20.9,11.0,13.2,36.0,73.33,91.24,87.61,54.82,42.84,70.42,9.63,623.75,0.507,0.449
2012,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.718,0.782,0.684,0.691,0.55,0.662,0.569,0.441,23.4,15.4,16.8,36.2,71.93,76.08,80.37,62.24,49.3,71.39,9.61,588.96,0.531,0.49
2012,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.729,0.726,0.794,0.673,0.572,0.611,0.683,0.448,21.6,15.8,14.0,33.5,68.53,96.89,88.36,74.44,59.88,78.39,9.98,525.78,0.48,0.388
2012,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.707,0.771,0.691,0.663,0.546,0.672,0.548,0.442,22.8,12.9,20.7,33.4,71.25,98.36,88.86,61.54,43.87,61.55,8.34,495.0,0.485,0.405
2012,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.732,0.769,0.721,0.706,0.55,0.664,0.578,0.433,24.9,13.7,19.8,38.7,71.14,97.25,85.67,63.43,53.41,66.76,9.0,645.49,0.543,0.511
2012,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.723,0.815,0.667,0.694,0.554,0.714,0.539,0.443,23.3,12.4,19.2,36.2,73.89,95.36,85.61,47.29,48.4,61.9,8.73,600.98,0.525,0.495
2012,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.707,0.779,0.647,0.7,0.518,0.675,0.501,0.412,26.6,13.3,22.6,41.1,71.74,94.66,83.89,57.97,39.01,57.02,8.35,621.96,0.548,0.54
2012,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.738,0.782,0.699,0.735,0.552,0.692,0.584,0.416,25.2,11.5,16.5,43.4,71.89,97.38,85.96,57.35,47.32,65.83,9.54,775.71,0.593,0.636
2012,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.714,0.776,0.685,0.686,0.541,0.668,0.533,0.445,24.2,13.9,22.2,35.1,71.54,95.77,86.99,54.98,46.58,63.56,8.79,572.88,0.519,0.461
2012,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.752,0.786,0.724,0.746,0.563,0.689,0.607,0.427,25.1,12.4,16.2,42.8,72.17,97.73,80.63,63.19,52.52,70.23,9.84,828.72,0.569,0.565
2012,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.746,0.771,0.708,0.761,0.564,0.66,0.616,0.441,24.5,14.4,13.0,42.1,71.26,94.74,87.93,48.18,48.59,72.52,10.05,908.75,0.59,0.623
2012,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.792,0.848,0.751,0.781,0.641,0.768,0.653,0.525,19.1,9.4,13.0,32.8,75.9,90.98,92.24,71.11,58.27,69.38,9.74,1030.47,0.527,0.478
2012,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.79,0.894,0.728,0.758,0.642,0.828,0.622,0.513,18.8,7.4,14.5,32.3,78.64,92.17,79.34,65.36,57.17,71.41,9.78,896.02,0.494,0.417
2012,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.784,0.884,0.715,0.761,0.627,0.819,0.623,0.484,19.9,7.4,12.9,36.4,78.05,92.35,82.7,61.49,48.39,71.98,9.95,913.04,0.534,0.492
2012,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.834,0.904,0.808,0.795,0.68,0.843,0.701,0.531,18.5,6.7,13.2,33.2,79.26,94.25,94.7,80.6,67.76,74.13,10.18,1123.03,0.528,0.473
2012,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.801,0.868,0.752,0.787,0.658,0.8,0.649,0.549,17.8,7.8,13.7,30.2,77.07,88.88,91.18,73.02,55.03,71.72,9.9,1070.92,0.483,0.395
2012,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.819,0.873,0.787,0.8,0.687,0.805,0.687,0.586,16.2,7.8,12.7,26.8,77.4,95.52,93.88,75.05,65.75,71.43,10.15,1160.89,0.454,0.351
2012,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.78,0.856,0.7,0.791,0.642,0.785,0.62,0.544,17.6,8.3,11.4,31.2,76.33,77.9,85.59,69.21,48.24,69.63,10.08,1097.43,0.511,0.446
2012,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.763,0.795,0.734,0.76,0.607,0.697,0.618,0.518,20.4,12.3,15.8,31.8,72.69,85.08,84.57,76.67,52.41,70.91,9.72,906.26,0.505,0.432
2012,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.769,0.803,0.742,0.764,0.624,0.709,0.638,0.536,18.9,11.7,14.0,29.8,73.15,80.49,92.69,77.79,54.56,69.9,9.71,926.11,0.484,0.39
2013,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.73,0.753,0.717,0.722,0.569,0.648,0.621,0.457,22.2,14.0,13.4,36.7,70.19,89.58,88.98,63.18,44.76,72.03,9.93,713.49,0.573,0.564
2013,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.739,0.809,0.698,0.716,0.587,0.721,0.614,0.458,20.5,10.9,12.0,36.0,73.54,93.35,87.96,54.1,39.62,71.93,9.84,690.04,0.528,0.48
2013,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.747,0.787,0.746,0.711,0.578,0.671,0.622,0.463,22.7,14.8,16.6,34.9,72.24,87.63,87.06,70.26,55.52,73.67,9.89,666.74,0.512,0.452
2013,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.734,0.731,0.825,0.655,0.584,0.617,0.714,0.451,20.5,15.6,13.5,31.1,68.85,96.45,92.58,79.28,66.34,80.11,10.2,471.33,0.452,0.348
2013,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.732,0.774,0.711,0.714,0.559,0.676,0.558,0.462,23.7,12.6,21.5,35.3,71.44,99.68,92.12,64.12,45.41,63.45,8.74,680.56,0.545,0.522
2013,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.731,0.774,0.71,0.71,0.558,0.673,0.574,0.45,23.6,13.1,19.2,36.6,71.41,97.01,80.69,61.2,52.7,67.39,9.09,662.27,0.526,0.486
2013,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.742,0.82,0.694,0.718,0.575,0.723,0.564,0.467,22.5,11.8,18.8,35.0,74.18,95.88,86.99,59.02,49.67,62.95,8.95,696.96,0.515,0.466
2013,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.728,0.785,0.686,0.716,0.54,0.684,0.536,0.429,25.8,12.9,21.8,40.1,72.11,94.78,86.43,64.15,45.93,60.84,8.72,686.99,0.557,0.54
2013,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.756,0.79,0.729,0.749,0.568,0.703,0.608,0.428,24.9,11.0,16.6,42.9,72.39,97.19,85.47,60.95,55.94,69.04,9.59,844.73,0.591,0.628
2013,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.701,0.783,0.647,0.68,0.535,0.68,0.505,0.446,23.7,13.2,21.9,34.4,71.95,88.52,81.09,50.89,44.88,61.53,8.6,551.09,0.5,0.43
2013,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.748,0.791,0.706,0.748,0.564,0.694,0.579,0.447,24.6,12.3,18.0,40.3,72.47,96.66,75.55,58.59,48.95,72.07,9.66,838.78,0.586,0.604
2013,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.741,0.776,0.705,0.743,0.578,0.667,0.617,0.468,22.0,14.0,12.5,37.0,71.54,96.65,84.67,53.16,39.66,74.55,10.26,816.34,0.532,0.489
2013,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.798,0.853,0.756,0.787,0.645,0.775,0.664,0.522,19.1,9.1,12.2,33.7,76.2,92.7,95.63,70.47,55.88,69.8,9.9,1069.46,0.524,0.476
2013,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.796,0.9,0.733,0.765,0.636,0.834,0.629,0.49,20.1,7.3,14.2,35.9,79.01,92.5,83.07,66.78,56.64,70.6,9.81,935.99,0.523,0.467
2013,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.792,0.89,0.73,0.766,0.643,0.827,0.644,0.5,18.8,7.1,11.8,34.7,78.37,94.95,84.78,64.71,48.17,72.73,10.1,942.83,0.527,0.478
2013,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.842,0.91,0.815,0.806,0.688,0.85,0.716,0.534,18.4,6.6,12.1,33.7,79.6,95.47,94.68,81.32,67.1,75.57,10.44,1206.91,0.537,0.499
2013,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.812,0.873,0.775,0.791,0.668,0.807,0.663,0.557,17.8,7.6,14.5,29.6,77.4,95.26,95.63,69.56,59.13,72.91,10.0,1097.18,0.481,0.39
2013,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.837,0.879,0.816,0.817,0.704,0.813,0.74,0.58,15.9,7.5,9.3,29.0,77.76,94.3,95.29,85.76,58.45,77.8,10.94,1288.86,0.467,0.363
2013,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.785,0.861,0.708,0.795,0.653,0.792,0.636,0.553,16.8,8.0,10.1,30.4,76.63,79.76,87.95,67.7,51.04,69.27,10.02,1125.62,0.504,0.433
2013,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.785,0.8,0.799,0.757,0.637,0.704,0.674,0.545,18.9,12.0,15.7,28.0,72.98,96.74,89.57,81.2,64.94,73.99,9.99,891.05,0.449,0.358
2013,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.78,0.806,0.759,0.776,0.633,0.713,0.644,0.553,18.8,11.5,15.1,28.8,73.34,89.22,90.05,77.25,61.0,69.33,9.67,997.57,0.483,0.397
2014,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.732,0.758,0.723,0.717,0.568,0.653,0.62,0.452,22.5,13.8,14.3,36.9,70.46,89.38,89.14,60.42,52.92,70.81,9.81,691.67,0.551,0.535
2014,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.734,0.812,0.693,0.704,0.596,0.725,0.613,0.476,18.9,10.7,11.6,32.4,73.74,89.23,88.23,54.99,41.06,71.05,9.79,638.63,0.501,0.435
2014,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.741,0.793,0.728,0.705,0.571,0.676,0.592,0.466,22.9,14.7,18.7,33.9,72.55,86.41,92.77,62.03,49.11,73.12,9.83,643.64,0.518,0.47
2014,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.728,0.736,0.81,0.647,0.584,0.628,0.695,0.457,19.8,14.7,14.2,29.4,69.17,97.87,91.23,77.31,58.87,80.27,9.92,447.28,0.432,0.336
2014,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.74,0.778,0.729,0.714,0.58,0.682,0.59,0.484,21.6,12.3,19.1,32.2,71.65,99.62,90.65,66.22,51.68,65.37,9.0,679.23,0.509,0.457
2014,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.731,0.778,0.712,0.706,0.561,0.679,0.574,0.454,23.2,12.7,19.4,35.7,71.68,96.21,79.69,63.21,52.99,67.59,8.91,646.74,0.522,0.473
2014,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.756,0.824,0.726,0.722,0.582,0.73,0.595,0.455,22.9,11.4,18.0,37.0,74.46,93.99,88.47,63.74,59.63,65.26,9.14,715.5,0.529,0.496
2014,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.727,0.791,0.667,0.727,0.542,0.693,0.533,0.43,25.5,12.4,20.1,40.9,72.46,94.5,86.25,51.49,40.73,63.7,9.13,738.87,0.569,0.587
2014,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.755,0.798,0.72,0.75,0.565,0.714,0.599,0.421,25.2,10.5,16.8,43.9,72.86,97.15,77.41,62.38,52.51,71.23,9.69,852.75,0.594,0.637
2014,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.721,0.789,0.67,0.709,0.54,0.689,0.524,0.436,25.1,12.7,21.8,38.5,72.36,91.52,74.97,57.9,50.61,63.53,8.96,659.84,0.54,0.509
2014,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.759,0.796,0.732,0.749,0.583,0.703,0.621,0.453,23.2,11.7,15.2,39.5,72.76,99.24,85.91,58.47,50.81,72.38,10.08,846.92,0.55,0.536
2014,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.754,0.78,0.719,0.765,0.596,0.675,0.644,0.487,21.0,13.5,10.5,36.4,71.81,97.06,75.83,61.54,45.82,75.66,10.48,933.34,0.541,0.508
2014,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.798,0.858,0.758,0.781,0.65,0.782,0.67,0.523,18.6,8.9,11.6,33.0,76.49,96.64,94.12,71.59,52.51,70.17,10.04,1034.44,0.508,0.444
2014,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.806,0.906,0.744,0.777,0.648,0.843,0.645,0.501,19.6,7.0,13.3,35.5,79.37,91.4,86.33,64.22,57.87,73.21,10.12,1006.07,0.525,0.487
2014,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.803,0.895,0.749,0.772,0.655,0.832,0.662,0.51,18.4,7.0,11.6,33.9,78.69,93.38,86.27,67.44,53.41,74.59,10.22,974.42,0.518,0.455
2014,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.85,0.915,0.827,0.812,0.695,0.856,0.727,0.539,18.3,6.4,12.1,33.6,79.9,94.62,96.03,87.9,67.23,75.73,10.55,1253.92,0.535,0.491
2014,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.818,0.879,0.786,0.792,0.677,0.815,0.67,0.569,17.2,7.3,14.7,28.1,77.72,93.82,91.85,76.17,63.7,73.31,10.08,1106.07,0.469,0.373
2014,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.836,0.885,0.809,0.817,0.705,0.82,0.716,0.596,15.7,7.3,11.5,27.1,78.12,93.07,98.63,83.33,59.69,75.63,10.51,1291.74,0.453,0.349
2014,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.787,0.866,0.702,0.801,0.654,0.798,0.629,0.557,16.9,7.9,10.4,30.5,76.93,79.62,82.9,63.75,52.86,70.96,10.19,1171.43,0.506,0.439
2014,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.787,0.804,0.8,0.757,0.638,0.708,0.674,0.544,19.0,12.0,15.8,28.2,73.26,93.96,75.78,91.04,66.63,76.44,10.09,890.77,0.457,0.351
2014,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.786,0.809,0.781,0.77,0.64,0.718,0.683,0.535,18.6,11.2,12.6,30.5,73.51,91.38,96.3,73.66,62.63,72.66,10.13,965.34,0.467,0.373
2015,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.736,0.762,0.738,0.708,0.569,0.66,0.637,0.439,22.6,13.4,13.7,38.0,70.72,88.81,90.43,64.09,50.04,74.77,10.18,656.47,0.547,0.528
2015,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.745,0.816,0.721,0.702,0.599,0.73,0.631,0.466,19.6,10.5,12.5,33.6,73.94,93.67,88.28,58.51,52.08,70.0,9.6,631.45,0.51,0.451
2015,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.738,0.798,0.706,0.713,0.561,0.68,0.583,0.445,24.0,14.8,17.4,37.6,72.85,80.95,79.49,68.54,48.97,72.79,9.96,674.58,0.534,0.498
2015,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.739,0.742,0.796,0.682,0.575,0.637,0.674,0.443,22.2,14.2,15.3,35.1,69.49,96.36,89.51,72.47,63.3,78.08,10.04,557.58,0.494,0.424
2015,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.745,0.781,0.754,0.702,0.575,0.686,0.602,0.461,22.8,12.1,20.2,34.3,71.84,97.91,90.82,71.54,64.2,65.27,8.86,630.11,0.513,0.456
2015,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.738,0.782,0.728,0.707,0.562,0.686,0.59,0.438,23.9,12.3,18.9,38.1,71.92,92.27,83.71,67.73,58.6,67.56,9.09,653.28,0.534,0.49
2015,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.773,0.829,0.754,0.738,0.604,0.738,0.642,0.465,21.8,11.0,14.8,37.0,74.73,98.69,92.6,66.34,54.86,70.2,9.89,788.83,0.534,0.515
2015,RM_RIDE,25.0,Região Metropolitana de João Pessoa (PB),0.748,0.797,0.709,0.741,0.563,0.701,0.574,0.444,24.7,12.0,19.1,40.1,72.8,90.23,84.62,62.93,55.35,66.4,9.36,805.42,0.576,0.585
2015,RM_RIDE,26.0,Região Metropolitana de Recife (PE),0.768,0.805,0.758,0.743,0.58,0.722,0.638,0.424,24.5,10.3,15.8,43.0,73.32,98.06,82.14,70.21,60.19,72.13,9.99,813.7,0.587,0.612
2015,RM_RIDE,27.0,Região Metropolitana de Maceió (AL),0.707,0.796,0.647,0.685,0.542,0.7,0.518,0.439,23.3,12.0,20.0,35.9,72.76,91.2,72.53,54.83,46.16,61.67,8.77,568.06,0.512,0.453
2015,RM_RIDE,28.0,Região Metropolitana de Aracaju (SE),0.764,0.801,0.748,0.743,0.597,0.71,0.626,0.478,21.9,11.4,16.3,35.7,73.04,98.35,93.26,69.16,44.99,71.56,10.19,814.47,0.543,0.521
2015,RM_RIDE,29.0,Região Metropolitana de Salvador (BA),0.757,0.785,0.738,0.75,0.59,0.679,0.649,0.465,22.2,13.5,12.1,38.0,72.07,98.59,89.84,49.81,53.3,75.65,10.55,853.77,0.534,0.497
2015,RM_RIDE,31.0,Região Metropolitana de Belo Horizonte (MG),0.806,0.863,0.778,0.78,0.662,0.789,0.684,0.538,17.9,8.6,12.1,31.0,76.78,95.15,98.51,74.0,59.61,70.41,9.98,1024.23,0.519,0.461
2015,RM_RIDE,32.0,Região Metropolitana de Grande Vitória (ES),0.806,0.912,0.755,0.76,0.644,0.851,0.654,0.481,20.0,6.7,13.4,36.7,79.7,96.65,89.45,68.96,50.66,73.57,10.13,907.07,0.539,0.508
2015,RM_RIDE,33.0,Região Metropolitana de Rio de Janeiro (RJ),0.809,0.9,0.768,0.767,0.66,0.838,0.682,0.503,18.5,6.9,11.2,34.4,78.99,96.09,87.11,67.51,58.59,75.73,10.33,946.75,0.514,0.45
2015,RM_RIDE,35.0,Região Metropolitana de São Paulo (SP),0.85,0.92,0.832,0.802,0.698,0.863,0.735,0.537,17.9,6.2,11.7,33.1,80.2,96.26,96.22,86.84,68.07,76.42,10.58,1175.49,0.549,0.517
2015,RM_RIDE,41.0,Região Metropolitana de Curitiba (PR),0.815,0.884,0.784,0.781,0.676,0.822,0.674,0.558,17.0,7.0,14.0,28.6,78.03,86.45,93.74,76.78,66.23,73.84,10.22,1035.17,0.452,0.349
2015,RM_RIDE,42.0,Região Metropolitana de Florianópolis (SC),0.839,0.891,0.813,0.816,0.716,0.829,0.734,0.603,14.7,7.0,9.7,26.1,78.46,96.9,94.46,76.17,60.86,79.55,11.15,1282.0,0.441,0.321
2015,RM_RIDE,43.0,Região Metropolitana de Porto Alegre (RS),0.784,0.87,0.706,0.784,0.655,0.802,0.635,0.553,16.4,7.8,10.0,29.5,77.22,84.14,87.58,62.29,46.16,71.79,10.39,1052.64,0.47,0.383
2015,RM_RIDE,51.0,Região Metropolitana de Vale do Rio Cuiabá (MT),0.795,0.809,0.838,0.742,0.646,0.714,0.716,0.527,18.8,11.8,14.5,29.0,73.52,96.17,95.44,86.31,67.61,78.89,10.14,810.87,0.449,0.34
2015,RM_RIDE,52.0,Região Metropolitana de Goiânia (GO),0.783,0.812,0.778,0.76,0.641,0.723,0.676,0.54,18.1,11.0,13.1,29.0,73.7,87.03,95.44,78.17,59.37,73.64,10.12,905.58,0.459,0.354
2016,RM_RIDE,13.0,Região Metropolitana de Manaus (AM),0.739,0.766,0.761,0.691,0.561,0.666,0.643,0.412,24.1,13.1,15.5,40.4,70.98,91.35,88.46,67.89,53.74,77.43,10.16,590.84,0.55,0.527
2016,RM_RIDE,15.0,Região Metropolitana de Belém (PA),0.746,0.819,0.719,0.705,0.598,0.734,0.634,0.459,19.9,10.4,11.8,34.9,74.14,92.07,91.61,55.91,44.62,73.54,10.02,643.46,0.516,0.462
2016,RM_RIDE,16.0,Região Metropolitana de Macapá (AP),0.746,0.802,0.733,0.705,0.572,0.687,0.627,0.435,23.3,14.4,14.5,38.3,73.12,84.26,89.8,57.13,50.88,79.17,10.64,643.86,0.528,0.491
2016,RM_RIDE,21.0,Região Metropolitana de Grande São Luís (MA),0.749,0.747,0.822,0.685,0.583,0.644,0.697,0.442,22.2,13.8,15.2,35.5,69.79,96.65,90.68,77.67,67.12,80.55,10.19,569.45,0.527,0.484
2016,RM_RIDE,22.0,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),0.726,0.784,0.705,0.692,0.558,0.691,0.571,0.441,23.0,11.8,19.0,36.2,72.03,100.0,91.97,58.65,46.01,63.64,8.91,593.18,0.522,0.482
2016,RM_RIDE,23.0,Região Metropolitana de Fortaleza (CE),0.75,0.786,0.758,0.708,0.573,0.691,0.615,0.443,23.6,12.1,18.9,37.5,72.18,97.88,93.39,69.39,53.56,70.57,9.23,653.9,0.552,0.54
2016,RM_RIDE,24.0,Região Metropolitana de Natal (RN),0.766,0.833,0.729,0.741,0.598,0.745,0.617,0.465,22.0,10.6,15.4,37.3,74.98,99.25,92.37,57.31,47.32,70.49,9.96,807.06,0.555,0.556
