 Óbitos por causas evitáveis de 5 a 74 anos - Alagoas
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - AL";1
"270010 AGUA BRANCA";73
"270020 ANADIA";79
"270030 ARAPIRACA";1125
"270040 ATALAIA";172
"270050 BARRA DE SANTO ANTONIO";78
"270060 BARRA DE SAO MIGUEL";32
"270070 BATALHA";73
"270080 BELEM";37
"270090 BELO MONTE";22
"270100 BOCA DA MATA";119
"270110 BRANQUINHA";50
"270120 CACIMBINHAS";44
"270130 CAJUEIRO";106
"270135 CAMPESTRE";27
"270140 CAMPO ALEGRE";154
"270150 CAMPO GRANDE";51
"270160 CANAPI";64
"270170 CAPELA";68
"270180 CARNEIROS";31
"270190 CHA PRETA";21
"270200 COITE DO NOIA";38
"270210 COLONIA LEOPOLDINA";80
"270220 COQUEIRO SECO";30
"270230 CORURIPE";248
"270235 CRAIBAS";110
"270240 DELMIRO GOUVEIA";241
"270250 DOIS RIACHOS";36
"270255 ESTRELA DE ALAGOAS";77
"270260 FEIRA GRANDE";101
"270270 FELIZ DESERTO";26
"270280 FLEXEIRAS";47
"270290 GIRAU DO PONCIANO";128
"270300 IBATEGUARA";75
"270310 IGACI";120
"270320 IGREJA NOVA";78
"270330 INHAPI";56
"270340 JACARE DOS HOMENS";15
"270350 JACUIPE";27
"270360 JAPARATINGA";28
"270370 JARAMATAIA";24
"270375 JEQUIA DA PRAIA";39
"270380 JOAQUIM GOMES";75
"270390 JUNDIA";17
"270400 JUNQUEIRO";111
"270410 LAGOA DA CANOA";90
"270420 LIMOEIRO DE ANADIA";118
"270430 MACEIO";4842
"270440 MAJOR ISIDORO";76
"270450 MARAGOGI";135
"270460 MARAVILHA";44
"270470 MARECHAL DEODORO";239
"270480 MARIBONDO";66
"270490 MAR VERMELHO";10
"270500 MATA GRANDE";72
"270510 MATRIZ DE CAMARAGIBE";133
"270520 MESSIAS";89
"270530 MINADOR DO NEGRAO";18
"270540 MONTEIROPOLIS";31
"270550 MURICI";122
"270560 NOVO LINO";41
"270570 OLHO D'AGUA DAS FLORES";83
"270580 OLHO D'AGUA DO CASADO";35
"270590 OLHO D'AGUA GRANDE";17
"270600 OLIVENCA";42
"270610 OURO BRANCO";42
"270620 PALESTINA";20
"270630 PALMEIRA DOS INDIOS";367
"270640 PAO DE ACUCAR";77
"270642 PARICONHA";47
"270644 PARIPUEIRA";52
"270650 PASSO DE CAMARAGIBE";60
"270660 PAULO JACINTO";37
"270670 PENEDO";270
"270680 PIACABUCU";84
"270690 PILAR";193
"270700 PINDOBA";8
"270710 PIRANHAS";75
"270720 POCO DAS TRINCHEIRAS";52
"270730 PORTO CALVO";133
"270740 PORTO DE PEDRAS";29
"270750 PORTO REAL DO COLEGIO";82
"270760 QUEBRANGULO";40
"270770 RIO LARGO";475
"270780 ROTEIRO";45
"270790 SANTA LUZIA DO NORTE";33
"270800 SANTANA DO IPANEMA";203
"270810 SANTANA DO MUNDAU";54
"270820 SAO BRAS";26
"270830 SAO JOSE DA LAJE";88
"270840 SAO JOSE DA TAPERA";115
"270850 SAO LUIS DO QUITUNDE";149
"270860 SAO MIGUEL DOS CAMPOS";265
"270870 SAO MIGUEL DOS MILAGRES";39
"270880 SAO SEBASTIAO";134
"270890 SATUBA";92
"270895 SENADOR RUI PALMEIRA";45
"270900 TANQUE D'ARCA";24
"270910 TAQUARANA";85
"270915 TEOTONIO VILELA";201
"270920 TRAIPU";94
"270930 UNIAO DOS PALMARES";323
"270940 VICOSA";120
"Total";14835
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
