 Óbitos por causas evitáveis de 5 a 74 anos - Tocantins
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - TO";2
"170025 ABREULANDIA";12
"170030 AGUIARNOPOLIS";18
"170035 ALIANCA DO TOCANTINS";17
"170040 ALMAS";20
"170070 ALVORADA";38
"170100 ANANAS";47
"170105 ANGICO";13
"170110 APARECIDA DO RIO NEGRO";14
"170130 ARAGOMINAS";23
"170190 ARAGUACEMA";19
"170200 ARAGUACU";29
"170210 ARAGUAINA";661
"170215 ARAGUANA";24
"170220 ARAGUATINS";134
"170230 ARAPOEMA";30
"170240 ARRAIAS";37
"170255 AUGUSTINOPOLIS";60
"170270 AURORA DO TOCANTINS";11
"170290 AXIXA DO TOCANTINS";47
"170300 BABACULANDIA";20
"170305 BANDEIRANTES DO TOCANTINS";14
"170307 BARRA DO OURO";18
"170310 BARROLANDIA";19
"170320 BERNARDO SAYAO";11
"170330 BOM JESUS DO TOCANTINS";16
"170360 BRASILANDIA DO TOCANTINS";7
"170370 BREJINHO DE NAZARE";30
"170380 BURITI DO TOCANTINS";34
"170382 CACHOEIRINHA";9
"170384 CAMPOS LINDOS";24
"170386 CARIRI DO TOCANTINS";19
"170388 CARMOLANDIA";2
"170389 CARRASCO BONITO";14
"170390 CASEARA";16
"170410 CENTENARIO";4
"170460 CHAPADA DE AREIA";6
"170510 CHAPADA DA NATIVIDADE";14
"170550 COLINAS DO TOCANTINS";151
"170555 COMBINADO";24
"170560 CONCEICAO DO TOCANTINS";12
"170600 COUTO MAGALHAES";18
"170610 CRISTALANDIA";38
"170625 CRIXAS DO TOCANTINS";8
"170650 DARCINOPOLIS";28
"170700 DIANOPOLIS";78
"170710 DIVINOPOLIS DO TOCANTINS";26
"170720 DOIS IRMAOS DO TOCANTINS";29
"170730 DUERE";17
"170740 ESPERANTINA";28
"170755 FATIMA";15
"170765 FIGUEIROPOLIS";20
"170770 FILADELFIA";33
"170820 FORMOSO DO ARAGUAIA";84
"170825 TABOCAO";15
"170830 GOIANORTE";9
"170900 GOIATINS";49
"170930 GUARAI";97
"170950 GURUPI";282
"170980 IPUEIRAS";7
"171050 ITACAJA";27
"171070 ITAGUATINS";11
"171090 ITAPIRATINS";17
"171110 ITAPORA DO TOCANTINS";13
