 Óbitos por causas evitáveis de 5 a 74 anos - Tocantins
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
"171150 JAU DO TOCANTINS";6
"171180 JUARINA";4
"171190 LAGOA DA CONFUSAO";37
"171195 LAGOA DO TOCANTINS";9
"171200 LAJEADO";19
"171215 LAVANDEIRA";1
"171240 LIZARDA";13
"171245 LUZINOPOLIS";9
"171250 MARIANOPOLIS DO TOCANTINS";12
"171270 MATEIROS";7
"171280 MAURILANDIA DO TOCANTINS";8
"171320 MIRACEMA DO TOCANTINS";83
"171330 MIRANORTE";67
"171360 MONTE DO CARMO";17
"171370 MONTE SANTO DO TOCANTINS";12
"171380 PALMEIRAS DO TOCANTINS";17
"171395 MURICILANDIA";11
"171420 NATIVIDADE";32
"171430 NAZARE";16
"171488 NOVA OLINDA";39
"171500 NOVA ROSALANDIA";21
"171510 NOVO ACORDO";15
"171515 NOVO ALEGRE";11
"171525 NOVO JARDIM";11
"171550 OLIVEIRA DE FATIMA";5
"171570 PALMEIRANTE";12
"171575 PALMEIROPOLIS";21
"171610 PARAISO DO TOCANTINS";210
"171620 PARANA";38
"171630 PAU D'ARCO";17
"171650 PEDRO AFONSO";57
"171660 PEIXE";35
"171665 PEQUIZEIRO";14
"171670 COLMEIA";28
"171700 PINDORAMA DO TOCANTINS";11
"171720 PIRAQUE";7
"171750 PIUM";24
"171780 PONTE ALTA DO BOM JESUS";12
"171790 PONTE ALTA DO TOCANTINS";26
"171800 PORTO ALEGRE DO TOCANTINS";9
"171820 PORTO NACIONAL";259
"171830 PRAIA NORTE";30
"171840 PRESIDENTE KENNEDY";16
"171845 PUGMIL";10
"171850 RECURSOLANDIA";20
"171855 RIACHINHO";14
"171865 RIO DA CONCEICAO";11
"171870 RIO DOS BOIS";6
"171875 RIO SONO";21
"171880 SAMPAIO";16
"171884 SANDOLANDIA";23
"171886 SANTA FE DO ARAGUAIA";24
"171888 SANTA MARIA DO TOCANTINS";5
"171889 SANTA RITA DO TOCANTINS";8
"171890 SANTA ROSA DO TOCANTINS";14
"171900 SANTA TEREZA DO TOCANTINS";11
"172000 SANTA TEREZINHA DO TOCANTINS";8
"172010 SAO BENTO DO TOCANTINS";21
"172015 SAO FELIX DO TOCANTINS";4
"172020 SAO MIGUEL DO TOCANTINS";31
"172025 SAO SALVADOR DO TOCANTINS";7
"172030 SAO SEBASTIAO DO TOCANTINS";15
"172049 SAO VALERIO";12
"172065 SILVANOPOLIS";27
"172080 SITIO NOVO DO TOCANTINS";18
"172085 SUCUPIRA";4
"172090 TAGUATINGA";54
"172093 TAIPAS DO TOCANTINS";9
"172097 TALISMA";9
"172100 PALMAS";867
"172110 TOCANTINIA";25
"172120 TOCANTINOPOLIS";92
"172125 TUPIRAMA";10
"172130 TUPIRATINS";7
"172208 WANDERLANDIA";28
"172210 XAMBIOA";49
"Total";5457
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
