 Óbitos por causas evitáveis de 5 a 74 anos - Bahia
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - BA";149
"290010 ABAIRA";26
"290020 ABARE";65
"290030 ACAJUTIBA";79
"290035 ADUSTINA";53
"290040 AGUA FRIA";59
"290050 ERICO CARDOSO";39
"290060 AIQUARA";26
"290070 ALAGOINHAS";730
"290080 ALCOBACA";89
"290090 ALMADINA";39
"290100 AMARGOSA";155
"290110 AMELIA RODRIGUES";102
"290115 AMERICA DOURADA";45
"290120 ANAGE";69
"290130 ANDARAI";47
"290135 ANDORINHA";55
"290140 ANGICAL";53
"290150 ANGUERA";22
"290160 ANTAS";44
"290170 ANTONIO CARDOSO";38
"290180 ANTONIO GONCALVES";37
"290190 APORA";80
"290195 APUAREMA";25
"290200 ARACATU";54
"290205 ARACAS";51
"290210 ARACI";166
"290220 ARAMARI";55
"290225 ARATACA";62
"290230 ARATUIPE";34
"290240 AURELINO LEAL";68
"290250 BAIANOPOLIS";53
"290260 BAIXA GRANDE";84
"290265 BANZAE";47
"290270 BARRA";169
"290280 BARRA DA ESTIVA";78
"290290 BARRA DO CHOCA";133
"290300 BARRA DO MENDES";53
"290310 BARRA DO ROCHA";35
"290320 BARREIRAS";586
"290323 BARRO ALTO";64
"290327 BARROCAS";43
"290330 BARRO PRETO";42
"290340 BELMONTE";96
"290350 BELO CAMPO";50
"290360 BIRITINGA";66
"290370 BOA NOVA";55
"290380 BOA VISTA DO TUPIM";53
"290390 BOM JESUS DA LAPA";252
"290395 BOM JESUS DA SERRA";33
"290400 BONINAL";39
"290405 BONITO";56
"290410 BOQUIRA";80
"290420 BOTUPORA";22
"290430 BREJOES";51
"290440 BREJOLANDIA";32
"290450 BROTAS DE MACAUBAS";49
"290460 BRUMADO";241
"290470 BUERAREMA";103
"290475 BURITIRAMA";65
"290480 CAATIBA";24
"290485 CABACEIRAS DO PARAGUACU";71
"290490 CACHOEIRA";132
"290500 CACULE";81
"290510 CAEM";43
"290515 CAETANOS";30
"290520 CAETITE";150
"290530 CAFARNAUM";67
"290540 CAIRU";49
"290550 CALDEIRAO GRANDE";38
"290560 CAMACAN";134
"290570 CAMACARI";1207
"290580 CAMAMU";152
"290590 CAMPO ALEGRE DE LOURDES";76
"290600 CAMPO FORMOSO";273
"290610 CANAPOLIS";25
"290620 CANARANA";97
"290630 CANAVIEIRAS";141
"290640 CANDEAL";33
"290650 CANDEIAS";427
"290660 CANDIBA";48
"290670 CANDIDO SALES";112
"290680 CANSANCAO";146
"290682 CANUDOS";49
"290685 CAPELA DO ALTO ALEGRE";43
"290687 CAPIM GROSSO";122
