 Óbitos por causas evitáveis de 5 a 74 anos - São Paulo
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - SP";204
"350010 ADAMANTINA";141
"350020 ADOLFO";19
"350030 AGUAI";143
"350040 AGUAS DA PRATA";38
"350050 AGUAS DE LINDOIA";101
"350055 AGUAS DE SANTA BARBARA";25
"350060 AGUAS DE SAO PEDRO";12
"350070 AGUDOS";172
"350075 ALAMBARI";20
"350080 ALFREDO MARCONDES";19
"350090 ALTAIR";11
"350100 ALTINOPOLIS";59
"350110 ALTO ALEGRE";18
"350115 ALUMINIO";64
"350120 ALVARES FLORENCE";18
"350130 ALVARES MACHADO";131
"350140 ALVARO DE CARVALHO";22
"350150 ALVINLANDIA";15
"350160 AMERICANA";938
"350170 AMERICO BRASILIENSE";129
"350180 AMERICO DE CAMPOS";31
"350190 AMPARO";285
"350200 ANALANDIA";19
"350210 ANDRADINA";289
"350220 ANGATUBA";105
"350230 ANHEMBI";31
"350240 ANHUMAS";11
"350250 APARECIDA";177
"350260 APARECIDA D'OESTE";30
"350270 APIAI";125
"350275 ARACARIGUAMA";72
"350280 ARACATUBA";1026
"350290 ARACOIABA DA SERRA";142
"350300 ARAMINA";31
"350310 ARANDU";28
"350315 ARAPEI";8
"350320 ARARAQUARA";915
"350330 ARARAS";549
"350335 ARCO-IRIS";9
"350340 AREALVA";37
"350350 AREIAS";15
"350360 AREIOPOLIS";46
"350370 ARIRANHA";38
"350380 ARTUR NOGUEIRA";213
"350390 ARUJA";396
"350395 ASPASIA";10
"350400 ASSIS";432
"350410 ATIBAIA";597
"350420 AURIFLAMA";66
"350430 AVAI";29
"350440 AVANHANDAVA";38
"350450 AVARE";390
"350460 BADY BASSITT";79
"350470 BALBINOS";12
"350480 BALSAMO";47
"350490 BANANAL";38
"350500 BARAO DE ANTONINA";22
"350510 BARBOSA";29
"350520 BARIRI";147
"350530 BARRA BONITA";166
"350535 BARRA DO CHAPEU";24
"350540 BARRA DO TURVO";41
"350550 BARRETOS";628
"350560 BARRINHA";133
"350570 BARUERI";1552
"350580 BASTOS";93
"350590 BATATAIS";245
"350600 BAURU";1521
"350610 BEBEDOURO";339
"350620 BENTO DE ABREU";15
"350630 BERNARDINO DE CAMPOS";63
"350635 BERTIOGA";303
"350640 BILAC";25
"350650 BIRIGUI";528
"350660 BIRITIBA MIRIM";170
"350670 BOA ESPERANCA DO SUL";56
"350680 BOCAINA";53
"350690 BOFETE";44
"350700 BOITUVA";229
"350710 BOM JESUS DOS PERDOES";95
"350715 BOM SUCESSO DE ITARARE";9
"350720 BORA";4
"350730 BORACEIA";18
"350740 BORBOREMA";57
"350745 BOREBI";13
"350750 BOTUCATU";564
"350760 BRAGANCA PAULISTA";728
"350770 BRAUNA";30
"350775 BREJO ALEGRE";19
"350780 BRODOWSKI";108
"350790 BROTAS";88
"350800 BURI";78
"350810 BURITAMA";104
"350820 BURITIZAL";16
"350830 CABRALIA PAULISTA";31
"350840 CABREUVA";178
"350850 CACAPAVA";407
"350860 CACHOEIRA PAULISTA";166
"350870 CACONDE";78
"350880 CAFELANDIA";98
"350890 CAIABU";18
"350900 CAIEIRAS";423
"350910 CAIUA";21
"350920 CAJAMAR";345
"350925 CAJATI";124
"350930 CAJOBI";39
"350940 CAJURU";98
"350945 CAMPINA DO MONTE ALEGRE";23
"350950 CAMPINAS";4533
"350960 CAMPO LIMPO PAULISTA";346
"350970 CAMPOS DO JORDAO";259
"350980 CAMPOS NOVOS PAULISTA";16
"350990 CANANEIA";71
"350995 CANAS";20
"351000 CANDIDO MOTA";153
"351010 CANDIDO RODRIGUES";14
"351015 CANITAR";22
"351020 CAPAO BONITO";223
"351030 CAPELA DO ALTO";91
"351040 CAPIVARI";202
"351050 CARAGUATATUBA";622
"351060 CARAPICUIBA";1760
"351070 CARDOSO";67
"351080 CASA BRANCA";154
"351090 CASSIA DOS COQUEIROS";12
"351100 CASTILHO";93
"351110 CATANDUVA";601
"351120 CATIGUA";26
"351130 CEDRAL";38
"351140 CERQUEIRA CESAR";90
"351150 CERQUILHO";134
"351160 CESARIO LANGE";89
"351170 CHARQUEADA";63
"351190 CLEMENTINA";24
"351200 COLINA";77
"351210 COLOMBIA";26
"351220 CONCHAL";126
"351230 CONCHAS";86
"351240 CORDEIROPOLIS";86
"351250 COROADOS";33
"351260 CORONEL MACEDO";25
"351270 CORUMBATAI";18
"351280 COSMOPOLIS";251
"351290 COSMORAMA";54
"351300 COTIA";1071
"351310 CRAVINHOS";165
"351320 CRISTAIS PAULISTA";37
"351330 CRUZALIA";6
"351340 CRUZEIRO";403
"351350 CUBATAO";648
"351360 CUNHA";93
"351370 DESCALVADO";141
"351380 DIADEMA";1878
"351385 DIRCE REIS";8
"351390 DIVINOLANDIA";64
"351400 DOBRADA";32
"351410 DOIS CORREGOS";112
"351420 DOLCINOPOLIS";13
"351430 DOURADO";52
"351440 DRACENA";210
"351450 DUARTINA";64
"351460 DUMONT";30
"351470 ECHAPORA";27
"351480 ELDORADO";58
"351490 ELIAS FAUSTO";78
"351492 ELISIARIO";20
"351495 EMBAUBA";13
"351500 EMBU DAS ARTES";1233
"351510 EMBU-GUACU";369
"351512 EMILIANOPOLIS";17
"351515 ENGENHEIRO COELHO";63
"351518 ESPIRITO SANTO DO PINHAL";204
"351519 ESPIRITO SANTO DO TURVO";22
"351520 ESTRELA D'OESTE";32
"351530 ESTRELA DO NORTE";13
"351535 EUCLIDES DA CUNHA PAULISTA";42
"351540 FARTURA";81
"351550 FERNANDOPOLIS";338
"351560 FERNANDO PRESTES";23
"351565 FERNAO";6
"351570 FERRAZ DE VASCONCELOS";833
"351580 FLORA RICA";9
"351590 FLOREAL";13
"351600 FLORIDA PAULISTA";39
"351610 FLORINEA";18
"351620 FRANCA";1438
"351630 FRANCISCO MORATO";802
"351640 FRANCO DA ROCHA";681
"351650 GABRIEL MONTEIRO";12
"351660 GALIA";44
"351670 GARCA";217
"351680 GASTAO VIDIGAL";24
"351685 GAVIAO PEIXOTO";20
"351690 GENERAL SALGADO";50
"351700 GETULINA";46
"351710 GLICERIO";17
"351720 GUAICARA";49
"351730 GUAIMBE";32
"351740 GUAIRA";220
"351750 GUAPIACU";104
"351760 GUAPIARA";104
"351770 GUARA";108
"351780 GUARACAI";36
"351790 GUARACI";46
"351800 GUARANI D'OESTE";14
"351810 GUARANTA";27
"351820 GUARARAPES";155
"351830 GUARAREMA";139
"351840 GUARATINGUETA";616
"351850 GUAREI";68
"351860 GUARIBA";172
"351870 GUARUJA";1656
"351880 GUARULHOS";6069
"351885 GUATAPARA";26
"351890 GUZOLANDIA";35
"351900 HERCULANDIA";52
"351905 HOLAMBRA";37
"351907 HORTOLANDIA";880
"351910 IACANGA";53
"351920 IACRI";28
"351925 IARAS";34
"351930 IBATE";116
"351940 IBIRA";46
"351950 IBIRAREMA";37
"351960 IBITINGA";287
"351970 IBIUNA";374
"351980 ICEM";28
"351990 IEPE";29
"352000 IGARACU DO TIETE";128
"352010 IGARAPAVA";139
"352020 IGARATA";49
"352030 IGUAPE";154
"352040 ILHABELA";83
"352042 ILHA COMPRIDA";79
"352044 ILHA SOLTEIRA";100
"352050 INDAIATUBA";932
"352060 INDIANA";14
"352070 INDIAPORA";14
"352080 INUBIA PAULISTA";14
"352090 IPAUSSU";79
"352100 IPERO";138
"352110 IPEUNA";22
"352115 IPIGUA";20
"352120 IPORANGA";21
"352130 IPUA";76
"352140 IRACEMAPOLIS";83
"352150 IRAPUA";27
"352160 IRAPURU";33
"352170 ITABERA";69
"352180 ITAI";152
"352190 ITAJOBI";84
"352200 ITAJU";15
"352210 ITANHAEM";642
"352215 ITAOCA";16
"352220 ITAPECERICA DA SERRA";742
"352230 ITAPETININGA";709
"352240 ITAPEVA";413
"352250 ITAPEVI";1004
"352260 ITAPIRA";337
"352265 ITAPIRAPUA PAULISTA";13
"352270 ITAPOLIS";203
"352280 ITAPORANGA";81
"352290 ITAPUI";59
"352300 ITAPURA";22
"352310 ITAQUAQUECETUBA";1555
"352320 ITARARE";215
"352330 ITARIRI";68
"352340 ITATIBA";400
"352350 ITATINGA";79
"352360 ITIRAPINA";60
"352370 ITIRAPUA";29
"352380 ITOBI";27
"352390 ITU";740
"352400 ITUPEVA";220
"352410 ITUVERAVA";196
"352420 JABORANDI";29
"352430 JABOTICABAL";331
"352440 JACAREI";993
"352450 JACI";27
"352460 JACUPIRANGA";78
"352470 JAGUARIUNA";205
