 Óbitos por causas evitáveis de 5 a 74 anos - Rio de Janeiro
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - RJ";300
"330010 ANGRA DOS REIS";889
"330015 APERIBE";61
"330020 ARARUAMA";700
"330022 AREAL";71
"330023 ARMACAO DOS BUZIOS";195
"330025 ARRAIAL DO CABO";178
"330030 BARRA DO PIRAI";578
"330040 BARRA MANSA";1130
"330045 BELFORD ROXO";2998
"330050 BOM JARDIM";121
"330060 BOM JESUS DO ITABAPOANA";224
"330070 CABO FRIO";1217
"330080 CACHOEIRAS DE MACACU";336
"330090 CAMBUCI";83
"330093 CARAPEBUS";75
"330095 COMENDADOR LEVY GASPARIAN";51
"330100 CAMPOS DOS GOYTACAZES";2844
"330110 CANTAGALO";99
"330115 CARDOSO MOREIRA";72
"330120 CARMO";84
"330130 CASIMIRO DE ABREU";187
"330140 CONCEICAO DE MACABU";108
"330150 CORDEIRO";98
"330160 DUAS BARRAS";52
"330170 DUQUE DE CAXIAS";5992
"330180 ENGENHEIRO PAULO DE FRONTIN";78
"330185 GUAPIMIRIM";328
"330187 IGUABA GRANDE";176
"330190 ITABORAI";1484
"330200 ITAGUAI";827
"330205 ITALVA";83
"330210 ITAOCARA";144
"330220 ITAPERUNA";547
"330225 ITATIAIA";164
"330227 JAPERI";554
"330230 LAJE DO MURIAE";57
"330240 MACAE";1071
"330245 MACUCO";44
"330250 MAGE";1659
"330260 MANGARATIBA";304
"330270 MARICA";1015
"330280 MENDES";121
"330285 MESQUITA";1142
"330290 MIGUEL PEREIRA";170
"330300 MIRACEMA";135
"330310 NATIVIDADE";81
"330320 NILOPOLIS";1144
"330330 NITEROI";2905
"330340 NOVA FRIBURGO";1011
"330350 NOVA IGUACU";5376
"330360 PARACAMBI";300
"330370 PARAIBA DO SUL";262
"330380 PARATY";191
"330385 PATY DO ALFERES";149
"330390 PETROPOLIS";1697
"330395 PINHEIRAL";110
"330400 PIRAI";147
"330410 PORCIUNCULA";85
"330411 PORTO REAL";96
"330412 QUATIS";43
"330414 QUEIMADOS";968
"330415 QUISSAMA";126
"330420 RESENDE";686
"330430 RIO BONITO";291
"330440 RIO CLARO";83
"330450 RIO DAS FLORES";39
"330452 RIO DAS OSTRAS";673
"330455 RIO DE JANEIRO";38331
"330460 SANTA MARIA MADALENA";42
"330470 SANTO ANTONIO DE PADUA";236
"330475 SAO FRANCISCO DE ITABAPOANA";234
"330480 SAO FIDELIS";200
"330490 SAO GONCALO";5992
"330500 SAO JOAO DA BARRA";245
"330510 SAO JOAO DE MERITI";3094
"330513 SAO JOSE DE UBA";39
"330515 SAO JOSE DO VALE DO RIO PRETO";118
"330520 SAO PEDRO DA ALDEIA";536
"330530 SAO SEBASTIAO DO ALTO";52
"330540 SAPUCAIA";103
"330550 SAQUAREMA";462
"330555 SEROPEDICA";456
"330560 SILVA JARDIM";113
"330570 SUMIDOURO";79
"330575 TANGUA";183
"330580 TERESOPOLIS";952
"330590 TRAJANO DE MORAES";44
"330600 TRES RIOS";527
"330610 VALENCA";372
"330615 VARRE-SAI";53
"330620 VASSOURAS";199
"330630 VOLTA REDONDA";1645
"Total";99616
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
