 Óbitos por causas evitáveis de 5 a 74 anos - Pará
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - PA";34
"150010 ABAETETUBA";526
"150013 ABEL FIGUEIREDO";24
"150020 ACARA";151
"150030 AFUA";66
"150034 AGUA AZUL DO NORTE";38
"150040 ALENQUER";131
"150050 ALMEIRIM";116
"150060 ALTAMIRA";513
"150070 ANAJAS";48
"150080 ANANINDEUA";2247
"150085 ANAPU";103
"150090 AUGUSTO CORREA";123
"150095 AURORA DO PARA";76
"150100 AVEIRO";45
"150110 BAGRE";45
"150120 BAIAO";74
"150125 BANNACH";25
"150130 BARCARENA";431
"150140 BELEM";7579
"150145 BELTERRA";75
"150150 BENEVIDES";263
"150157 BOM JESUS DO TOCANTINS";56
"150160 BONITO";43
"150170 BRAGANCA";454
"150172 BRASIL NOVO";77
"150175 BREJO GRANDE DO ARAGUAIA";26
"150178 BREU BRANCO";170
"150180 BREVES";253
"150190 BUJARU";93
"150195 CACHOEIRA DO PIRIA";56
"150200 CACHOEIRA DO ARARI";47
"150210 CAMETA";321
"150215 CANAA DOS CARAJAS";178
"150220 CAPANEMA";311
"150230 CAPITAO POCO";176
"150240 CASTANHAL";878
"150250 CHAVES";18
"150260 COLARES";49
"150270 CONCEICAO DO ARAGUAIA";173
"150275 CONCORDIA DO PARA";87
"150276 CUMARU DO NORTE";40
"150277 CURIONOPOLIS";96
"150280 CURRALINHO";48
"150285 CURUA";26
"150290 CURUCA";157
"150293 DOM ELISEU";178
"150295 ELDORADO DOS CARAJAS";117
"150300 FARO";14
"150304 FLORESTA DO ARAGUAIA";88
"150307 GARRAFAO DO NORTE";70
"150309 GOIANESIA DO PARA";109
"150310 GURUPA";59
"150320 IGARAPE-ACU";141
"150330 IGARAPE-MIRI";177
"150340 INHANGAPI";25
"150345 IPIXUNA DO PARA";136
"150350 IRITUIA";117
"150360 ITAITUBA";543
"150370 ITUPIRANGA";170
"150375 JACAREACANGA";79
"150380 JACUNDA";178
"150390 JURUTI";132
"150400 LIMOEIRO DO AJURU";45
"150405 MAE DO RIO";143
"150410 MAGALHAES BARATA";33
"150420 MARABA";1021
"150430 MARACANA";87
"150440 MARAPANIM";94
"150442 MARITUBA";483
"150445 MEDICILANDIA";88
"150450 MELGACO";31
"150460 MOCAJUBA";109
"150470 MOJU";246
"150475 MOJUI DOS CAMPOS";76
"150480 MONTE ALEGRE";193
"150490 MUANA";63
"150495 NOVA ESPERANCA DO PIRIA";65
"150497 NOVA IPIXUNA";42
"150500 NOVA TIMBOTEUA";37
"150503 NOVO PROGRESSO";131
"150506 NOVO REPARTIMENTO";186
"150510 OBIDOS";159
"150520 OEIRAS DO PARA";63
"150530 ORIXIMINA";180
"150540 OUREM";77
"150543 OURILANDIA DO NORTE";100
"150548 PACAJA";155
"150549 PALESTINA DO PARA";23
"150550 PARAGOMINAS";410
"150553 PARAUAPEBAS";694
"150555 PAU D'ARCO";32
"150560 PEIXE-BOI";29
"150563 PICARRA";27
"150565 PLACAS";58
"150570 PONTA DE PEDRAS";55
"150580 PORTEL";146
"150590 PORTO DE MOZ";74
"150600 PRAINHA";75
"150610 PRIMAVERA";39
"150611 QUATIPURU";46
"150613 REDENCAO";407
"150616 RIO MARIA";73
"150618 RONDON DO PARA";171
"150619 RUROPOLIS";82
"150620 SALINOPOLIS";178
"150630 SALVATERRA";104
"150635 SANTA BARBARA DO PARA";91
"150640 SANTA CRUZ DO ARARI";27
"150650 SANTA IZABEL DO PARA";249
"150655 SANTA LUZIA DO PARA";80
"150658 SANTA MARIA DAS BARREIRAS";61
"150660 SANTA MARIA DO PARA";120
"150670 SANTANA DO ARAGUAIA";141
"150680 SANTAREM";1280
"150690 SANTAREM NOVO";12
"150700 SANTO ANTONIO DO TAUA";130
"150710 SAO CAETANO DE ODIVELAS";68
"150715 SAO DOMINGOS DO ARAGUAIA";83
"150720 SAO DOMINGOS DO CAPIM";89
"150730 SAO FELIX DO XINGU";213
"150740 SAO FRANCISCO DO PARA";67
"150745 SAO GERALDO DO ARAGUAIA";91
"150746 SAO JOAO DA PONTA";23
"150747 SAO JOAO DE PIRABAS";78
"150750 SAO JOAO DO ARAGUAIA";37
"150760 SAO MIGUEL DO GUAMA";211
"150770 SAO SEBASTIAO DA BOA VISTA";51
"150775 SAPUCAIA";20
"150780 SENADOR JOSE PORFIRIO";53
"150790 SOURE";98
"150795 TAILANDIA";291
"150796 TERRA ALTA";39
"150797 TERRA SANTA";48
"150800 TOME-ACU";267
"150803 TRACUATEUA";110
"150805 TRAIRAO";64
"150808 TUCUMA";160
"150810 TUCURUI";392
"150812 ULIANOPOLIS";89
"150815 URUARA";142
"150820 VIGIA";204
"150830 VISEU";126
"150835 VITORIA DO XINGU";57
"150840 XINGUARA";217
"Total";31108
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
