 Óbitos por causas evitáveis de 5 a 74 anos - Piauí
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - PI";16
"220005 ACAUA";19
"220010 AGRICOLANDIA";20
"220020 AGUA BRANCA";74
"220025 ALAGOINHA DO PIAUI";27
"220027 ALEGRETE DO PIAUI";24
"220030 ALTO LONGA";54
"220040 ALTOS";155
"220045 ALVORADA DO GURGUEIA";20
"220050 AMARANTE";54
"220060 ANGICAL DO PIAUI";26
"220070 ANISIO DE ABREU";30
"220080 ANTONIO ALMEIDA";12
"220090 AROAZES";22
"220095 AROEIRAS DO ITAIM";8
"220100 ARRAIAL";13
"220105 ASSUNCAO DO PIAUI";29
"220110 AVELINO LOPES";50
"220115 BAIXA GRANDE DO RIBEIRO";42
"220117 BARRA D'ALCANTARA";14
"220120 BARRAS";158
"220130 BARREIRAS DO PIAUI";6
"220140 BARRO DURO";27
"220150 BATALHA";99
"220155 BELA VISTA DO PIAUI";11
"220157 BELEM DO PIAUI";13
"220160 BENEDITINOS";27
"220170 BERTOLINIA";22
"220173 BETANIA DO PIAUI";16
"220177 BOA HORA";17
"220180 BOCAINA";26
"220190 BOM JESUS";76
"220191 BOM PRINCIPIO DO PIAUI";25
"220192 BONFIM DO PIAUI";14
"220194 BOQUEIRAO DO PIAUI";17
"220196 BRASILEIRA";29
"220198 BREJO DO PIAUI";10
"220200 BURITI DOS LOPES";87
"220202 BURITI DOS MONTES";14
"220205 CABECEIRAS DO PIAUI";33
"220207 CAJAZEIRAS DO PIAUI";11
"220208 CAJUEIRO DA PRAIA";21
"220209 CALDEIRAO GRANDE DO PIAUI";12
"220210 CAMPINAS DO PIAUI";21
"220211 CAMPO ALEGRE DO FIDALGO";17
"220213 CAMPO GRANDE DO PIAUI";28
"220217 CAMPO LARGO DO PIAUI";16
"220220 CAMPO MAIOR";218
"220225 CANAVIEIRA";17
"220230 CANTO DO BURITI";89
"220240 CAPITAO DE CAMPOS";33
"220245 CAPITAO GERVASIO OLIVEIRA";10
"220250 CARACOL";32
"220253 CARAUBAS DO PIAUI";28
"220255 CARIDADE DO PIAUI";14
"220260 CASTELO DO PIAUI";78
"220265 CAXINGO";25
"220270 COCAL";93
"220271 COCAL DE TELHA";14
"220272 COCAL DOS ALVES";15
"220273 COIVARAS";10
"220275 COLONIA DO GURGUEIA";34
"220277 COLONIA DO PIAUI";20
"220280 CONCEICAO DO CANINDE";26
"220285 CORONEL JOSE DIAS";14
"220290 CORRENTE";95
"220300 CRISTALANDIA DO PIAUI";15
"220310 CRISTINO CASTRO";39
"220320 CURIMATA";42
"220323 CURRAIS";19
"220325 CURRALINHOS";13
"220327 CURRAL NOVO DO PIAUI";12
"220330 DEMERVAL LOBAO";62
"220335 DIRCEU ARCOVERDE";20
"220340 DOM EXPEDITO LOPES";21
"220342 DOMINGOS MOURAO";15
"220345 DOM INOCENCIO";24
"220350 ELESBAO VELOSO";68
"220360 ELISEU MARTINS";16
"220370 ESPERANTINA";145
"220375 FARTURA DO PIAUI";8
"220380 FLORES DO PIAUI";18
"220385 FLORESTA DO PIAUI";12
"220390 FLORIANO";261
"220400 FRANCINOPOLIS";18
"220410 FRANCISCO AYRES";22
"220415 FRANCISCO MACEDO";10
"220420 FRANCISCO SANTOS";26
"220430 FRONTEIRAS";48
"220435 GEMINIANO";31
"220440 GILBUES";36
"220450 GUADALUPE";23
"220455 GUARIBAS";9
"220460 HUGO NAPOLEAO";17
"220465 ILHA GRANDE";33
"220470 INHUMA";67
"220480 IPIRANGA DO PIAUI";38
"220490 ISAIAS COELHO";27
"220500 ITAINOPOLIS";31
"220510 ITAUEIRA";42
"220515 JACOBINA DO PIAUI";12
"220520 JAICOS";67
"220525 JARDIM DO MULATO";12
"220527 JATOBA DO PIAUI";19
"220530 JERUMENHA";18
"220535 JOAO COSTA";11
"220540 JOAQUIM PIRES";38
"220545 JOCA MARQUES";15
"220550 JOSE DE FREITAS";134
"220551 JUAZEIRO DO PIAUI";12
"220552 JULIO BORGES";20
"220553 JUREMA";11
"220554 LAGOINHA DO PIAUI";17
"220555 LAGOA ALEGRE";24
"220556 LAGOA DO BARRO DO PIAUI";10
"220557 LAGOA DE SAO FRANCISCO";23
"220558 LAGOA DO PIAUI";9
"220559 LAGOA DO SITIO";19
"220560 LANDRI SALES";28
"220570 LUIS CORREIA";110
"220580 LUZILANDIA";124
"220585 MADEIRO";29
"220590 MANOEL EMIDIO";21
"220595 MARCOLANDIA";43
"220600 MARCOS PARENTE";14
"220605 MASSAPE DO PIAUI";29
"220610 MATIAS OLIMPIO";42
"220620 MIGUEL ALVES";112
"220630 MIGUEL LEAO";4
"220635 MILTON BRANDAO";20
"220640 MONSENHOR GIL";35
"220650 MONSENHOR HIPOLITO";31
"220660 MONTE ALEGRE DO PIAUI";32
"220665 MORRO CABECA NO TEMPO";12
"220667 MORRO DO CHAPEU DO PIAUI";13
"220669 MURICI DOS PORTELAS";18
