 Óbitos por causas evitáveis de 5 a 74 anos - Paraíba
Óbitos p/Residênc por Município
Período:2020
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - PB";27
"250010 AGUA BRANCA";41
"250020 AGUIAR";26
"250030 ALAGOA GRANDE";125
"250040 ALAGOA NOVA";71
"250050 ALAGOINHA";63
"250053 ALCANTIL";13
"250057 ALGODAO DE JANDAIRA";12
"250060 ALHANDRA";72
"250070 SAO JOAO DO RIO DO PEIXE";68
"250073 AMPARO";8
"250077 APARECIDA";33
"250080 ARACAGI";57
"250090 ARARA";45
"250100 ARARUNA";71
"250110 AREIA";90
"250115 AREIA DE BARAUNAS";5
"250120 AREIAL";25
"250130 AROEIRAS";73
"250135 ASSUNCAO";11
"250140 BAIA DA TRAICAO";37
"250150 BANANEIRAS";64
"250153 BARAUNA";12
"250157 BARRA DE SANTANA";37
"250160 BARRA DE SANTA ROSA";41
"250170 BARRA DE SAO MIGUEL";18
"250180 BAYEUX";468
"250190 BELEM";66
"250200 BELEM DO BREJO DO CRUZ";35
"250205 BERNARDINO BATISTA";7
"250210 BOA VENTURA";19
"250215 BOA VISTA";27
"250220 BOM JESUS";15
"250230 BOM SUCESSO";21
"250240 BONITO DE SANTA FE";40
"250250 BOQUEIRAO";89
"250260 IGARACY";17
"250270 BORBOREMA";12
"250280 BREJO DO CRUZ";59
"250290 BREJO DOS SANTOS";28
"250300 CAAPORA";102
"250310 CABACEIRAS";15
"250320 CABEDELO";273
"250330 CACHOEIRA DOS INDIOS";30
"250340 CACIMBA DE AREIA";9
"250350 CACIMBA DE DENTRO";71
"250355 CACIMBAS";23
"250360 CAICARA";27
"250370 CAJAZEIRAS";291
"250375 CAJAZEIRINHAS";11
"250380 CALDAS BRANDAO";27
"250390 CAMALAU";19
"250400 CAMPINA GRANDE";1744
"250403 CAPIM";37
"250407 CARAUBAS";15
"250410 CARRAPATEIRA";12
"250415 CASSERENGUE";29
"250420 CATINGUEIRA";17
"250430 CATOLE DO ROCHA";133
"250435 CATURITE";20
"250440 CONCEICAO";68
"250450 CONDADO";48
"250460 CONDE";101
"250470 CONGO";26
"250480 COREMAS";70
"250485 COXIXOLA";5
"250490 CRUZ DO ESPIRITO SANTO";80
"250500 CUBATI";21
"250510 CUITE";58
"250520 CUITEGI";35
"250523 CUITE DE MAMANGUAPE";28
"250527 CURRAL DE CIMA";23
"250530 CURRAL VELHO";6
"250535 DAMIAO";13
"250540 DESTERRO";35
"250550 VISTA SERRANA";8
"250560 DIAMANTE";22
"250570 DONA INES";39
"250580 DUAS ESTRADAS";13
"250590 EMAS";11
"250600 ESPERANCA";137
"250610 FAGUNDES";56
"250620 FREI MARTINHO";11
"250625 GADO BRAVO";26
"250630 GUARABIRA";251
"250640 GURINHEM";49
"250650 GURJAO";14
"250660 IBIARA";19
"250670 IMACULADA";40
"250680 INGA";65
"250690 ITABAIANA";113
"250700 ITAPORANGA";97
"250710 ITAPOROROCA";68
"250720 ITATUBA";40
"250730 JACARAU";64
"250740 JERICO";32
"250750 JOAO PESSOA";3614
"250760 JUAREZ TAVORA";24
"250770 JUAZEIRINHO";64
"250780 JUNCO DO SERIDO";24
"250790 JURIPIRANGA";42
"250800 JURU";41
"250810 LAGOA";17
"250820 LAGOA DE DENTRO";33
"250830 LAGOA SECA";90
"250840 LASTRO";13
"250850 LIVRAMENTO";23
"250855 LOGRADOURO";12
"250860 LUCENA";54
"250870 MAE D'AGUA";13
"250880 MALTA";30
"250890 MAMANGUAPE";190
"250900 MANAIRA";30
"250905 MARCACAO";30
"250910 MARI";79
"250915 MARIZOPOLIS";37
"250920 MASSARANDUBA";58
"250930 MATARACA";30
"250933 MATINHAS";13
"250937 MATO GROSSO";13
"250939 MATUREIA";31
"250940 MOGEIRO";46
"250950 MONTADAS";12
"250960 MONTE HOREBE";21
"250970 MONTEIRO";151
"250980 MULUNGU";38
"250990 NATUBA";27
"251000 NAZAREZINHO";28
"251010 NOVA FLORESTA";45
"251020 NOVA OLINDA";19
"251030 NOVA PALMEIRA";20
"251040 OLHO D'AGUA";31
"251050 OLIVEDOS";10
"251060 OURO VELHO";9
"251065 PARARI";10
"251070 PASSAGEM";7
"251080 PATOS";448
"251090 PAULISTA";52
"251100 PEDRA BRANCA";15
"251110 PEDRA LAVRADA";24
"251120 PEDRAS DE FOGO";138
"251130 PIANCO";68
"251140 PICUI";68
"251150 PILAR";51
"251160 PILOES";23
"251170 PILOEZINHOS";25
"251180 PIRPIRITUBA";33
"251190 PITIMBU";80
"251200 POCINHOS";66
"251203 POCO DANTAS";10
"251207 POCO DE JOSE DE MOURA";9
"251210 POMBAL";143
"251220 PRATA";16
"251230 PRINCESA ISABEL";78
"251240 PUXINANA";49
"251250 QUEIMADAS";177
"251260 QUIXABA";8
"251270 REMIGIO";69
"251272 PEDRO REGIS";21
"251274 RIACHAO";7
"251275 RIACHAO DO BACAMARTE";16
"251276 RIACHAO DO POCO";17
"251278 RIACHO DE SANTO ANTONIO";4
"251280 RIACHO DOS CAVALOS";27
"251290 RIO TINTO";105
"251300 SALGADINHO";10
"251310 SALGADO DE SAO FELIX";44
"251315 SANTA CECILIA";23
"251320 SANTA CRUZ";20
"251330 SANTA HELENA";30
"251335 SANTA INES";6
"251340 SANTA LUZIA";53
"251350 SANTANA DE MANGUEIRA";17
"251360 SANTANA DOS GARROTES";33
"251365 JOCA CLAUDINO";7
"251370 SANTA RITA";687
"251380 SANTA TERESINHA";18
"251385 SANTO ANDRE";19
"251390 SAO BENTO";132
"251392 SAO BENTINHO";14
"251394 SAO DOMINGOS DO CARIRI";6
"251396 SAO DOMINGOS";9
"251398 SAO FRANCISCO";14
"251400 SAO JOAO DO CARIRI";20
"251410 SAO JOAO DO TIGRE";21
"251420 SAO JOSE DA LAGOA TAPADA";24
"251430 SAO JOSE DE CAIANA";18
"251440 SAO JOSE DE ESPINHARAS";20
"251445 SAO JOSE DOS RAMOS";16
"251450 SAO JOSE DE PIRANHAS";67
"251455 SAO JOSE DE PRINCESA";16
"251460 SAO JOSE DO BONFIM";20
"251465 SAO JOSE DO BREJO DO CRUZ";3
"251470 SAO JOSE DO SABUGI";14
"251480 SAO JOSE DOS CORDEIROS";8
"251490 SAO MAMEDE";28
"251500 SAO MIGUEL DE TAIPU";30
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";32
"251520 SAO SEBASTIAO DO UMBUZEIRO";18
"251530 SAPE";244
"251540 SAO VICENTE DO SERIDO";24
"251550 SERRA BRANCA";59
"251560 SERRA DA RAIZ";8
"251570 SERRA GRANDE";10
"251580 SERRA REDONDA";24
"251590 SERRARIA";21
"251593 SERTAOZINHO";9
"251597 SOBRADO";22
"251600 SOLANEA";113
"251610 SOLEDADE";46
"251615 SOSSEGO";10
"251620 SOUSA";304
"251630 SUME";58
"251640 TACIMA";35
"251650 TAPEROA";62
"251660 TAVARES";50
"251670 TEIXEIRA";67
"251675 TENORIO";6
"251680 TRIUNFO";36
"251690 UIRAUNA";61
"251700 UMBUZEIRO";37
"251710 VARZEA";8
"251720 VIEIROPOLIS";24
"251740 ZABELE";10
"Total";16516
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
