 Óbitos por causas evitáveis de 5 a 74 anos - Paraná
Óbitos p/Residênc por Município
Período:2022
"Município";"Óbitos_p/Residênc"
"412550 SAO JOSE DOS PINHAIS";1199
"412555 SAO MANOEL DO PARANA";9
"412560 SAO MATEUS DO SUL";178
"412570 SAO MIGUEL DO IGUACU";113
"412575 SAO PEDRO DO IGUACU";36
"412580 SAO PEDRO DO IVAI";42
"412590 SAO PEDRO DO PARANA";12
"412600 SAO SEBASTIAO DA AMOREIRA";51
"412610 SAO TOME";22
"412620 SAPOPEMA";30
"412625 SARANDI";448
"412627 SAUDADE DO IGUACU";28
"412630 SENGES";87
"412635 SERRANOPOLIS DO IGUACU";20
"412640 SERTANEJA";35
"412650 SERTANOPOLIS";69
"412660 SIQUEIRA CAMPOS";116
"412665 SULINA";14
"412667 TAMARANA";57
"412670 TAMBOARA";26
"412680 TAPEJARA";78
"412690 TAPIRA";37
"412700 TEIXEIRA SOARES";43
"412710 TELEMACO BORBA";360
"412720 TERRA BOA";82
"412730 TERRA RICA";90
"412740 TERRA ROXA";71
"412750 TIBAGI";99
"412760 TIJUCAS DO SUL";75
"412770 TOLEDO";537
"412780 TOMAZINA";49
"412785 TRES BARRAS DO PARANA";42
"412788 TUNAS DO PARANA";24
"412790 TUNEIRAS DO OESTE";47
"412795 TUPASSI";27
"412796 TURVO";80
"412800 UBIRATA";96
"412810 UMUARAMA";459
"412820 UNIAO DA VITORIA";291
"412830 UNIFLOR";7
"412840 URAI";68
"412850 WENCESLAU BRAZ";109
"412853 VENTANIA";53
"412855 VERA CRUZ DO OESTE";37
"412860 VERE";51
"412862 ALTO PARAISO";24
"412863 DOUTOR ULYSSES";21
"412865 VIRMOND";27
"412870 VITORINO";42
"412880 XAMBRE";34
"Total";49194
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
