 Óbitos por causas evitáveis de 5 a 74 anos - São Paulo
Óbitos p/Residênc por Município
Período:2022
"Município";"Óbitos_p/Residênc"
"352960 MERIDIANO";21
"352965 MESOPOLIS";10
"352970 MIGUELOPOLIS";113
"352980 MINEIROS DO TIETE";64
"352990 MIRACATU";102
"353000 MIRA ESTRELA";12
"353010 MIRANDOPOLIS";131
"353020 MIRANTE DO PARANAPANEMA";62
"353030 MIRASSOL";245
"353040 MIRASSOLANDIA";20
"353050 MOCOCA";328
"353060 MOGI DAS CRUZES";1812
"353070 MOGI GUACU";736
"353080 MOGI MIRIM";443
"353090 MOMBUCA";25
"353100 MONCOES";7
"353110 MONGAGUA";385
"353120 MONTE ALEGRE DO SUL";43
"353130 MONTE ALTO";215
"353140 MONTE APRAZIVEL";111
"353150 MONTE AZUL PAULISTA";72
"353160 MONTE CASTELO";28
"353170 MONTEIRO LOBATO";15
"353180 MONTE MOR";251
"353190 MORRO AGUDO";136
"353200 MORUNGABA";61
"353205 MOTUCA";14
"353210 MURUTINGA DO SUL";16
"353215 NANTES";16
"353220 NARANDIBA";13
"353230 NATIVIDADE DA SERRA";23
"353240 NAZARE PAULISTA";102
"353250 NEVES PAULISTA";48
"353260 NHANDEARA";60
"353270 NIPOA";22
"353280 NOVA ALIANCA";29
"353282 NOVA CAMPINA";40
"353284 NOVA CANAA PAULISTA";12
"353286 NOVA CASTILHO";5
"353290 NOVA EUROPA";37
"353300 NOVA GRANADA";91
"353310 NOVA GUATAPORANGA";11
"353320 NOVA INDEPENDENCIA";24
"353325 NOVAIS";17
"353330 NOVA LUZITANIA";14
"353340 NOVA ODESSA";217
"353350 NOVO HORIZONTE";183
"353360 NUPORANGA";28
"353370 OCAUCU";16
"353380 OLEO";13
"353390 OLIMPIA";214
"353400 ONDA VERDE";29
"353410 ORIENTE";35
"353420 ORINDIUVA";31
"353430 ORLANDIA";149
"353440 OSASCO";3162
"353450 OSCAR BRESSANE";13
"353460 OSVALDO CRUZ";154
"353470 OURINHOS";557
"353475 OUROESTE";43
"353480 OURO VERDE";37
"353490 PACAEMBU";57
"353500 PALESTINA";41
"353510 PALMARES PAULISTA";31
"353520 PALMEIRA D'OESTE";45
"353530 PALMITAL";111
"353540 PANORAMA";72
"353550 PARAGUACU PAULISTA";187
"353560 PARAIBUNA";71
"353570 PARAISO";24
"353580 PARANAPANEMA";92
"353590 PARANAPUA";19
"353600 PARAPUA";55
"353610 PARDINHO";36
"353620 PARIQUERA-ACU";97
"353625 PARISI";10
"353630 PATROCINIO PAULISTA";68
"353640 PAULICEIA";43
"353650 PAULINIA";328
"353657 PAULISTANIA";11
"353660 PAULO DE FARIA";42
"353670 PEDERNEIRAS";180
"353680 PEDRA BELA";33
"353690 PEDRANOPOLIS";11
"353700 PEDREGULHO";80
"353710 PEDREIRA";205
"353715 PEDRINHAS PAULISTA";16
"353720 PEDRO DE TOLEDO";53
"353730 PENAPOLIS";328
"353740 PEREIRA BARRETO";120
"353750 PEREIRAS";43
"353760 PERUIBE";393
"353770 PIACATU";21
"353780 PIEDADE";281
"353790 PILAR DO SUL";130
"353800 PINDAMONHANGABA";687
"353810 PINDORAMA";73
