 Óbitos por causas evitáveis de 5 a 74 anos - Maranhão
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - MA";17
"210005 ACAILANDIA";323
"210010 AFONSO CUNHA";20
"210015 AGUA DOCE DO MARANHAO";27
"210020 ALCANTARA";58
"210030 ALDEIAS ALTAS";59
"210040 ALTAMIRA DO MARANHAO";15
"210043 ALTO ALEGRE DO MARANHAO";82
"210047 ALTO ALEGRE DO PINDARE";74
"210050 ALTO PARNAIBA";44
"210055 AMAPA DO MARANHAO";17
"210060 AMARANTE DO MARANHAO";99
"210070 ANAJATUBA";50
"210080 ANAPURUS";29
"210083 APICUM-ACU";38
"210087 ARAGUANA";6
"210090 ARAIOSES";112
"210095 ARAME";81
"210100 ARARI";106
"210110 AXIXA";29
"210120 BACABAL";381
"210125 BACABEIRA";40
"210130 BACURI";49
"210135 BACURITUBA";9
"210140 BALSAS";309
"210150 BARAO DE GRAJAU";45
"210160 BARRA DO CORDA";289
"210170 BARREIRINHAS";132
"210173 BELAGUA";16
"210177 BELA VISTA DO MARANHAO";31
"210180 BENEDITO LEITE";16
"210190 BEQUIMAO";58
"210193 BERNARDO DO MEARIM";21
"210197 BOA VISTA DO GURUPI";24
"210200 BOM JARDIM";121
"210203 BOM JESUS DAS SELVAS";91
"210207 BOM LUGAR";30
"210210 BREJO";79
"210215 BREJO DE AREIA";23
"210220 BURITI";61
"210230 BURITI BRAVO";67
"210232 BURITICUPU";187
"210235 BURITIRANA";40
"210237 CACHOEIRA GRANDE";24
"210240 CAJAPIO";29
"210250 CAJARI";33
"210255 CAMPESTRE DO MARANHAO";48
"210260 CANDIDO MENDES";48
"210270 CANTANHEDE";48
"210275 CAPINZAL DO NORTE";43
"210280 CAROLINA";81
"210290 CARUTAPERA";58
"210300 CAXIAS";562
"210310 CEDRAL";20
"210312 CENTRAL DO MARANHAO";19
"210315 CENTRO DO GUILHERME";21
"210317 CENTRO NOVO DO MARANHAO";28
"210320 CHAPADINHA";240
"210325 CIDELANDIA";34
"210330 CODO";382
"210340 COELHO NETO";156
"210350 COLINAS";127
"210355 CONCEICAO DO LAGO-ACU";32
"210360 COROATA";235
"210370 CURURUPU";101
"210375 DAVINOPOLIS";54
"210380 DOM PEDRO";65
"210390 DUQUE BACELAR";19
"210400 ESPERANTINOPOLIS";57
"210405 ESTREITO";126
"210407 FEIRA NOVA DO MARANHAO";19
"210408 FERNANDO FALCAO";20
"210409 FORMOSA DA SERRA NEGRA";33
"210410 FORTALEZA DOS NOGUEIRAS";30
"210420 FORTUNA";50
"210430 GODOFREDO VIANA";20
"210440 GONCALVES DIAS";43
"210450 GOVERNADOR ARCHER";44
"210455 GOVERNADOR EDISON LOBAO";73
"210460 GOVERNADOR EUGENIO BARROS";49
"210462 GOVERNADOR LUIZ ROCHA";24
"210465 GOVERNADOR NEWTON BELLO";26
"210467 GOVERNADOR NUNES FREIRE";69
"210470 GRACA ARANHA";13
"210480 GRAJAU";238
"210490 GUIMARAES";37
"210500 HUMBERTO DE CAMPOS";78
"210510 ICATU";51
"210515 IGARAPE DO MEIO";36
"210520 IGARAPE GRANDE";29
"210530 IMPERATRIZ";982
"210535 ITAIPAVA DO GRAJAU";28
"210540 ITAPECURU MIRIM";165
"210542 ITINGA DO MARANHAO";73
"210545 JATOBA";21
"210547 JENIPAPO DOS VIEIRAS";31
"210550 JOAO LISBOA";91
"210560 JOSELANDIA";37
"210565 JUNCO DO MARANHAO";15
"210570 LAGO DA PEDRA";145
"210580 LAGO DO JUNCO";29
"210590 LAGO VERDE";52
"210592 LAGOA DO MATO";26
"210594 LAGO DOS RODRIGUES";37
"210596 LAGOA GRANDE DO MARANHAO";35
"210598 LAJEADO NOVO";19
"210600 LIMA CAMPOS";41
"210610 LORETO";33
"210620 LUIS DOMINGUES";20
"210630 MAGALHAES DE ALMEIDA";32
"210632 MARACACUME";52
"210635 MARAJA DO SENA";19
"210637 MARANHAOZINHO";23
"210640 MATA ROMA";36
"210650 MATINHA";70
"210660 MATOES";69
"210663 MATOES DO NORTE";34
"210667 MILAGRES DO MARANHAO";7
"210670 MIRADOR";55
"210675 MIRANDA DO NORTE";67
"210680 MIRINZAL";39
"210690 MONCAO";93
"210700 MONTES ALTOS";32
"210710 MORROS";34
"210720 NINA RODRIGUES";28
"210725 NOVA COLINAS";13
"210730 NOVA IORQUE";14
"210735 NOVA OLINDA DO MARANHAO";68
"210740 OLHO D'AGUA DAS CUNHAS";49
"210745 OLINDA NOVA DO MARANHAO";39
"210750 PACO DO LUMIAR";295
"210760 PALMEIRANDIA";34
"210770 PARAIBANO";73
"210780 PARNARAMA";89
"210790 PASSAGEM FRANCA";50
"210800 PASTOS BONS";50
"210805 PAULINO NEVES";38
"210810 PAULO RAMOS";45
"210820 PEDREIRAS";147
"210825 PEDRO DO ROSARIO";54
"210830 PENALVA";106
"210840 PERI MIRIM";43
"210845 PERITORO";78
"210850 PINDARE-MIRIM";115
"210860 PINHEIRO";262
"210870 PIO XII";75
"210880 PIRAPEMAS";56
"210890 POCAO DE PEDRAS";64
"210900 PORTO FRANCO";90
"210905 PORTO RICO DO MARANHAO";16
"210910 PRESIDENTE DUTRA";159
"210920 PRESIDENTE JUSCELINO";18
"210923 PRESIDENTE MEDICI";14
"210927 PRESIDENTE SARNEY";41
"210930 PRESIDENTE VARGAS";23
"210940 PRIMEIRA CRUZ";24
"210945 RAPOSA";80
"210950 RIACHAO";69
"210955 RIBAMAR FIQUENE";21
"210960 ROSARIO";126
"210970 SAMBAIBA";16
"210975 SANTA FILOMENA DO MARANHAO";19
"210980 SANTA HELENA";93
"210990 SANTA INES";348
"211000 SANTA LUZIA";223
"211003 SANTA LUZIA DO PARUA";71
"211010 SANTA QUITERIA DO MARANHAO";68
"211020 SANTA RITA";115
"211023 SANTANA DO MARANHAO";17
"211027 SANTO AMARO DO MARANHAO";23
"211030 SANTO ANTONIO DOS LOPES";41
"211040 SAO BENEDITO DO RIO PRETO";42
"211050 SAO BENTO";100
"211060 SAO BERNARDO";73
"211065 SAO DOMINGOS DO AZEITAO";22
"211070 SAO DOMINGOS DO MARANHAO";97
"211080 SAO FELIX DE BALSAS";18
"211085 SAO FRANCISCO DO BREJAO";23
"211090 SAO FRANCISCO DO MARANHAO";29
"211100 SAO JOAO BATISTA";40
"211102 SAO JOAO DO CARU";20
"211105 SAO JOAO DO PARAISO";30
"211107 SAO JOAO DO SOTER";59
"211110 SAO JOAO DOS PATOS";93
"211120 SAO JOSE DE RIBAMAR";599
"211125 SAO JOSE DOS BASILIOS";19
"211130 SAO LUIS";3281
"211140 SAO LUIS GONZAGA DO MARANHAO";70
"211150 SAO MATEUS DO MARANHAO";145
"211153 SAO PEDRO DA AGUA BRANCA";41
"211157 SAO PEDRO DOS CRENTES";10
"211160 SAO RAIMUNDO DAS MANGABEIRAS";47
"211163 SAO RAIMUNDO DO DOCA BEZERRA";16
"211167 SAO ROBERTO";15
"211170 SAO VICENTE FERRER";46
"211172 SATUBINHA";23
"211174 SENADOR ALEXANDRE COSTA";22
"211176 SENADOR LA ROCQUE";65
"211178 SERRANO DO MARANHAO";21
"211180 SITIO NOVO";28
"211190 SUCUPIRA DO NORTE";31
"211195 SUCUPIRA DO RIACHAO";17
"211200 TASSO FRAGOSO";30
"211210 TIMBIRAS";97
"211220 TIMON";606
"211223 TRIZIDELA DO VALE";77
"211227 TUFILANDIA";16
"211230 TUNTUM";100
"211240 TURIACU";77
"211245 TURILANDIA";54
"211250 TUTOIA";132
"211260 URBANO SANTOS";60
"211270 VARGEM GRANDE";138
"211280 VIANA";149
"211285 VILA NOVA DOS MARTIRIOS";44
"211290 VITORIA DO MEARIM";101
"211300 VITORINO FREIRE";97
"211400 ZE DOCA";148
"Total";20287
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
