 Óbitos por causas evitáveis de 5 a 74 anos - Rio Grande do Sul
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - RS";2
"430003 ACEGUA";11
"430005 AGUA SANTA";7
"430010 AGUDO";64
"430020 AJURICABA";24
"430030 ALECRIM";30
"430040 ALEGRETE";370
"430045 ALEGRIA";18
"430047 ALMIRANTE TAMANDARE DO SUL";9
"430050 ALPESTRE";30
"430055 ALTO ALEGRE";4
"430057 ALTO FELIZ";7
"430060 ALVORADA";1012
"430063 AMARAL FERRADOR";13
"430064 AMETISTA DO SUL";39
"430066 ANDRE DA ROCHA";2
"430070 ANTA GORDA";17
"430080 ANTONIO PRADO";47
"430085 ARAMBARE";18
"430087 ARARICA";28
"430090 ARATIBA";26
"430100 ARROIO DO MEIO";73
"430105 ARROIO DO SAL";48
"430107 ARROIO DO PADRE";8
"430110 ARROIO DOS RATOS";75
"430120 ARROIO DO TIGRE";42
"430130 ARROIO GRANDE";105
"430140 ARVOREZINHA";53
"430150 AUGUSTO PESTANA";29
"430155 AUREA";14
"430160 BAGE";600
"430163 BALNEARIO PINHAL";69
"430165 BARAO";26
"430170 BARAO DE COTEGIPE";21
"430175 BARAO DO TRIUNFO";28
"430180 BARRACAO";19
"430185 BARRA DO GUARITA";13
"430187 BARRA DO QUARAI";7
"430190 BARRA DO RIBEIRO";63
"430192 BARRA DO RIO AZUL";5
"430195 BARRA FUNDA";14
"430200 BARROS CASSAL";46
"430205 BENJAMIN CONSTANT DO SUL";12
"430210 BENTO GONCALVES";363
"430215 BOA VISTA DAS MISSOES";13
"430220 BOA VISTA DO BURICA";19
"430222 BOA VISTA DO CADEADO";10
"430223 BOA VISTA DO INCRA";10
"430225 BOA VISTA DO SUL";12
"430230 BOM JESUS";56
"430235 BOM PRINCIPIO";44
"430237 BOM PROGRESSO";9
"430240 BOM RETIRO DO SUL";60
"430245 BOQUEIRAO DO LEAO";42
"430250 BOSSOROCA";40
"430258 BOZANO";10
"430260 BRAGA";8
"430265 BROCHIER";21
"430270 BUTIA";106
"430280 CACAPAVA DO SUL";192
"430290 CACEQUI";63
"430300 CACHOEIRA DO SUL";462
"430310 CACHOEIRINHA";497
"430320 CACIQUE DOBLE";13
"430330 CAIBATE";20
"430340 CAICARA";18
"430350 CAMAQUA";271
"430355 CAMARGO";7
"430360 CAMBARA DO SUL";23
"430367 CAMPESTRE DA SERRA";11
"430370 CAMPINA DAS MISSOES";21
"430380 CAMPINAS DO SUL";33
"430390 CAMPO BOM";238
"430400 CAMPO NOVO";23
"430410 CAMPOS BORGES";16
"430420 CANDELARIA";149
"430430 CANDIDO GODOI";16
"430435 CANDIOTA";48
"430440 CANELA";176
"430450 CANGUCU";242
"430460 CANOAS";1624
"430461 CANUDOS DO VALE";8
"430462 CAPAO BONITO DO SUL";11
"430463 CAPAO DA CANOA";243
"430465 CAPAO DO CIPO";15
"430466 CAPAO DO LEAO";131
"430467 CAPIVARI DO SUL";13
"430468 CAPELA DE SANTANA";33
"430469 CAPITAO";12
"430470 CARAZINHO";296
"430471 CARAA";35
"430480 CARLOS BARBOSA";56
"430485 CARLOS GOMES";9
"430490 CASCA";30
"430495 CASEIROS";15
"430500 CATUIPE";47
"430510 CAXIAS DO SUL";1521
"430511 CENTENARIO";3
"430512 CERRITO";34
"430513 CERRO BRANCO";19
"430515 CERRO GRANDE";12
"430517 CERRO GRANDE DO SUL";55
"430520 CERRO LARGO";48
"430530 CHAPADA";29
"430535 CHARQUEADAS";150
"430537 CHARRUA";15
"430540 CHIAPETTA";18
"430543 CHUI";11
"430544 CHUVISCA";20
"430545 CIDREIRA";87
"430550 CIRIACO";20
"430558 COLINAS";13
"430560 COLORADO";10
"430570 CONDOR";40
"430580 CONSTANTINA";43
"430583 COQUEIRO BAIXO";9
"430585 COQUEIROS DO SUL";7
"430587 CORONEL BARROS";7
"430590 CORONEL BICACO";36
"430593 CORONEL PILAR";10
"430595 COTIPORA";13
"430597 COXILHA";8
"430600 CRISSIUMAL";66
"430605 CRISTAL";31
"430607 CRISTAL DO SUL";14
"430610 CRUZ ALTA";349
"430613 CRUZALTENSE";6
"430620 CRUZEIRO DO SUL";62
"430630 DAVID CANABARRO";17
"430632 DERRUBADAS";13
"430635 DEZESSEIS DE NOVEMBRO";13
"430637 DILERMANDO DE AGUIAR";13
"430640 DOIS IRMAOS";96
"430642 DOIS IRMAOS DAS MISSOES";11
"430645 DOIS LAJEADOS";8
"430650 DOM FELICIANO";53
"430655 DOM PEDRO DE ALCANTARA";14
"430660 DOM PEDRITO";177
"430670 DONA FRANCISCA";25
"430673 DOUTOR MAURICIO CARDOSO";20
"430675 DOUTOR RICARDO";15
"430676 ELDORADO DO SUL";170
"430680 ENCANTADO";76
"430690 ENCRUZILHADA DO SUL";127
"430692 ENGENHO VELHO";2
"430693 ENTRE-IJUIS";35
"430695 ENTRE RIOS DO SUL";10
