 Óbitos por causas evitáveis de 5 a 74 anos - Mato Grosso
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - MT";7
"510010 ACORIZAL";20
"510020 AGUA BOA";64
"510025 ALTA FLORESTA";180
"510030 ALTO ARAGUAIA";59
"510035 ALTO BOA VISTA";10
"510040 ALTO GARCAS";32
"510050 ALTO PARAGUAI";36
"510060 ALTO TAQUARI";23
"510080 APIACAS";33
"510100 ARAGUAIANA";15
"510125 ARAPUTANGA";53
"510130 ARENAPOLIS";49
"510140 ARIPUANA";66
"510160 BARAO DE MELGACO";22
"510170 BARRA DO BUGRES";93
"510180 BARRA DO GARCAS";242
"510185 BOM JESUS DO ARAGUAIA";11
"510190 BRASNORTE";45
"510250 CACERES";387
"510260 CAMPINAPOLIS";37
"510263 CAMPO NOVO DO PARECIS";107
"510267 CAMPO VERDE";113
"510268 CAMPOS DE JULIO";21
"510269 CANABRAVA DO NORTE";14
"510270 CANARANA";51
"510279 CARLINDA";36
"510285 CASTANHEIRA";20
"510300 CHAPADA DOS GUIMARAES";65
"510305 CLAUDIA";41
"510310 COCALINHO";22
"510320 COLIDER";116
"510325 COLNIZA";67
"510330 COMODORO";63
"510335 CONFRESA";80
"510336 CONQUISTA D'OESTE";10
"510337 COTRIGUACU";35
"510340 CUIABA";2240
"510343 CURVELANDIA";24
"510345 DENISE";32
"510350 DIAMANTINO";86
"510360 DOM AQUINO";41
"510370 FELIZ NATAL";25
"510380 FIGUEIROPOLIS D'OESTE";14
"510385 GAUCHA DO NORTE";8
"510390 GENERAL CARNEIRO";14
"510395 GLORIA D'OESTE";12
"510410 GUARANTA DO NORTE";102
"510420 GUIRATINGA";58
"510450 INDIAVAI";9
"510452 IPIRANGA DO NORTE";7
"510454 ITANHANGA";15
"510455 ITAUBA";16
"510460 ITIQUIRA";44
"510480 JACIARA";90
"510490 JANGADA";24
"510500 JAURU";39
"510510 JUARA";109
"510515 JUINA";129
"510517 JURUENA";30
"510520 JUSCIMEIRA";31
"510523 LAMBARI D'OESTE";8
"510525 LUCAS DO RIO VERDE";173
"510530 LUCIARA";2
"510550 VILA BELA DA SANTISSIMA TRINDADE";51
"510558 MARCELANDIA";45
"510560 MATUPA";59
"510562 MIRASSOL D'OESTE";96
"510590 NOBRES";74
"510600 NORTELANDIA";29
"510610 NOSSA SENHORA DO LIVRAMENTO";42
"510615 NOVA BANDEIRANTES";38
"510617 NOVA NAZARE";7
"510618 NOVA LACERDA";13
"510619 NOVA SANTA HELENA";18
"510620 NOVA BRASILANDIA";16
"510621 NOVA CANAA DO NORTE";38
"510622 NOVA MUTUM";107
"510623 NOVA OLIMPIA";69
"510624 NOVA UBIRATA";34
"510625 NOVA XAVANTINA";76
"510626 NOVO MUNDO";25
