 Óbitos por causas evitáveis de 5 a 74 anos - Piauí
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
"220900 RIO GRANDE DO PIAUI";27
"220910 SANTA CRUZ DO PIAUI";31
"220915 SANTA CRUZ DOS MILAGRES";9
"220920 SANTA FILOMENA";24
"220930 SANTA LUZ";15
"220935 SANTANA DO PIAUI";20
"220937 SANTA ROSA DO PIAUI";23
"220940 SANTO ANTONIO DE LISBOA";26
"220945 SANTO ANTONIO DOS MILAGRES";3
"220950 SANTO INACIO DO PIAUI";8
"220955 SAO BRAZ DO PIAUI";8
"220960 SAO FELIX DO PIAUI";8
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";17
"220970 SAO FRANCISCO DO PIAUI";22
"220975 SAO GONCALO DO GURGUEIA";5
"220980 SAO GONCALO DO PIAUI";11
"220985 SAO JOAO DA CANABRAVA";16
"220987 SAO JOAO DA FRONTEIRA";18
"220990 SAO JOAO DA SERRA";19
"220995 SAO JOAO DA VARJOTA";19
"220997 SAO JOAO DO ARRAIAL";27
"221000 SAO JOAO DO PIAUI";102
"221005 SAO JOSE DO DIVINO";10
"221010 SAO JOSE DO PEIXE";11
"221020 SAO JOSE DO PIAUI";25
"221030 SAO JULIAO";22
"221035 SAO LOURENCO DO PIAUI";15
"221037 SAO LUIS DO PIAUI";13
"221038 SAO MIGUEL DA BAIXA GRANDE";8
"221039 SAO MIGUEL DO FIDALGO";12
"221040 SAO MIGUEL DO TAPUIO";44
"221050 SAO PEDRO DO PIAUI";40
"221060 SAO RAIMUNDO NONATO";105
"221062 SEBASTIAO BARROS";5
"221063 SEBASTIAO LEAL";14
"221065 SIGEFREDO PACHECO";24
"221070 SIMOES";36
"221080 SIMPLICIO MENDES";50
"221090 SOCORRO DO PIAUI";11
"221093 SUSSUAPARA";35
"221095 TAMBORIL DO PIAUI";9
"221097 TANQUE DO PIAUI";15
"221100 TERESINA";2962
"221110 UNIAO";140
"221120 URUCUI";73
"221130 VALENCA DO PIAUI";75
"221135 VARZEA BRANCA";14
"221140 VARZEA GRANDE";21
"221150 VERA MENDES";7
"221160 VILA NOVA DO PIAUI";9
"221170 WALL FERRAZ";19
"Total";10647
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
