 Óbitos por causas evitáveis de 5 a 74 anos - Goiás
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - GO";43
"520005 ABADIA DE GOIAS";44
"520010 ABADIANIA";57
"520013 ACREUNA";83
"520015 ADELANDIA";9
"520017 AGUA FRIA DE GOIAS";11
"520020 AGUA LIMPA";12
"520025 AGUAS LINDAS DE GOIAS";484
"520030 ALEXANIA";114
"520050 ALOANDIA";9
"520055 ALTO HORIZONTE";23
"520060 ALTO PARAISO DE GOIAS";20
"520080 ALVORADA DO NORTE";45
"520082 AMARALINA";6
"520085 AMERICANO DO BRASIL";22
"520090 AMORINOPOLIS";17
"520110 ANAPOLIS";1546
"520130 ANICUNS";96
"520140 APARECIDA DE GOIANIA";1811
"520145 APARECIDA DO RIO DOCE";11
"520150 APORE";17
"520160 ARACU";14
"520170 ARAGARCAS";85
"520180 ARAGOIANIA";56
"520215 ARAGUAPAZ";30
"520235 ARENOPOLIS";13
"520250 ARUANA";26
"520260 AURILANDIA";25
"520280 AVELINOPOLIS";12
"520310 BALIZA";9
"520320 BARRO ALTO";32
"520330 BELA VISTA DE GOIAS";124
"520340 BOM JARDIM DE GOIAS";31
"520350 BOM JESUS DE GOIAS";90
"520355 BONFINOPOLIS";31
"520357 BONOPOLIS";9
"520360 BRAZABRANTES";13
"520380 BRITANIA";25
"520390 BURITI ALEGRE";44
"520393 BURITI DE GOIAS";16
"520396 BURITINOPOLIS";12
"520400 CABECEIRAS";32
"520410 CACHOEIRA ALTA";31
"520420 CACHOEIRA DE GOIAS";3
"520425 CACHOEIRA DOURADA";32
"520430 CACU";50
"520440 CAIAPONIA";54
"520450 CALDAS NOVAS";314
"520455 CALDAZINHA";14
"520460 CAMPESTRE DE GOIAS";21
"520465 CAMPINACU";9
"520470 CAMPINORTE";41
"520480 CAMPO ALEGRE DE GOIAS";30
"520485 CAMPO LIMPO DE GOIAS";30
"520490 CAMPOS BELOS";71
"520495 CAMPOS VERDES";26
"520500 CARMO DO RIO VERDE";44
"520505 CASTELANDIA";16
"520510 CATALAO";337
"520520 CATURAI";25
"520530 CAVALCANTE";25
"520540 CERES";78
"520545 CEZARINA";31
"520547 CHAPADAO DO CEU";16
"520549 CIDADE OCIDENTAL";201
"520551 COCALZINHO DE GOIAS";76
"520552 COLINAS DO SUL";12
"520570 CORREGO DO OURO";11
"520580 CORUMBA DE GOIAS";35
"520590 CORUMBAIBA";28
"520620 CRISTALINA";178
"520630 CRISTIANOPOLIS";20
"520640 CRIXAS";57
"520650 CROMINIA";13
"520660 CUMARI";18
"520670 DAMIANOPOLIS";9
"520680 DAMOLANDIA";15
"520690 DAVINOPOLIS";12
"520710 DIORAMA";7
"520725 DOVERLANDIA";20
"520735 EDEALINA";16
"520740 EDEIA";43
"520750 ESTRELA DO NORTE";14
"520753 FAINA";24
"520760 FAZENDA NOVA";28
"520780 FIRMINOPOLIS";46
"520790 FLORES DE GOIAS";34
"520800 FORMOSA";468
"520810 FORMOSO";16
"520815 GAMELEIRA DE GOIAS";19
"520830 DIVINOPOLIS DE GOIAS";17
"520840 GOIANAPOLIS";43
"520850 GOIANDIRA";15
"520860 GOIANESIA";254
"520870 GOIANIA";5065
"520880 GOIANIRA";192
"520890 GOIAS";109
"520910 GOIATUBA";158
"520915 GOUVELANDIA";15
"520920 GUAPO";82
"520929 GUARAITA";12
"520940 GUARANI DE GOIAS";11
"520945 GUARINOS";7
"520960 HEITORAI";16
"520970 HIDROLANDIA";66
"520980 HIDROLINA";15
"520990 IACIARA";40
"520993 INACIOLANDIA";16
"520995 INDIARA";63
"521000 INHUMAS";219
"521010 IPAMERI";113
"521015 IPIRANGA DE GOIAS";18
"521020 IPORA";166
"521030 ISRAELANDIA";9
"521040 ITABERAI";183
"521056 ITAGUARI";15
"521060 ITAGUARU";20
"521080 ITAJA";24
"521090 ITAPACI";71
"521100 ITAPIRAPUA";32
"521120 ITAPURANGA";113
"521130 ITARUMA";18
"521140 ITAUCU";31
"521150 ITUMBIARA";442
"521160 IVOLANDIA";7
"521170 JANDAIA";33
"521180 JARAGUA";160
"521190 JATAI";347
"521200 JAUPACI";15
"521205 JESUPOLIS";7
"521210 JOVIANIA";18
"521220 JUSSARA";90
"521225 LAGOA SANTA";8
"521230 LEOPOLDO DE BULHOES";19
"521250 LUZIANIA";651
"521260 MAIRIPOTABA";15
"521270 MAMBAI";29
"521280 MARA ROSA";37
"521290 MARZAGAO";9
"521295 MATRINCHA";15
"521300 MAURILANDIA";59
"521305 MIMOSO DE GOIAS";2
"521308 MINACU";87
"521310 MINEIROS";198
"521340 MOIPORA";10
"521350 MONTE ALEGRE DE GOIAS";20
"521370 MONTES CLAROS DE GOIAS";29
"521375 MONTIVIDIU";33
"521377 MONTIVIDIU DO NORTE";9
"521380 MORRINHOS";187
"521385 MORRO AGUDO DE GOIAS";15
"521390 MOSSAMEDES";13
"521400 MOZARLANDIA";57
"521405 MUNDO NOVO";26
"521410 MUTUNOPOLIS";20
"521440 NAZARIO";41
"521450 NEROPOLIS";118
"521460 NIQUELANDIA";142
"521470 NOVA AMERICA";13
"521480 NOVA AURORA";11
"521483 NOVA CRIXAS";36
"521486 NOVA GLORIA";27
"521487 NOVA IGUACU DE GOIAS";9
"521490 NOVA ROMA";12
"521500 NOVA VENEZA";33
"521520 NOVO BRASIL";13
"521523 NOVO GAMA";279
"521525 NOVO PLANALTO";13
"521530 ORIZONA";35
"521540 OURO VERDE DE GOIAS";16
"521550 OUVIDOR";27
"521560 PADRE BERNARDO";108
"521565 PALESTINA DE GOIAS";9
"521570 PALMEIRAS DE GOIAS";83
"521580 PALMELO";14
"521590 PALMINOPOLIS";28
"521600 PANAMA";12
"521630 PARANAIGUARA";32
"521640 PARAUNA";52
"521645 PEROLANDIA";7
"521680 PETROLINA DE GOIAS";39
"521690 PILAR DE GOIAS";9
"521710 PIRACANJUBA";116
"521720 PIRANHAS";48
"521730 PIRENOPOLIS";98
"521740 PIRES DO RIO";125
"521760 PLANALTINA";345
"521770 PONTALINA";71
"521800 PORANGATU";162
"521805 PORTEIRAO";9
"521810 PORTELANDIA";10
"521830 POSSE";139
"521839 PROFESSOR JAMIL";18
"521850 QUIRINOPOLIS";177
"521860 RIALMA";45
"521870 RIANAPOLIS";23
"521878 RIO QUENTE";10
"521880 RIO VERDE";606
"521890 RUBIATABA";71
"521900 SANCLERLANDIA";22
"521910 SANTA BARBARA DE GOIAS";22
