 Óbitos por causas evitáveis de 5 a 74 anos - Paraná
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - PR";37
"410010 ABATIA";29
"410020 ADRIANOPOLIS";23
"410030 AGUDOS DO SUL";52
"410040 ALMIRANTE TAMANDARE";427
"410045 ALTAMIRA DO PARANA";17
"410050 ALTONIA";104
"410060 ALTO PARANA";69
"410070 ALTO PIQUIRI";46
"410080 ALVORADA DO SUL";41
"410090 AMAPORA";33
"410100 AMPERE";72
"410105 ANAHY";18
"410110 ANDIRA";87
"410115 ANGULO";7
"410120 ANTONINA";84
"410130 ANTONIO OLINTO";39
"410140 APUCARANA";488
"410150 ARAPONGAS";423
"410160 ARAPOTI";108
"410165 ARAPUA";16
"410170 ARARUNA";58
"410180 ARAUCARIA";479
"410185 ARIRANHA DO IVAI";14
"410190 ASSAI";71
"410200 ASSIS CHATEAUBRIAND";137
"410210 ASTORGA";104
"410220 ATALAIA";11
"410230 BALSA NOVA";62
"410240 BANDEIRANTES";172
"410250 BARBOSA FERRAZ";50
"410260 BARRACAO";49
"410270 BARRA DO JACARE";11
"410275 BELA VISTA DA CAROBA";19
"410280 BELA VISTA DO PARAISO";63
"410290 BITURUNA";77
"410300 BOA ESPERANCA";23
"410302 BOA ESPERANCA DO IGUACU";6
"410304 BOA VENTURA DE SAO ROQUE";11
"410305 BOA VISTA DA APARECIDA";37
"410310 BOCAIUVA DO SUL";48
"410315 BOM JESUS DO SUL";16
"410320 BOM SUCESSO";31
"410322 BOM SUCESSO DO SUL";11
"410330 BORRAZOPOLIS";26
"410335 BRAGANEY";27
"410337 BRASILANDIA DO SUL";17
"410340 CAFEARA";8
"410345 CAFELANDIA";45
"410347 CAFEZAL DO SUL";19
"410350 CALIFORNIA";38
"410360 CAMBARA";91
"410370 CAMBE";365
"410380 CAMBIRA";35
"410390 CAMPINA DA LAGOA";72
"410395 CAMPINA DO SIMAO";16
"410400 CAMPINA GRANDE DO SUL";199
"410405 CAMPO BONITO";21
"410410 CAMPO DO TENENTE";34
"410420 CAMPO LARGO";468
"410425 CAMPO MAGRO";97
"410430 CAMPO MOURAO";351
"410440 CANDIDO DE ABREU";65
"410442 CANDOI";58
"410445 CANTAGALO";65
"410450 CAPANEMA";80
"410460 CAPITAO LEONIDAS MARQUES";74
"410465 CARAMBEI";78
"410470 CARLOPOLIS";62
"410480 CASCAVEL";1012
"410490 CASTRO";269
"410500 CATANDUVAS";43
"410510 CENTENARIO DO SUL";58
"410520 CERRO AZUL";70
"410530 CEU AZUL";37
"410540 CHOPINZINHO";72
"410550 CIANORTE";261
"410560 CIDADE GAUCHA";42
"410570 CLEVELANDIA";79
"410580 COLOMBO";827
"410590 COLORADO";82
"410600 CONGONHINHAS";47
"410610 CONSELHEIRO MAIRINCK";18
"410620 CONTENDA";72
"410630 CORBELIA";66
"410640 CORNELIO PROCOPIO";194
"410645 CORONEL DOMINGOS SOARES";27
"410650 CORONEL VIVIDA";86
"410655 CORUMBATAI DO SUL";16
"410657 CRUZEIRO DO IGUACU";19
"410660 CRUZEIRO DO OESTE";98
"410670 CRUZEIRO DO SUL";19
"410680 CRUZ MACHADO";65
"410685 CRUZMALTINA";17
"410690 CURITIBA";5817
"410700 CURIUVA";65
"410710 DIAMANTE DO NORTE";18
"410712 DIAMANTE DO SUL";16
"410715 DIAMANTE D'OESTE";12
"410720 DOIS VIZINHOS";129
"410725 DOURADINA";20
"410730 DOUTOR CAMARGO";30
"410740 ENEAS MARQUES";20
"410750 ENGENHEIRO BELTRAO";51
"410752 ESPERANCA NOVA";8
"410753 ENTRE RIOS DO OESTE";26
"410754 ESPIGAO ALTO DO IGUACU";26
"410755 FAROL";14
"410760 FAXINAL";88
"410765 FAZENDA RIO GRANDE";369
"410770 FENIX";21
"410773 FERNANDES PINHEIRO";19
"410775 FIGUEIRA";57
"410780 FLORAI";25
"410785 FLOR DA SERRA DO SUL";19
"410790 FLORESTA";36
"410800 FLORESTOPOLIS";60
"410810 FLORIDA";11
"410820 FORMOSA DO OESTE";30
"410830 FOZ DO IGUACU";1035
"410832 FRANCISCO ALVES";43
"410840 FRANCISCO BELTRAO";278
"410845 FOZ DO JORDAO";28
"410850 GENERAL CARNEIRO";42
"410855 GODOY MOREIRA";7
"410860 GOIOERE";113
"410865 GOIOXIM";35
"410870 GRANDES RIOS";19
"410880 GUAIRA";142
"410890 GUAIRACA";25
"410895 GUAMIRANGA";29
"410900 GUAPIRAMA";24
"410910 GUAPOREMA";6
"410920 GUARACI";25
"410930 GUARANIACU";60
"410940 GUARAPUAVA";773
"410950 GUARAQUECABA";18
"410960 GUARATUBA";173
"410965 HONORIO SERPA";10
"410970 IBAITI";136
"410975 IBEMA";41
"410980 IBIPORA";199
"410990 ICARAIMA";42
"411000 IGUARACU";20
"411005 IGUATU";11
"411007 IMBAU";47
"411010 IMBITUVA";124
"411020 INACIO MARTINS";38
"411030 INAJA";17
"411040 INDIANOPOLIS";15
"411050 IPIRANGA";44
"411060 IPORA";73
"411065 IRACEMA DO OESTE";9
"411070 IRATI";214
"411080 IRETAMA";51
"411090 ITAGUAJE";19
"411095 ITAIPULANDIA";38
"411100 ITAMBARACA";40
"411110 ITAMBE";24
"411120 ITAPEJARA D'OESTE";49
"411125 ITAPERUCU";94
"411130 ITAUNA DO SUL";20
"411140 IVAI";49
"411150 IVAIPORA";137
"411155 IVATE";26
"411160 IVATUBA";12
"411170 JABOTI";24
"411180 JACAREZINHO";195
"411190 JAGUAPITA";57
"411200 JAGUARIAIVA";150
"411210 JANDAIA DO SUL";99
"411220 JANIOPOLIS";23
"411230 JAPIRA";21
"411240 JAPURA";34
"411250 JARDIM ALEGRE";48
"411260 JARDIM OLINDA";3
"411270 JATAIZINHO";58
"411275 JESUITAS";36
"411280 JOAQUIM TAVORA";61
"411290 JUNDIAI DO SUL";18
"411295 JURANDA";22
"411300 JUSSARA";24
"411310 KALORE";22
"411320 LAPA";190
"411325 LARANJAL";20
"411330 LARANJEIRAS DO SUL";141
"411340 LEOPOLIS";6
"411342 LIDIANOPOLIS";21
"411345 LINDOESTE";28
"411350 LOANDA";98
"411360 LOBATO";12
"411370 LONDRINA";1849
"411373 LUIZIANA";23
"411375 LUNARDELLI";25
"411380 LUPIONOPOLIS";21
"411390 MALLET";49
"411400 MAMBORE";57
"411410 MANDAGUACU";82
"411420 MANDAGUARI";124
"411430 MANDIRITUBA";98
"411435 MANFRINOPOLIS";13
"411440 MANGUEIRINHA";68
"411450 MANOEL RIBAS";53
"411460 MARECHAL CANDIDO RONDON";211
"411470 MARIA HELENA";31
"411480 MARIALVA";123
"411490 MARILANDIA DO SUL";34
"411500 MARILENA";28
"411510 MARILUZ";50
"411520 MARINGA";1251
"411530 MARIOPOLIS";35
"411535 MARIPA";7
"411540 MARMELEIRO";48
"411545 MARQUINHO";21
"411550 MARUMBI";20
"411560 MATELANDIA";58
"411570 MATINHOS";197
"411573 MATO RICO";12
"411575 MAUA DA SERRA";38
"411580 MEDIANEIRA";147
"411585 MERCEDES";18
"411590 MIRADOR";14
"411600 MIRASELVA";9
"411605 MISSAL";48
"411610 MOREIRA SALES";59
"411620 MORRETES";77
"411630 MUNHOZ DE MELO";11
"411640 NOSSA SENHORA DAS GRACAS";20
"411650 NOVA ALIANCA DO IVAI";4
"411660 NOVA AMERICA DA COLINA";10
"411670 NOVA AURORA";48
"411680 NOVA CANTU";35
"411690 NOVA ESPERANCA";101
"411695 NOVA ESPERANCA DO SUDOESTE";18
"411700 NOVA FATIMA";41
"411705 NOVA LARANJEIRAS";34
"411710 NOVA LONDRINA";61
"411720 NOVA OLIMPIA";27
"411721 NOVA SANTA BARBARA";13
"411722 NOVA SANTA ROSA";35
"411725 NOVA PRATA DO IGUACU";38
"411727 NOVA TEBAS";28
"411729 NOVO ITACOLOMI";8
"411730 ORTIGUEIRA";100
"411740 OURIZONA";15
"411745 OURO VERDE DO OESTE";18
"411750 PAICANDU";160
"411760 PALMAS";196
"411770 PALMEIRA";139
"411780 PALMITAL";66
"411790 PALOTINA";107
"411800 PARAISO DO NORTE";46
"411810 PARANACITY";38
"411820 PARANAGUA";664
"411830 PARANAPOEMA";9
"411840 PARANAVAI";351
"411845 PATO BRAGADO";33
"411850 PATO BRANCO";296
"411860 PAULA FREITAS";21
"411870 PAULO FRONTIN";33
"411880 PEABIRU";55
"411885 PEROBAL";31
"411890 PEROLA";40
"411900 PEROLA D'OESTE";29
"411910 PIEN";43
"411915 PINHAIS";460
"411920 PINHALAO";29
"411925 PINHAL DE SAO BENTO";17
"411930 PINHAO";129
"411940 PIRAI DO SUL";78
"411950 PIRAQUARA";405
"411960 PITANGA";124
"411965 PITANGUEIRAS";7
"411970 PLANALTINA DO PARANA";21
"411980 PLANALTO";61
"411990 PONTA GROSSA";1303
"411995 PONTAL DO PARANA";127
"412000 PORECATU";59
"412010 PORTO AMAZONAS";22
"412015 PORTO BARREIRO";7
"412020 PORTO RICO";8
"412030 PORTO VITORIA";22
"412033 PRADO FERREIRA";13
"412035 PRANCHITA";20
"412040 PRESIDENTE CASTELO BRANCO";13
"412050 PRIMEIRO DE MAIO";59
"412060 PRUDENTOPOLIS";208
"412065 QUARTO CENTENARIO";17
"412070 QUATIGUA";36
"412080 QUATRO BARRAS";81
"412085 QUATRO PONTES";20
"412090 QUEDAS DO IGUACU";115
"412100 QUERENCIA DO NORTE";42
"412110 QUINTA DO SOL";22
"412120 QUITANDINHA";66
"412125 RAMILANDIA";15
"412130 RANCHO ALEGRE";25
"412135 RANCHO ALEGRE D'OESTE";6
"412140 REALEZA";72
"412150 REBOUCAS";60
"412160 RENASCENCA";26
"412170 RESERVA";113
"412175 RESERVA DO IGUACU";29
"412180 RIBEIRAO CLARO";53
"412190 RIBEIRAO DO PINHAL";95
"412200 RIO AZUL";88
"412210 RIO BOM";25
"412215 RIO BONITO DO IGUACU";70
"412217 RIO BRANCO DO IVAI";14
"412220 RIO BRANCO DO SUL";156
"412230 RIO NEGRO";122
"412240 ROLANDIA";249
"412250 RONCADOR";47
"412260 RONDON";37
"412265 ROSARIO DO IVAI";12
"412270 SABAUDIA";29
"412280 SALGADO FILHO";13
"412290 SALTO DO ITARARE";24
"412300 SALTO DO LONTRA";54
"412310 SANTA AMELIA";12
"412320 SANTA CECILIA DO PAVAO";18
"412330 SANTA CRUZ DE MONTE CASTELO";34
"412340 SANTA FE";47
"412350 SANTA HELENA";94
"412360 SANTA INES";4
"412370 SANTA ISABEL DO IVAI";36
"412380 SANTA IZABEL DO OESTE";44
"412382 SANTA LUCIA";15
"412385 SANTA MARIA DO OESTE";33
"412390 SANTA MARIANA";58
"412395 SANTA MONICA";20
"412400 SANTANA DO ITARARE";31
"412402 SANTA TEREZA DO OESTE";38
"412405 SANTA TEREZINHA DE ITAIPU";102
"412410 SANTO ANTONIO DA PLATINA";198
"412420 SANTO ANTONIO DO CAIUA";8
"412430 SANTO ANTONIO DO PARAISO";7
"412440 SANTO ANTONIO DO SUDOESTE";61
"412450 SANTO INACIO";20
"412460 SAO CARLOS DO IVAI";28
"412470 SAO JERONIMO DA SERRA";47
"412480 SAO JOAO";57
"412490 SAO JOAO DO CAIUA";27
"412500 SAO JOAO DO IVAI";55
"412510 SAO JOAO DO TRIUNFO";44
"412520 SAO JORGE D'OESTE";39
"412530 SAO JORGE DO IVAI";19
"412535 SAO JORGE DO PATROCINIO";24
"412540 SAO JOSE DA BOA VISTA";30
"412545 SAO JOSE DAS PALMEIRAS";17
"412550 SAO JOSE DOS PINHAIS";1025
"412555 SAO MANOEL DO PARANA";9
"412560 SAO MATEUS DO SUL";173
"412570 SAO MIGUEL DO IGUACU";118
