 Óbitos por causas evitáveis de 5 a 74 anos - Rio Grande do Norte
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
"241300 SAO VICENTE";15
"241310 SENADOR ELOI DE SOUZA";25
"241320 SENADOR GEORGINO AVELINO";7
"241330 SERRA DE SAO BENTO";19
"241335 SERRA DO MEL";30
"241340 SERRA NEGRA DO NORTE";26
"241350 SERRINHA";26
"241355 SERRINHA DOS PINTOS";15
"241360 SEVERIANO MELO";22
"241370 SITIO NOVO";9
"241380 TABOLEIRO GRANDE";13
"241390 TAIPU";32
"241400 TANGARA";52
"241410 TENENTE ANANIAS";27
"241415 TENENTE LAURENTINO CRUZ";19
"241420 TIBAU DO SUL";46
"241430 TIMBAUBA DOS BATISTAS";8
"241440 TOUROS";79
"241445 TRIUNFO POTIGUAR";4
"241450 UMARIZAL";49
"241460 UPANEMA";45
"241470 VARZEA";16
"241475 VENHA-VER";9
"241480 VERA CRUZ";39
"241490 VICOSA";5
"241500 VILA FLOR";9
"Total";11707
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
