 Óbitos por causas evitáveis de 5 a 74 anos - Rio Grande do Norte
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - RN";3
"240010 ACARI";32
"240020 ASSU";189
"240030 AFONSO BEZERRA";36
"240040 AGUA NOVA";14
"240050 ALEXANDRIA";48
"240060 ALMINO AFONSO";13
"240070 ALTO DO RODRIGUES";34
"240080 ANGICOS";33
"240090 ANTONIO MARTINS";22
"240100 APODI";125
"240110 AREIA BRANCA";108
"240120 AREZ";41
"240130 CAMPO GRANDE";23
"240140 BAIA FORMOSA";47
"240145 BARAUNA";91
"240150 BARCELONA";13
"240160 BENTO FERNANDES";13
"240165 BODO";11
"240170 BOM JESUS";39
"240180 BREJINHO";54
"240185 CAICARA DO NORTE";14
"240190 CAICARA DO RIO DO VENTO";15
"240200 CAICO";225
"240210 CAMPO REDONDO";30
"240220 CANGUARETAMA";143
"240230 CARAUBAS";99
"240240 CARNAUBA DOS DANTAS";28
"240250 CARNAUBAIS";28
"240260 CEARA-MIRIM";252
"240270 CERRO CORA";26
"240280 CORONEL EZEQUIEL";22
"240290 CORONEL JOAO PESSOA";16
"240300 CRUZETA";28
"240310 CURRAIS NOVOS";128
"240320 DOUTOR SEVERIANO";18
"240325 PARNAMIRIM";660
"240330 ENCANTO";19
"240340 EQUADOR";17
"240350 ESPIRITO SANTO";26
"240360 EXTREMOZ";147
"240370 FELIPE GUERRA";23
"240375 FERNANDO PEDROZA";8
"240380 FLORANIA";40
"240390 FRANCISCO DANTAS";11
"240400 FRUTUOSO GOMES";14
"240410 GALINHOS";3
"240420 GOIANINHA";84
"240430 GOVERNADOR DIX-SEPT ROSADO";49
"240440 GROSSOS";36
"240450 GUAMARE";52
"240460 IELMO MARINHO";31
"240470 IPANGUACU";38
"240480 IPUEIRA";5
"240485 ITAJA";26
"240490 ITAU";24
"240500 JACANA";38
"240510 JANDAIRA";22
"240520 JANDUIS";20
"240530 JANUARIO CICCO";22
"240540 JAPI";17
"240550 JARDIM DE ANGICOS";7
"240560 JARDIM DE PIRANHAS";50
"240570 JARDIM DO SERIDO";53
"240580 JOAO CAMARA";119
"240590 JOAO DIAS";7
"240600 JOSE DA PENHA";30
"240610 JUCURUTU";68
"240615 JUNDIA";8
"240620 LAGOA D'ANTA";26
"240630 LAGOA DE PEDRAS";16
"240640 LAGOA DE VELHOS";10
"240650 LAGOA NOVA";54
"240660 LAGOA SALGADA";41
"240670 LAJES";23
"240680 LAJES PINTADAS";14
"240690 LUCRECIA";13
"240700 LUIS GOMES";30
"240710 MACAIBA";313
"240720 MACAU";102
"240725 MAJOR SALES";9
"240730 MARCELINO VIEIRA";31
"240740 MARTINS";40
"240750 MAXARANGUAPE";30
"240760 MESSIAS TARGINO";22
"240770 MONTANHAS";29
"240780 MONTE ALEGRE";77
"240790 MONTE DAS GAMELEIRAS";6
"240800 MOSSORO";1092
"240810 NATAL";3085
"240820 NISIA FLORESTA";91
"240830 NOVA CRUZ";122
"240840 OLHO-D'AGUA DO BORGES";28
"240850 OURO BRANCO";18
"240860 PARANA";13
"240870 PARAU";12
"240880 PARAZINHO";14
"240890 PARELHAS";70
"240895 RIO DO FOGO";35
"240910 PASSA E FICA";35
"240920 PASSAGEM";7
"240930 PATU";45
"240933 SANTA MARIA";4
"240940 PAU DOS FERROS";107
"240950 PEDRA GRANDE";13
"240960 PEDRA PRETA";3
"240970 PEDRO AVELINO";6
"240980 PEDRO VELHO";60
"240990 PENDENCIAS";46
"241000 PILOES";6
"241010 POCO BRANCO";50
"241020 PORTALEGRE";34
"241025 PORTO DO MANGUE";20
"241030 SERRA CAIADA";24
"241040 PUREZA";21
"241050 RAFAEL FERNANDES";18
"241060 RAFAEL GODEIRO";11
"241070 RIACHO DA CRUZ";11
"241080 RIACHO DE SANTANA";11
"241090 RIACHUELO";34
"241100 RODOLFO FERNANDES";17
"241105 TIBAU";15
"241110 RUY BARBOSA";11
"241120 SANTA CRUZ";105
"241140 SANTANA DO MATOS";23
"241142 SANTANA DO SERIDO";6
"241150 SANTO ANTONIO";73
"241160 SAO BENTO DO NORTE";12
"241170 SAO BENTO DO TRAIRI";14
"241180 SAO FERNANDO";14
"241190 SAO FRANCISCO DO OESTE";21
"241200 SAO GONCALO DO AMARANTE";361
"241210 SAO JOAO DO SABUGI";22
"241220 SAO JOSE DE MIPIBU";167
"241230 SAO JOSE DO CAMPESTRE";43
"241240 SAO JOSE DO SERIDO";13
"241250 SAO MIGUEL";90
"241255 SAO MIGUEL DO GOSTOSO";22
"241260 SAO PAULO DO POTENGI";71
"241270 SAO PEDRO";19
"241280 SAO RAFAEL";32
"241290 SAO TOME";43
