 Óbitos por causas evitáveis de 5 a 74 anos - Pernambuco
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - PE";96
"260005 ABREU E LIMA";408
"260010 AFOGADOS DA INGAZEIRA";122
"260020 AFRANIO";55
"260030 AGRESTINA";122
"260040 AGUA PRETA";100
"260050 AGUAS BELAS";164
"260060 ALAGOINHA";60
"260070 ALIANCA";167
"260080 ALTINHO";74
"260090 AMARAJI";95
"260100 ANGELIM";42
"260105 ARACOIABA";74
"260110 ARARIPINA";267
"260120 ARCOVERDE";251
"260130 BARRA DE GUABIRABA";39
"260140 BARREIROS";198
"260150 BELEM DE MARIA";39
"260160 BELEM DO SAO FRANCISCO";81
"260170 BELO JARDIM";332
"260180 BETANIA";45
"260190 BEZERROS";303
"260200 BODOCO";104
"260210 BOM CONSELHO";200
"260220 BOM JARDIM";146
"260230 BONITO";164
"260240 BREJAO";34
"260250 BREJINHO";20
"260260 BREJO DA MADRE DE DEUS";168
"260270 BUENOS AIRES";53
"260280 BUIQUE";184
"260290 CABO DE SANTO AGOSTINHO";892
"260300 CABROBO";91
"260310 CACHOEIRINHA";77
"260320 CAETES";87
"260330 CALCADO";25
"260340 CALUMBI";23
"260345 CAMARAGIBE";628
"260350 CAMOCIM DE SAO FELIX";68
"260360 CAMUTANGA";36
"260370 CANHOTINHO";73
"260380 CAPOEIRAS";64
"260390 CARNAIBA";64
"260392 CARNAUBEIRA DA PENHA";29
"260400 CARPINA";327
"260410 CARUARU";1345
"260415 CASINHAS";42
"260420 CATENDE";151
"260430 CEDRO";31
"260440 CHA DE ALEGRIA";51
"260450 CHA GRANDE";89
"260460 CONDADO";105
"260470 CORRENTES";54
"260480 CORTES";45
"260490 CUMARU";52
"260500 CUPIRA";120
"260510 CUSTODIA";138
"260515 DORMENTES";44
"260520 ESCADA";260
"260530 EXU";96
"260540 FEIRA NOVA";101
"260545 FERNANDO DE NORONHA";6
"260550 FERREIROS";46
"260560 FLORES";67
"260570 FLORESTA";97
"260580 FREI MIGUELINHO";45
"260590 GAMELEIRA";104
"260600 GARANHUNS";516
"260610 GLORIA DO GOITA";90
"260620 GOIANA";313
"260630 GRANITO";23
"260640 GRAVATA";358
"260650 IATI";61
"260660 IBIMIRIM";70
"260670 IBIRAJUBA";32
"260680 IGARASSU";434
"260690 IGUARACY";44
"260700 INAJA";46
"260710 INGAZEIRA";18
"260720 IPOJUCA";344
"260730 IPUBI";82
"260740 ITACURUBA";11
"260750 ITAIBA";75
"260760 ILHA DE ITAMARACA";68
"260765 ITAMBE";133
"260770 ITAPETIM";49
"260775 ITAPISSUMA";93
"260780 ITAQUITINGA";72
"260790 JABOATAO DOS GUARARAPES";2603
"260795 JAQUEIRA";44
"260800 JATAUBA";76
"260805 JATOBA";47
"260810 JOAO ALFREDO";110
"260820 JOAQUIM NABUCO";64
"260825 JUCATI";43
"260830 JUPI";58
"260840 JUREMA";73
"260845 LAGOA DO CARRO";81
"260850 LAGOA DE ITAENGA";104
"260860 LAGOA DO OURO";42
"260870 LAGOA DOS GATOS";64
