 Óbitos por causas evitáveis de 5 a 74 anos - Espírito Santo
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - ES";8
"320010 AFONSO CLAUDIO";118
"320013 AGUIA BRANCA";40
"320016 AGUA DOCE DO NORTE";52
"320020 ALEGRE";107
"320030 ALFREDO CHAVES";34
"320035 ALTO RIO NOVO";26
"320040 ANCHIETA";92
"320050 APIACA";23
"320060 ARACRUZ";283
"320070 ATILIO VIVACQUA";38
"320080 BAIXO GUANDU";115
"320090 BARRA DE SAO FRANCISCO";161
"320100 BOA ESPERANCA";46
"320110 BOM JESUS DO NORTE";40
"320115 BREJETUBA";42
"320120 CACHOEIRO DE ITAPEMIRIM";750
"320130 CARIACICA";1472
"320140 CASTELO";130
"320150 COLATINA";428
"320160 CONCEICAO DA BARRA";100
"320170 CONCEICAO DO CASTELO";38
"320180 DIVINO DE SAO LOURENCO";17
"320190 DOMINGOS MARTINS";98
"320200 DORES DO RIO PRETO";23
"320210 ECOPORANGA";92
"320220 FUNDAO";60
"320225 GOVERNADOR LINDENBERG";37
"320230 GUACUI";130
"320240 GUARAPARI";441
"320245 IBATIBA";75
"320250 IBIRACU";50
"320255 IBITIRAMA";37
"320260 ICONHA";41
"320265 IRUPI";42
"320270 ITAGUACU";52
"320280 ITAPEMIRIM";164
"320290 ITARANA";34
"320300 IUNA";106
"320305 JAGUARE";87
"320310 JERONIMO MONTEIRO";50
"320313 JOAO NEIVA";60
"320316 LARANJA DA TERRA";37
"320320 LINHARES";537
"320330 MANTENOPOLIS";72
"320332 MARATAIZES";153
"320334 MARECHAL FLORIANO";57
"320335 MARILANDIA";47
"320340 MIMOSO DO SUL";86
"320350 MONTANHA";62
"320360 MUCURICI";22
"320370 MUNIZ FREIRE";67
"320380 MUQUI";65
"320390 NOVA VENECIA";161
"320400 PANCAS";84
"320405 PEDRO CANARIO";85
"320410 PINHEIROS";113
"320420 PIUMA";86
"320425 PONTO BELO";26
"320430 PRESIDENTE KENNEDY";58
"320435 RIO BANANAL";57
"320440 RIO NOVO DO SUL";49
"320450 SANTA LEOPOLDINA";63
"320455 SANTA MARIA DE JETIBA";123
"320460 SANTA TERESA";61
"320465 SAO DOMINGOS DO NORTE";33
"320470 SAO GABRIEL DA PALHA";105
"320480 SAO JOSE DO CALCADO";55
"320490 SAO MATEUS";393
"320495 SAO ROQUE DO CANAA";41
"320500 SERRA";1609
"320501 SOORETAMA";78
"320503 VARGEM ALTA";73
"320506 VENDA NOVA DO IMIGRANTE";64
"320510 VIANA";260
"320515 VILA PAVAO";32
"320517 VILA VALERIO";37
"320520 VILA VELHA";1585
"320530 VITORIA";1036
"Total";13411
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
