 Óbitos por causas evitáveis de 5 a 74 anos - Mato Grosso do Sul
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - MS";3
"500020 AGUA CLARA";50
"500025 ALCINOPOLIS";26
"500060 AMAMBAI";163
"500070 ANASTACIO";88
"500080 ANAURILANDIA";11
"500085 ANGELICA";34
"500090 ANTONIO JOAO";29
"500100 APARECIDA DO TABOADO";113
"500110 AQUIDAUANA";220
"500124 ARAL MOREIRA";34
"500150 BANDEIRANTES";25
"500190 BATAGUASSU";84
"500200 BATAYPORA";33
"500210 BELA VISTA";94
"500215 BODOQUENA";33
"500220 BONITO";73
"500230 BRASILANDIA";46
"500240 CAARAPO";107
"500260 CAMAPUA";60
"500270 CAMPO GRANDE";3037
"500280 CARACOL";14
"500290 CASSILANDIA";96
"500295 CHAPADAO DO SUL";68
"500310 CORGUINHO";17
"500315 CORONEL SAPUCAIA";61
"500320 CORUMBA";425
"500325 COSTA RICA";72
"500330 COXIM";119
"500345 DEODAPOLIS";58
"500348 DOIS IRMAOS DO BURITI";44
"500350 DOURADINA";18
"500370 DOURADOS";815
"500375 ELDORADO";50
"500380 FATIMA DO SUL";88
"500390 FIGUEIRAO";8
"500400 GLORIA DE DOURADOS";40
"500410 GUIA LOPES DA LAGUNA";41
"500430 IGUATEMI";52
"500440 INOCENCIA";20
"500450 ITAPORA";85
"500460 ITAQUIRAI";62
"500470 IVINHEMA";97
"500480 JAPORA";31
"500490 JARAGUARI";19
"500500 JARDIM";108
"500510 JATEI";7
"500515 JUTI";42
"500520 LADARIO";65
"500525 LAGUNA CARAPA";16
"500540 MARACAJU";133
"500560 MIRANDA";99
"500568 MUNDO NOVO";80
"500570 NAVIRAI";175
"500580 NIOAQUE";44
"500600 NOVA ALVORADA DO SUL";68
"500620 NOVA ANDRADINA";167
"500625 NOVO HORIZONTE DO SUL";16
"500627 PARAISO DAS AGUAS";13
"500630 PARANAIBA";206
"500635 PARANHOS";43
"500640 PEDRO GOMES";24
"500660 PONTA PORA";372
"500690 PORTO MURTINHO";53
"500710 RIBAS DO RIO PARDO";65
"500720 RIO BRILHANTE";116
"500730 RIO NEGRO";19
"500740 RIO VERDE DE MATO GROSSO";77
"500750 ROCHEDO";15
"500755 SANTA RITA DO PARDO";21
"500769 SAO GABRIEL DO OESTE";75
"500770 SETE QUEDAS";43
"500780 SELVIRIA";41
"500790 SIDROLANDIA";120
"500793 SONORA";42
"500795 TACURU";41
"500797 TAQUARUSSU";13
"500800 TERENOS";46
"500830 TRES LAGOAS";437
"500840 VICENTINA";25
"Total";9690
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
