 Óbitos por causas evitáveis de 5 a 74 anos - Santa Catarina
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
" MUNICIPIO IGNORADO - SC";3
"420005 ABDON BATISTA";9
"420010 ABELARDO LUZ";57
"420020 AGROLANDIA";48
"420030 AGRONOMICA";19
"420040 AGUA DOCE";18
"420050 AGUAS DE CHAPECO";25
"420055 AGUAS FRIAS";15
"420060 AGUAS MORNAS";29
"420070 ALFREDO WAGNER";28
"420075 ALTO BELA VISTA";11
"420080 ANCHIETA";26
"420090 ANGELINA";21
"420100 ANITA GARIBALDI";42
"420110 ANITAPOLIS";5
"420120 ANTONIO CARLOS";24
"420125 APIUNA";44
"420127 ARABUTA";12
"420130 ARAQUARI";97
"420140 ARARANGUA";257
"420150 ARMAZEM";32
"420160 ARROIO TRINTA";19
"420165 ARVOREDO";8
"420170 ASCURRA";35
"420180 ATALANTA";15
"420190 AURORA";15
"420195 BALNEARIO ARROIO DO SILVA";93
"420200 BALNEARIO CAMBORIU";410
"420205 BALNEARIO BARRA DO SUL";67
"420207 BALNEARIO GAIVOTA";49
"420208 BANDEIRANTE";11
"420209 BARRA BONITA";5
"420210 BARRA VELHA";125
"420213 BELA VISTA DO TOLDO";28
"420215 BELMONTE";6
"420220 BENEDITO NOVO";39
"420230 BIGUACU";238
"420240 BLUMENAU";1063
"420243 BOCAINA DO SUL";12
"420245 BOMBINHAS";69
"420250 BOM JARDIM DA SERRA";14
"420253 BOM JESUS";14
"420257 BOM JESUS DO OESTE";6
"420260 BOM RETIRO";25
"420270 BOTUVERA";17
"420280 BRACO DO NORTE";103
"420285 BRACO DO TROMBUDO";18
"420287 BRUNOPOLIS";5
"420290 BRUSQUE";382
"420300 CACADOR";297
"420310 CAIBI";19
"420315 CALMON";15
"420320 CAMBORIU";243
"420325 CAPAO ALTO";14
"420330 CAMPO ALEGRE";46
"420340 CAMPO BELO DO SUL";27
"420350 CAMPO ERE";29
"420360 CAMPOS NOVOS";138
"420370 CANELINHA";36
"420380 CANOINHAS";216
"420390 CAPINZAL";65
"420395 CAPIVARI DE BAIXO";110
"420400 CATANDUVAS";41
"420410 CAXAMBU DO SUL";15
"420415 CELSO RAMOS";9
"420417 CERRO NEGRO";12
"420419 CHAPADAO DO LAGEADO";9
"420420 CHAPECO";581
"420425 COCAL DO SUL";42
"420430 CONCORDIA";224
"420435 CORDILHEIRA ALTA";16
"420440 CORONEL FREITAS";33
"420445 CORONEL MARTINS";6
"420450 CORUPA";58
"420455 CORREIA PINTO";54
"420460 CRICIUMA";721
"420470 CUNHA PORA";41
"420475 CUNHATAI";11
"420480 CURITIBANOS";179
"420490 DESCANSO";27
"420500 DIONISIO CERQUEIRA";71
"420510 DONA EMMA";14
"420515 DOUTOR PEDRINHO";6
"420517 ENTRE RIOS";7
"420519 ERMO";11
"420520 ERVAL VELHO";17
"420530 FAXINAL DOS GUEDES";31
"420535 FLOR DO SERTAO";6
"420540 FLORIANOPOLIS";1391
